id_devolucion,id_producto,id_tienda,fecha,unidades_devueltas,motivo
DEVP0382,SKU00141,T11,2024-09-16,5,Producto dañado en logistica
DEVP0383,SKU00141,T01,2025-01-11,5,Defecto de fabricacion
DEVP0384,SKU00141,T17,2025-09-18,7,Devolucion de cliente (cambio)
DEVP0385,SKU00141,T10,2024-07-02,2,Devolucion de cliente (cambio)
DEVP0386,SKU00142,T13,2025-07-26,2,Producto dañado en logistica
DEVP0387,SKU00143,T19,2023-07-20,3,Producto dañado en logistica
DEVP0388,SKU00143,T07,2025-06-21,2,Devolucion de cliente (cambio)
DEVP0389,SKU00143,T15,2025-01-08,7,Error de picking
DEVP0390,SKU00143,T18,2025-11-11,8,Devolucion de cliente (cambio)
DEVP0391,SKU00143,T08,2024-02-25,3,Error de picking
DEVP0392,SKU00143,T08,2025-05-18,1,Devolucion de cliente (cambio)
DEVP0393,SKU00144,T27,2025-12-18,8,Devolucion de cliente (cambio)
DEVP0394,SKU00144,T17,2024-09-24,4,Producto dañado en logistica
DEVP0395,SKU00144,T20,2025-10-06,5,Defecto de fabricacion
DEVP0396,SKU00144,T12,2025-09-16,3,Error de picking
DEVP0397,SKU00144,T04,2025-08-04,5,Error de picking
DEVP0398,SKU00145,T04,2025-07-23,3,Producto sin rotacion / no vendido
DEVP0399,SKU00146,T08,2025-02-06,3,Producto dañado en logistica
DEVP0400,SKU00146,T19,2022-10-18,7,Producto dañado en logistica
DEVP0401,SKU00146,T19,2025-10-09,1,Producto sin rotacion / no vendido
DEVP0402,SKU00146,T28,2025-08-11,1,Producto sin rotacion / no vendido
DEVP0403,SKU00148,T20,2025-10-19,3,Producto dañado en logistica
DEVP0404,SKU00148,T24,2025-04-04,5,Producto sin rotacion / no vendido
DEVP0405,SKU00150,T08,2025-03-02,2,Error de picking
DEVP0406,SKU00150,T06,2024-05-13,1,Devolucion de cliente (cambio)
DEVP0407,SKU00150,T12,2024-07-13,1,Defecto de fabricacion
DEVP0408,SKU00150,T12,2025-01-26,2,Devolucion de cliente (cambio)
DEVP0409,SKU00150,T04,2025-01-16,4,Producto dañado en logistica
DEVP0410,SKU00150,T04,2025-08-02,3,Error de picking
DEVP0411,SKU00150,T04,2025-09-16,2,Devolucion de cliente (cambio)
DEVP0412,SKU00150,T10,2025-06-25,3,Defecto de fabricacion
DEVP0413,SKU00150,T10,2025-07-25,4,Error de picking
DEVP0414,SKU00150,T25,2023-12-22,4,Producto dañado en logistica
DEVP0415,SKU00150,T25,2024-04-03,3,Producto sin rotacion / no vendido
DEVP0416,SKU00150,T25,2025-04-18,3,Producto dañado en logistica
DEVP0417,SKU00150,T17,2025-02-05,1,Producto dañado en logistica
DEVP0418,SKU00151,T24,2025-10-20,1,Producto dañado en logistica
DEVP0419,SKU00151,T13,2024-08-27,2,Producto sin rotacion / no vendido
DEVP0420,SKU00151,T14,2025-04-25,1,Devolucion de cliente (cambio)
DEVP0421,SKU00152,T10,2024-05-28,7,Producto sin rotacion / no vendido
DEVP0422,SKU00152,T16,2024-08-19,13,Error de picking
DEVP0423,SKU00152,T26,2024-02-11,5,Producto sin rotacion / no vendido
DEVP0424,SKU00152,T26,2024-08-10,10,Error de picking
DEVP0425,SKU00153,T18,2024-07-21,9,Defecto de fabricacion
DEVP0426,SKU00153,T19,2025-05-18,5,Defecto de fabricacion
DEVP0427,SKU00153,T13,2025-05-28,5,Error de picking
DEVP0428,SKU00154,T05,2025-03-25,13,Producto dañado en logistica
DEVP0429,SKU00154,T13,2025-02-06,16,Defecto de fabricacion
DEVP0430,SKU00155,T05,2024-04-27,2,Devolucion de cliente (cambio)
DEVP0431,SKU00155,T01,2025-09-20,2,Error de picking
DEVP0432,SKU00155,T11,2024-04-27,2,Error de picking
DEVP0433,SKU00156,T19,2025-12-23,17,Devolucion de cliente (cambio)
DEVP0434,SKU00156,T18,2025-11-18,13,Producto sin rotacion / no vendido
DEVP0435,SKU00156,T17,2024-11-28,21,Devolucion de cliente (cambio)
DEVP0436,SKU00157,T07,2022-05-19,2,Producto sin rotacion / no vendido
DEVP0437,SKU00158,T20,2023-10-09,3,Producto sin rotacion / no vendido
DEVP0438,SKU00158,T20,2025-11-09,6,Producto sin rotacion / no vendido
DEVP0439,SKU00158,T01,2025-10-26,2,Producto dañado en logistica
DEVP0440,SKU00160,T23,2025-07-05,3,Producto sin rotacion / no vendido
DEVP0441,SKU00161,T14,2024-03-21,1,Defecto de fabricacion
DEVP0442,SKU00162,T24,2025-08-09,2,Defecto de fabricacion
DEVP0443,SKU00162,T16,2025-10-08,1,Producto dañado en logistica
DEVP0444,SKU00164,T09,2025-01-12,1,Producto sin rotacion / no vendido
DEVP0445,SKU00164,T21,2023-06-17,2,Producto sin rotacion / no vendido
DEVP0446,SKU00164,T21,2025-01-24,2,Producto sin rotacion / no vendido
DEVP0447,SKU00164,T06,2025-08-04,3,Producto dañado en logistica
DEVP0448,SKU00164,T04,2024-11-27,4,Error de picking
DEVP0449,SKU00164,T12,2024-09-18,4,Producto dañado en logistica
DEVP0450,SKU00164,T15,2025-10-22,2,Error de picking
DEVP0451,SKU00164,T24,2023-12-25,1,Devolucion de cliente (cambio)
DEVP0452,SKU00164,T24,2025-05-25,3,Producto sin rotacion / no vendido
DEVP0453,SKU00164,T17,2024-05-10,1,Producto dañado en logistica
DEVP0454,SKU00164,T13,2022-12-08,3,Devolucion de cliente (cambio)
DEVP0455,SKU00165,T01,2024-08-19,3,Producto dañado en logistica
DEVP0456,SKU00165,T15,2023-11-24,1,Devolucion de cliente (cambio)
DEVP0457,SKU00165,T20,2025-08-08,3,Defecto de fabricacion
DEVP0458,SKU00165,T22,2025-10-07,2,Devolucion de cliente (cambio)
DEVP0459,SKU00166,T21,2023-08-23,1,Producto dañado en logistica
DEVP0460,SKU00166,T04,2023-12-18,2,Defecto de fabricacion
DEVP0461,SKU00166,T02,2023-06-16,1,Devolucion de cliente (cambio)
DEVP0462,SKU00166,T18,2024-11-13,1,Producto sin rotacion / no vendido
DEVP0463,SKU00167,T16,2024-11-08,6,Devolucion de cliente (cambio)
DEVP0464,SKU00168,T21,2025-08-02,3,Error de picking
DEVP0465,SKU00168,T28,2023-02-14,1,Producto sin rotacion / no vendido
DEVP0466,SKU00168,T28,2023-09-24,2,Producto sin rotacion / no vendido
DEVP0467,SKU00168,T06,2024-03-08,3,Defecto de fabricacion
DEVP0468,SKU00168,T06,2024-04-23,4,Producto sin rotacion / no vendido
DEVP0469,SKU00168,T10,2023-10-10,3,Defecto de fabricacion
DEVP0470,SKU00168,T13,2025-12-16,2,Devolucion de cliente (cambio)
DEVP0471,SKU00169,T26,2024-04-25,3,Producto sin rotacion / no vendido
DEVP0472,SKU00169,T10,2025-04-11,4,Devolucion de cliente (cambio)
DEVP0473,SKU00169,T15,2025-05-24,2,Defecto de fabricacion
DEVP0474,SKU00169,T04,2025-05-03,1,Error de picking
DEVP0475,SKU00170,T18,2025-11-13,3,Defecto de fabricacion
DEVP0476,SKU00170,T21,2025-08-18,2,Devolucion de cliente (cambio)
DEVP0477,SKU00170,T16,2025-03-08,1,Producto dañado en logistica
DEVP0478,SKU00173,T18,2025-12-21,5,Producto dañado en logistica
DEVP0479,SKU00173,T10,2025-07-28,3,Defecto de fabricacion
DEVP0480,SKU00174,T26,2023-08-28,1,Producto sin rotacion / no vendido
DEVP0481,SKU00174,T25,2024-07-11,2,Producto sin rotacion / no vendido
DEVP0482,SKU00174,T11,2024-03-05,2,Producto dañado en logistica
DEVP0483,SKU00174,T09,2025-07-13,2,Devolucion de cliente (cambio)
DEVP0484,SKU00174,T19,2025-05-21,1,Devolucion de cliente (cambio)
DEVP0485,SKU00174,T23,2024-07-10,1,Devolucion de cliente (cambio)
DEVP0486,SKU00174,T27,2022-11-05,3,Devolucion de cliente (cambio)
DEVP0487,SKU00174,T27,2024-03-27,1,Defecto de fabricacion
DEVP0488,SKU00175,T08,2025-08-12,3,Devolucion de cliente (cambio)
DEVP0489,SKU00177,T16,2025-05-23,1,Error de picking
DEVP0490,SKU00177,T01,2025-05-08,1,Producto sin rotacion / no vendido
DEVP0491,SKU00178,T10,2025-08-19,6,Producto sin rotacion / no vendido
DEVP0492,SKU00178,T02,2025-08-17,5,Error de picking
DEVP0493,SKU00178,T04,2025-11-16,10,Defecto de fabricacion
DEVP0494,SKU00179,T23,2024-03-19,8,Defecto de fabricacion
DEVP0495,SKU00179,T09,2024-12-10,6,Error de picking
DEVP0496,SKU00179,T08,2023-08-09,10,Error de picking
DEVP0497,SKU00179,T04,2024-03-19,5,Error de picking
DEVP0498,SKU00179,T07,2025-03-10,4,Producto sin rotacion / no vendido
DEVP0499,SKU00180,T28,2024-12-21,4,Defecto de fabricacion
DEVP0500,SKU00180,T05,2025-09-15,2,Defecto de fabricacion
DEVP0501,SKU00182,T23,2024-01-25,2,Devolucion de cliente (cambio)
DEVP0502,SKU00182,T09,2025-08-24,3,Producto dañado en logistica
DEVP0503,SKU00182,T22,2025-11-16,4,Producto dañado en logistica
DEVP0504,SKU00182,T17,2024-06-02,1,Error de picking
DEVP0505,SKU00182,T13,2023-03-06,4,Devolucion de cliente (cambio)
DEVP0506,SKU00183,T09,2025-11-08,2,Devolucion de cliente (cambio)
DEVP0507,SKU00183,T17,2025-01-15,3,Producto dañado en logistica
DEVP0508,SKU00183,T19,2025-07-04,1,Devolucion de cliente (cambio)
DEVP0509,SKU00183,T06,2024-03-21,1,Producto dañado en logistica
DEVP0510,SKU00183,T24,2023-11-05,2,Defecto de fabricacion
DEVP0511,SKU00183,T16,2025-12-09,1,Producto sin rotacion / no vendido
DEVP0512,SKU00183,T12,2025-05-04,2,Devolucion de cliente (cambio)
DEVP0513,SKU00184,T26,2025-04-08,3,Producto sin rotacion / no vendido
DEVP0514,SKU00185,T15,2025-05-09,10,Defecto de fabricacion
DEVP0515,SKU00186,T19,2025-05-16,1,Producto sin rotacion / no vendido
DEVP0516,SKU00187,T12,2025-04-07,1,Defecto de fabricacion
DEVP0517,SKU00187,T14,2023-01-13,1,Producto sin rotacion / no vendido
DEVP0518,SKU00187,T08,2023-08-28,3,Error de picking
DEVP0519,SKU00188,T28,2023-08-27,1,Devolucion de cliente (cambio)
DEVP0520,SKU00188,T27,2025-07-24,1,Error de picking
DEVP0521,SKU00188,T25,2025-06-11,1,Defecto de fabricacion
DEVP0522,SKU00188,T20,2025-06-07,1,Error de picking
DEVP0523,SKU00188,T20,2025-08-11,1,Devolucion de cliente (cambio)
DEVP0524,SKU00189,T24,2024-07-20,4,Devolucion de cliente (cambio)
DEVP0525,SKU00189,T24,2025-02-15,8,Devolucion de cliente (cambio)
DEVP0526,SKU00189,T18,2024-07-25,2,Error de picking
DEVP0527,SKU00190,T13,2023-06-12,8,Defecto de fabricacion
DEVP0528,SKU00190,T13,2024-10-03,4,Producto sin rotacion / no vendido
DEVP0529,SKU00190,T05,2024-01-22,8,Defecto de fabricacion
DEVP0530,SKU00190,T05,2025-03-23,7,Defecto de fabricacion
DEVP0531,SKU00190,T18,2024-11-04,5,Devolucion de cliente (cambio)
DEVP0532,SKU00190,T25,2025-07-12,11,Defecto de fabricacion
DEVP0533,SKU00190,T12,2025-08-06,9,Devolucion de cliente (cambio)
DEVP0534,SKU00190,T03,2023-08-06,8,Devolucion de cliente (cambio)
DEVP0535,SKU00190,T01,2024-10-08,10,Devolucion de cliente (cambio)
DEVP0536,SKU00191,T01,2024-10-22,10,Devolucion de cliente (cambio)
DEVP0537,SKU00192,T12,2024-04-20,1,Producto dañado en logistica
DEVP0538,SKU00192,T23,2024-12-16,1,Error de picking
DEVP0539,SKU00192,T26,2024-10-25,1,Devolucion de cliente (cambio)
DEVP0540,SKU00193,T24,2025-04-04,2,Error de picking
DEVP0541,SKU00193,T06,2025-01-05,3,Devolucion de cliente (cambio)
DEVP0542,SKU00194,T27,2025-11-21,11,Defecto de fabricacion
DEVP0543,SKU00194,T14,2025-04-23,10,Producto dañado en logistica
DEVP0544,SKU00194,T18,2025-11-16,4,Producto dañado en logistica
DEVP0545,SKU00194,T17,2025-04-10,4,Producto sin rotacion / no vendido
DEVP0546,SKU00194,T17,2025-12-20,9,Defecto de fabricacion
DEVP0547,SKU00196,T13,2024-03-13,9,Devolucion de cliente (cambio)
DEVP0548,SKU00196,T13,2024-07-26,9,Producto sin rotacion / no vendido
DEVP0549,SKU00196,T13,2025-01-10,6,Error de picking
DEVP0550,SKU00196,T23,2023-09-04,3,Producto sin rotacion / no vendido
DEVP0551,SKU00196,T23,2024-06-19,5,Devolucion de cliente (cambio)
DEVP0552,SKU00199,T18,2024-11-04,5,Producto dañado en logistica
DEVP0553,SKU00200,T04,2024-01-06,1,Producto dañado en logistica
DEVP0554,SKU00200,T26,2025-05-20,1,Error de picking
DEVP0555,SKU00200,T27,2024-05-15,2,Defecto de fabricacion
DEVP0556,SKU00200,T20,2025-08-23,1,Producto sin rotacion / no vendido
DEVP0557,SKU00200,T08,2025-11-21,1,Producto sin rotacion / no vendido
DEVP0558,SKU00201,T28,2023-08-12,4,Devolucion de cliente (cambio)
DEVP0559,SKU00201,T06,2024-04-24,4,Producto dañado en logistica
DEVP0560,SKU00201,T06,2024-12-17,3,Producto dañado en logistica
DEVP0561,SKU00201,T02,2023-06-28,3,Producto sin rotacion / no vendido
DEVP0562,SKU00202,T02,2025-01-27,8,Producto dañado en logistica
DEVP0563,SKU00202,T17,2025-09-06,8,Producto sin rotacion / no vendido
DEVP0564,SKU00203,T24,2023-07-24,3,Devolucion de cliente (cambio)
DEVP0565,SKU00203,T09,2023-11-02,2,Producto dañado en logistica
DEVP0566,SKU00204,T10,2025-08-20,18,Producto dañado en logistica
DEVP0567,SKU00204,T25,2023-05-18,18,Devolucion de cliente (cambio)
DEVP0568,SKU00204,T22,2023-02-18,15,Producto dañado en logistica
DEVP0569,SKU00204,T22,2025-12-25,13,Defecto de fabricacion
DEVP0570,SKU00206,T01,2025-11-03,1,Producto sin rotacion / no vendido
DEVP0571,SKU00207,T21,2022-11-16,2,Producto dañado en logistica
DEVP0572,SKU00207,T18,2023-10-03,1,Devolucion de cliente (cambio)
DEVP0573,SKU00207,T01,2024-12-10,1,Producto sin rotacion / no vendido
DEVP0574,SKU00207,T05,2023-12-21,1,Producto dañado en logistica
DEVP0575,SKU00207,T11,2025-01-16,3,Error de picking
DEVP0576,SKU00207,T11,2025-12-14,2,Error de picking
DEVP0577,SKU00208,T20,2025-04-26,2,Devolucion de cliente (cambio)
DEVP0578,SKU00209,T20,2023-10-12,2,Producto dañado en logistica
DEVP0579,SKU00209,T20,2025-09-13,2,Devolucion de cliente (cambio)
DEVP0580,SKU00209,T01,2025-05-19,3,Error de picking
DEVP0581,SKU00209,T25,2024-06-12,7,Devolucion de cliente (cambio)
DEVP0582,SKU00209,T21,2023-01-22,2,Error de picking
DEVP0583,SKU00209,T11,2024-04-02,3,Producto sin rotacion / no vendido
DEVP0584,SKU00209,T11,2024-10-06,1,Defecto de fabricacion
DEVP0585,SKU00210,T11,2025-10-11,1,Error de picking
DEVP0586,SKU00211,T15,2023-10-21,5,Producto dañado en logistica
DEVP0587,SKU00211,T16,2024-12-21,1,Producto sin rotacion / no vendido
DEVP0588,SKU00211,T24,2023-10-23,4,Producto dañado en logistica
DEVP0589,SKU00211,T24,2024-09-11,2,Producto dañado en logistica
DEVP0590,SKU00212,T19,2025-01-22,4,Producto dañado en logistica
DEVP0591,SKU00212,T15,2025-11-22,3,Producto sin rotacion / no vendido
DEVP0592,SKU00212,T24,2024-06-26,2,Defecto de fabricacion
DEVP0593,SKU00216,T10,2023-11-07,4,Devolucion de cliente (cambio)
DEVP0594,SKU00217,T06,2023-04-14,3,Producto dañado en logistica
DEVP0595,SKU00220,T26,2024-12-11,4,Producto sin rotacion / no vendido
DEVP0596,SKU00220,T01,2025-07-17,5,Error de picking
DEVP0597,SKU00220,T17,2023-01-19,2,Error de picking
DEVP0598,SKU00220,T13,2024-03-05,3,Error de picking
DEVP0599,SKU00220,T19,2024-05-06,3,Devolucion de cliente (cambio)
DEVP0600,SKU00220,T09,2025-02-21,4,Producto sin rotacion / no vendido
DEVP0601,SKU00221,T04,2024-01-21,4,Producto dañado en logistica
DEVP0602,SKU00221,T24,2024-09-13,6,Producto sin rotacion / no vendido
DEVP0603,SKU00221,T14,2024-04-20,5,Devolucion de cliente (cambio)
DEVP0604,SKU00222,T03,2025-03-07,3,Defecto de fabricacion
DEVP0605,SKU00222,T11,2024-06-26,1,Error de picking
DEVP0606,SKU00224,T14,2025-01-11,4,Error de picking
DEVP0607,SKU00227,T13,2025-12-11,1,Defecto de fabricacion
DEVP0608,SKU00228,T03,2022-07-10,8,Devolucion de cliente (cambio)
DEVP0609,SKU00228,T03,2024-04-23,3,Error de picking
DEVP0610,SKU00228,T03,2024-06-28,7,Producto sin rotacion / no vendido
DEVP0611,SKU00228,T09,2022-11-06,7,Producto dañado en logistica
DEVP0612,SKU00228,T09,2024-11-28,4,Devolucion de cliente (cambio)
DEVP0613,SKU00228,T09,2025-07-15,8,Defecto de fabricacion
DEVP0614,SKU00228,T17,2023-12-06,6,Producto dañado en logistica
DEVP0615,SKU00228,T07,2023-02-10,7,Defecto de fabricacion
DEVP0616,SKU00229,T13,2025-09-17,8,Defecto de fabricacion
DEVP0617,SKU00230,T22,2025-03-23,2,Producto sin rotacion / no vendido
DEVP0618,SKU00230,T16,2025-06-06,1,Producto sin rotacion / no vendido
DEVP0619,SKU00231,T16,2023-09-03,1,Defecto de fabricacion
DEVP0620,SKU00231,T07,2024-08-14,2,Error de picking
DEVP0621,SKU00231,T21,2023-08-05,1,Error de picking
DEVP0622,SKU00231,T21,2024-02-12,2,Devolucion de cliente (cambio)
DEVP0623,SKU00231,T26,2024-02-11,1,Producto sin rotacion / no vendido
DEVP0624,SKU00233,T07,2024-12-24,1,Error de picking
DEVP0625,SKU00233,T07,2025-10-13,1,Producto dañado en logistica
DEVP0626,SKU00233,T19,2024-06-28,4,Devolucion de cliente (cambio)
DEVP0627,SKU00233,T23,2025-05-07,2,Producto sin rotacion / no vendido
DEVP0628,SKU00234,T03,2025-11-02,1,Producto sin rotacion / no vendido
DEVP0629,SKU00234,T24,2025-10-22,4,Devolucion de cliente (cambio)
DEVP0630,SKU00235,T27,2024-08-18,1,Devolucion de cliente (cambio)
DEVP0631,SKU00235,T28,2025-02-18,3,Error de picking
DEVP0632,SKU00235,T10,2024-11-19,3,Devolucion de cliente (cambio)
DEVP0633,SKU00235,T13,2025-06-04,4,Defecto de fabricacion
DEVP0634,SKU00235,T13,2025-07-24,4,Producto dañado en logistica
DEVP0635,SKU00235,T12,2024-04-14,2,Devolucion de cliente (cambio)
DEVP0636,SKU00235,T21,2023-07-18,3,Devolucion de cliente (cambio)
DEVP0637,SKU00236,T25,2024-10-16,5,Devolucion de cliente (cambio)
DEVP0638,SKU00236,T22,2024-10-05,6,Devolucion de cliente (cambio)
DEVP0639,SKU00239,T14,2023-11-02,4,Defecto de fabricacion
DEVP0640,SKU00239,T05,2024-01-15,2,Producto dañado en logistica
DEVP0641,SKU00239,T17,2024-06-14,2,Producto sin rotacion / no vendido
DEVP0642,SKU00239,T02,2024-11-17,4,Producto sin rotacion / no vendido
DEVP0643,SKU00239,T22,2024-06-03,3,Defecto de fabricacion
DEVP0644,SKU00240,T15,2025-01-12,6,Error de picking
DEVP0645,SKU00240,T13,2022-10-21,5,Producto dañado en logistica
DEVP0646,SKU00240,T13,2025-01-07,1,Defecto de fabricacion
DEVP0647,SKU00240,T11,2024-04-15,2,Producto sin rotacion / no vendido
DEVP0648,SKU00241,T16,2025-05-21,2,Error de picking
DEVP0649,SKU00241,T15,2025-05-16,2,Defecto de fabricacion
DEVP0650,SKU00241,T02,2024-12-27,3,Producto sin rotacion / no vendido
DEVP0651,SKU00243,T14,2024-12-09,3,Devolucion de cliente (cambio)
DEVP0652,SKU00243,T14,2025-09-10,4,Producto sin rotacion / no vendido
DEVP0653,SKU00243,T10,2025-01-12,3,Producto dañado en logistica
DEVP0654,SKU00243,T23,2024-08-07,5,Producto sin rotacion / no vendido
DEVP0655,SKU00244,T19,2022-12-09,2,Defecto de fabricacion
DEVP0656,SKU00244,T04,2025-06-21,1,Producto sin rotacion / no vendido
DEVP0657,SKU00244,T25,2024-09-03,4,Devolucion de cliente (cambio)
DEVP0658,SKU00246,T13,2024-02-21,2,Producto sin rotacion / no vendido
DEVP0659,SKU00246,T13,2025-05-24,1,Defecto de fabricacion
DEVP0660,SKU00248,T05,2025-06-22,1,Producto dañado en logistica
DEVP0661,SKU00248,T12,2024-10-07,1,Defecto de fabricacion
DEVP0662,SKU00250,T05,2025-04-25,8,Producto dañado en logistica
DEVP0663,SKU00250,T06,2025-10-05,4,Producto dañado en logistica
DEVP0664,SKU00250,T10,2025-09-14,9,Producto dañado en logistica
DEVP0665,SKU00250,T10,2025-11-19,6,Producto dañado en logistica
DEVP0666,SKU00250,T02,2025-03-26,3,Devolucion de cliente (cambio)
DEVP0667,SKU00251,T02,2024-04-07,5,Devolucion de cliente (cambio)
DEVP0668,SKU00251,T18,2023-12-22,2,Error de picking
DEVP0669,SKU00251,T20,2023-06-13,6,Devolucion de cliente (cambio)
DEVP0670,SKU00251,T27,2023-11-27,3,Defecto de fabricacion
DEVP0671,SKU00251,T17,2025-02-05,5,Producto dañado en logistica
DEVP0672,SKU00253,T13,2024-08-12,2,Error de picking
DEVP0673,SKU00253,T24,2025-02-21,1,Devolucion de cliente (cambio)
DEVP0674,SKU00254,T19,2025-05-17,1,Error de picking
DEVP0675,SKU00255,T11,2023-12-24,3,Defecto de fabricacion
DEVP0676,SKU00255,T11,2025-07-08,4,Devolucion de cliente (cambio)
DEVP0677,SKU00255,T19,2024-02-05,4,Producto dañado en logistica
DEVP0678,SKU00256,T02,2024-12-11,5,Producto sin rotacion / no vendido
DEVP0679,SKU00256,T05,2024-01-23,4,Producto dañado en logistica
DEVP0680,SKU00256,T18,2022-12-11,4,Producto sin rotacion / no vendido
DEVP0681,SKU00256,T18,2023-12-22,3,Error de picking
DEVP0682,SKU00258,T17,2025-01-10,2,Defecto de fabricacion
DEVP0683,SKU00258,T12,2025-10-06,1,Defecto de fabricacion
DEVP0684,SKU00259,T19,2025-07-28,16,Producto sin rotacion / no vendido
DEVP0685,SKU00259,T04,2024-02-16,15,Defecto de fabricacion
DEVP0686,SKU00259,T25,2025-11-28,20,Defecto de fabricacion
DEVP0687,SKU00259,T02,2025-03-19,16,Producto dañado en logistica
DEVP0688,SKU00259,T26,2025-06-12,15,Producto sin rotacion / no vendido
DEVP0689,SKU00259,T23,2023-08-22,17,Defecto de fabricacion
DEVP0690,SKU00259,T07,2023-02-16,15,Error de picking
DEVP0691,SKU00259,T07,2023-04-08,11,Defecto de fabricacion
DEVP0692,SKU00260,T22,2023-09-16,3,Defecto de fabricacion
DEVP0693,SKU00260,T09,2024-04-22,3,Defecto de fabricacion
DEVP0694,SKU00260,T21,2023-06-06,2,Producto sin rotacion / no vendido
DEVP0695,SKU00260,T21,2024-09-04,3,Error de picking
DEVP0696,SKU00260,T15,2025-01-18,2,Producto sin rotacion / no vendido
DEVP0697,SKU00260,T15,2025-03-19,3,Error de picking
DEVP0698,SKU00260,T15,2025-10-05,3,Producto sin rotacion / no vendido
DEVP0699,SKU00261,T22,2025-01-14,1,Producto sin rotacion / no vendido
DEVP0700,SKU00263,T17,2024-10-22,2,Error de picking
DEVP0701,SKU00264,T20,2025-08-10,1,Defecto de fabricacion
DEVP0702,SKU00264,T17,2024-11-16,1,Devolucion de cliente (cambio)
DEVP0703,SKU00264,T18,2024-11-04,2,Devolucion de cliente (cambio)
DEVP0704,SKU00265,T15,2025-12-18,5,Defecto de fabricacion
DEVP0705,SKU00266,T23,2025-12-19,3,Error de picking
DEVP0706,SKU00268,T08,2025-10-18,14,Error de picking
DEVP0707,SKU00269,T01,2025-06-27,4,Defecto de fabricacion
DEVP0708,SKU00269,T10,2025-12-23,2,Error de picking
DEVP0709,SKU00270,T07,2022-06-04,7,Producto sin rotacion / no vendido
DEVP0710,SKU00270,T27,2022-09-25,4,Error de picking
DEVP0711,SKU00271,T07,2024-12-28,6,Devolucion de cliente (cambio)
DEVP0712,SKU00271,T04,2024-04-03,3,Devolucion de cliente (cambio)
DEVP0713,SKU00271,T25,2024-02-14,4,Error de picking
DEVP0714,SKU00271,T25,2024-08-22,4,Error de picking
DEVP0715,SKU00271,T27,2024-02-21,3,Error de picking
DEVP0716,SKU00271,T27,2024-09-03,8,Producto sin rotacion / no vendido
DEVP0717,SKU00272,T02,2025-05-13,2,Defecto de fabricacion
DEVP0718,SKU00272,T09,2024-08-11,2,Error de picking
DEVP0719,SKU00273,T01,2025-11-13,9,Defecto de fabricacion
DEVP0720,SKU00273,T08,2025-08-06,11,Producto sin rotacion / no vendido
DEVP0721,SKU00274,T05,2025-01-17,4,Defecto de fabricacion
DEVP0722,SKU00274,T05,2025-04-23,4,Producto sin rotacion / no vendido
DEVP0723,SKU00274,T14,2025-07-11,5,Producto dañado en logistica
DEVP0724,SKU00275,T25,2024-08-06,10,Producto sin rotacion / no vendido
DEVP0725,SKU00277,T06,2024-02-21,4,Defecto de fabricacion
DEVP0726,SKU00277,T06,2025-12-12,7,Producto sin rotacion / no vendido
DEVP0727,SKU00277,T14,2023-06-07,3,Producto dañado en logistica
DEVP0728,SKU00277,T16,2025-08-13,4,Producto sin rotacion / no vendido
DEVP0729,SKU00278,T06,2024-03-10,5,Defecto de fabricacion
DEVP0730,SKU00278,T05,2025-09-25,7,Devolucion de cliente (cambio)
DEVP0731,SKU00278,T27,2024-06-19,10,Producto sin rotacion / no vendido
DEVP0732,SKU00278,T04,2024-12-23,8,Producto sin rotacion / no vendido
DEVP0733,SKU00278,T04,2025-02-04,6,Producto dañado en logistica
DEVP0734,SKU00278,T04,2025-03-08,12,Error de picking
DEVP0735,SKU00279,T16,2025-07-20,7,Producto sin rotacion / no vendido
DEVP0736,SKU00279,T10,2025-09-14,6,Error de picking
DEVP0737,SKU00280,T28,2025-07-06,1,Error de picking
DEVP0738,SKU00281,T16,2022-10-17,6,Error de picking
DEVP0739,SKU00281,T17,2025-04-09,4,Producto sin rotacion / no vendido
DEVP0740,SKU00281,T11,2025-04-16,6,Defecto de fabricacion
DEVP0741,SKU00281,T06,2025-08-09,4,Producto dañado en logistica
DEVP0742,SKU00281,T21,2024-04-24,6,Defecto de fabricacion
DEVP0743,SKU00281,T05,2024-11-17,5,Error de picking
DEVP0744,SKU00281,T05,2024-12-21,9,Producto dañado en logistica
DEVP0745,SKU00281,T24,2025-11-02,12,Error de picking
DEVP0746,SKU00283,T01,2025-10-02,3,Error de picking
DEVP0747,SKU00284,T24,2024-02-07,3,Devolucion de cliente (cambio)
DEVP0748,SKU00284,T14,2023-11-11,1,Error de picking
DEVP0749,SKU00284,T13,2024-06-23,2,Devolucion de cliente (cambio)
DEVP0750,SKU00284,T01,2024-12-26,2,Defecto de fabricacion
DEVP0751,SKU00284,T16,2025-12-18,2,Producto dañado en logistica
DEVP0752,SKU00284,T03,2024-09-23,3,Producto dañado en logistica
DEVP0753,SKU00284,T20,2025-04-09,4,Producto sin rotacion / no vendido
DEVP0754,SKU00284,T02,2024-11-25,3,Producto dañado en logistica
DEVP0755,SKU00285,T26,2024-04-24,5,Devolucion de cliente (cambio)
DEVP0756,SKU00286,T26,2025-08-07,1,Producto dañado en logistica
DEVP0757,SKU00286,T18,2024-12-28,2,Defecto de fabricacion
DEVP0758,SKU00287,T03,2024-04-17,2,Producto dañado en logistica
DEVP0759,SKU00287,T09,2025-12-22,2,Producto dañado en logistica
DEVP0760,SKU00288,T02,2025-01-27,2,Producto dañado en logistica
