id_producto,categoria,subcategoria,proveedor,costo_unitario,precio_lista,fecha_alta_catalogo,fecha_baja_catalogo,estado
SKU00280,Iluminacion,Apliques,Proveedor D,23110.0,37900.0,2025-02-23,,Activo
SKU00281,Iluminacion,Apliques,Proveedor H,48810.0,89400.0,2022-09-23,,Activo
SKU00282,Decoracion,Velas,Proveedor D,44280.0,79900.0,2024-12-21,,Activo
SKU00283,Organizacion,Cajas,Proveedor E,23450.0,36200.0,2025-05-20,,Activo
SKU00284,Textil hogar,Toallas,Proveedor I,33350.0,69900.0,2023-10-31,,Activo
SKU00285,Muebles,Mesas auxiliares,Proveedor E,26080.0,49600.0,2024-01-02,2024-05-27,Discontinuado
SKU00286,Decoracion,Espejos,Proveedor D,27410.0,45600.0,2023-11-15,,Activo
SKU00287,Muebles,Sillas,Proveedor F,18080.0,31700.0,2023-10-05,,Activo
SKU00288,Baño,Cortinas de baño,Proveedor F,12390.0,23000.0,2024-02-12,,Activo
SKU00289,Muebles,Sillas,Proveedor E,47970.0,80300.0,2022-02-05,,Activo
SKU00290,Cocina y mesa,Vajilla,Proveedor D,,33900.0,2025-05-21,2025-09-13,Discontinuado
SKU00291,Cocina y mesa,Manteleria,Proveedor H,30030.0,55100.0,2023-05-27,,Activo
SKU00292,Textil hogar,Cortinas,Proveedor H,45270.0,88900.0,2024-10-19,,Activo
SKU00293,Textil hogar,Toallas,Proveedor I,41240.0,83000.0,2023-12-20,,Activo
SKU00294,Organizacion,Percheros,Proveedor I,45170.0,72500.0,2023-09-19,,Activo
SKU00295,Cocina y mesa,Cubiertos,Proveedor F,10020.0,18600.0,2024-05-31,,Activo
SKU00296,Cocina y mesa,Vajilla,Proveedor A,34390.0,64600.0,2022-03-26,,Activo
SKU00297,Baño,Accesorios de baño,Proveedor E,6940.0,11500.0,2023-11-19,,Activo
SKU00298,Textil hogar,Toallas,Proveedor F,21810.0,44800.0,2023-06-12,,Activo
SKU00299,Muebles,Estanterias,Proveedor D,3600.0,6500.0,2025-05-05,,Activo
SKU00300,Iluminacion,Lamparas de mesa,Proveedor G,16970.0,27700.0,2025-03-24,,Activo
SKU00301,Muebles,Estanterias,Proveedor H,7210.0,15900.0,2022-12-10,,Activo
SKU00302,Cocina y mesa,Manteleria,Proveedor D,43700.0,81900.0,2023-08-27,,Activo
SKU00303,Cocina y mesa,Cristaleria,Proveedor I,43490.0,77100.0,2022-06-12,2023-12-26,Discontinuado
SKU00304,Organizacion,Cajas,Proveedor H,50690.0,79500.0,2024-11-06,,Activo
SKU00305,Decoracion,Espejos,Proveedor A,,9400.0,2025-02-23,,Activo
SKU00306,Muebles,Racks,Proveedor E,11610.0,18100.0,2023-09-01,2024-05-28,Discontinuado
SKU00307,Decoracion,Plantas artificiales,Proveedor E,40080.0,63100.0,2022-09-02,2024-09-22,Discontinuado
SKU00308,Organizacion,Percheros,Proveedor J,53960.0,88700.0,2025-03-26,,Activo
SKU00309,Muebles,Racks,Proveedor G,50350.0,78900.0,2022-06-15,,Activo
SKU00310,Muebles,Estanterias,Proveedor A,34130.0,55600.0,2024-09-21,,Activo
SKU00311,Muebles,Sillas,Proveedor A,47790.0,87800.0,2022-01-30,,Activo
SKU00312,Organizacion,Percheros,Proveedor B,12300.0,21100.0,2022-09-05,,Activo
SKU00313,Iluminacion,Apliques,Proveedor G,3530.0,6900.0,2022-10-17,,Activo
SKU00314,Organizacion,Cajas,Proveedor I,21510.0,35200.0,2024-05-26,,Activo
SKU00315,Baño,Cortinas de baño,Proveedor A,2110.0,4100.0,2023-02-15,2024-02-23,Discontinuado
SKU00316,Cocina y mesa,Cristaleria,Proveedor D,16890.0,29000.0,2024-03-01,,Activo
SKU00317,Muebles,Racks,Proveedor A,43140.0,79000.0,2022-05-14,,Activo
SKU00318,Baño,Alfombras de baño,Proveedor I,40780.0,76300.0,2024-07-21,2024-09-23,Discontinuado
SKU00319,Muebles,Estanterias,Proveedor E,23760.0,46200.0,2023-10-14,,Activo
SKU00320,Muebles,Estanterias,Proveedor D,12120.0,19300.0,2022-11-16,,Activo
SKU00321,Decoracion,Velas,Proveedor C,27700.0,55000.0,2022-09-10,,Activo
SKU00322,Decoracion,Espejos,Proveedor E,26230.0,49400.0,2023-11-08,,Activo
SKU00323,Decoracion,Plantas artificiales,Proveedor D,3060.0,5200.0,2023-07-12,,Activo
SKU00324,Decoracion,Velas,Proveedor B,44820.0,78400.0,2023-04-25,,Activo
SKU00325,Muebles,Estanterias,Proveedor B,8010.0,15000.0,2023-06-12,,Activo
SKU00326,Baño,Alfombras de baño,Proveedor H,9630.0,19900.0,2023-11-07,2024-03-11,Discontinuado
SKU00327,Organizacion,Percheros,Proveedor A,17550.0,27900.0,2022-09-18,,Activo
SKU00328,Organizacion,Contenedores,Proveedor G,46380.0,76200.0,2024-03-16,,Activo
SKU00329,Decoracion,Espejos,Proveedor F,39470.0,83700.0,2024-03-25,2025-03-02,Discontinuado
SKU00330,Cocina y mesa,Cristaleria,Proveedor J,9770.0,21300.0,2024-12-22,,Activo
SKU00331,Decoracion,Velas,Proveedor E,1390.0,2400.0,2024-02-20,,Activo
SKU00332,Textil hogar,Acolchados,Proveedor E,21400.0,38000.0,2024-12-29,,Activo
SKU00333,Cocina y mesa,Vajilla,Proveedor H,39820.0,78500.0,2022-10-24,,Activo
SKU00334,Muebles,Mesas auxiliares,Proveedor E,14440.0,23500.0,2024-08-03,,Activo
SKU00335,Organizacion,Contenedores,Proveedor G,2670.0,4200.0,2024-10-31,,Activo
SKU00336,DECO,Velas,Proveedor B,14840.0,32500.0,2025-02-25,,Activo
SKU00337,Organizacion,Contenedores,Proveedor B,9840.0,21100.0,2023-02-08,,Activo
SKU00338,Muebles,Racks,Proveedor C,35180.0,76300.0,2023-02-06,,Activo
SKU00339,Cocina y mesa,Cubiertos,Proveedor D,3840.0,6700.0,2025-03-23,,Activo
SKU00340,Iluminacion,Guirnaldas,Proveedor G,10600.0,20500.0,2022-10-06,,Activo
SKU00341,Cocina y mesa,Cubiertos,Proveedor C,38100.0,71200.0,2025-06-27,,Activo
SKU00342,Decoracion,Espejos,Proveedor G,,66200.0,2025-02-06,2025-03-21,Discontinuado
SKU00343,Decoracion,Velas,Proveedor G,6260.0,13500.0,2022-11-02,,Activo
SKU00344,Cocina y mesa,Manteleria,Proveedor D,35960.0,75800.0,2024-07-16,,Activo
SKU00345,Cocina y mesa,Vajilla,Proveedor C,4280.0,8900.0,2022-11-28,2023-03-17,Discontinuado
SKU00346,Cocina y mesa,Vajilla,Proveedor A,28150.0,47900.0,2024-11-27,2025-05-14,Discontinuado
SKU00347,Muebles,Mesas auxiliares,Proveedor G,26120.0,45500.0,2024-10-04,,Activo
SKU00348,Organizacion,Contenedores,Proveedor G,27430.0,45800.0,2022-06-10,,Activo
SKU00349,Cocina y mesa,Cubiertos,Proveedor E,26730.0,55100.0,2023-05-29,2025-03-07,Discontinuado
SKU00350,Cocina y mesa,Manteleria,Proveedor J,20500.0,31600.0,2022-01-23,,Activo
SKU00351,Decoracion,Velas,Proveedor C,24300.0,41500.0,2022-09-14,,Activo
SKU00352,Decoracion,Espejos,Proveedor I,10060.0,17200.0,2024-05-20,,Activo
SKU00353,Baño,Accesorios de baño,Proveedor D,30560.0,63400.0,2025-03-08,2025-12-21,Discontinuado
SKU00354,Cocina y mesa,Cristaleria,Proveedor H,44850.0,84800.0,2022-05-28,,Activo
SKU00355,Iluminacion,Guirnaldas,Proveedor B,19030.0,32500.0,2023-10-08,,Activo
SKU00356,Baño,Alfombras de baño,Proveedor G,51260.0,83000.0,2024-08-25,,Activo
SKU00357,Muebles,Sillas,Proveedor A,23730.0,51500.0,2023-10-04,,Activo
SKU00358,Cocina y mesa,Manteleria,Proveedor F,25720.0,44800.0,2024-05-24,,Activo
SKU00359,Cocina y mesa,Cubiertos,Proveedor H,37080.0,75600.0,2022-08-30,,Activo
SKU00360,Cocina y mesa,Cubiertos,Proveedor J,24860.0,43000.0,2022-04-01,2022-08-24,Discontinuado
SKU00361,Iluminacion,Lamparas de mesa,Proveedor A,28750.0,62600.0,2022-02-17,,Activo
SKU00362,Decoracion,Velas,Proveedor B,37390.0,79100.0,2023-12-05,2024-12-28,Discontinuado
SKU00363,Cocina y mesa,Vajilla,Proveedor A,48080.0,77200.0,2023-12-27,,Activo
SKU00364,Textil hogar,Sabanas,Proveedor I,31200.0,55900.0,2022-07-07,,Activo
SKU00365,Iluminacion,Lamparas de mesa,Proveedor C,17310.0,32800.0,2022-08-24,,Activo
SKU00366,Iluminacion,Lamparas de mesa,Proveedor J,48330.0,83100.0,2022-09-18,,Activo
SKU00367,Organizacion,Cajas,Proveedor H,22380.0,42900.0,2024-12-08,,Activo
SKU00368,Decoracion,Velas,Proveedor B,57090.0,89600.0,2025-06-17,,Activo
SKU00369,Organizacion,Cajas,Proveedor F,,83300.0,2025-03-28,,Activo
SKU00370,Decoracion,Plantas artificiales,Proveedor A,20600.0,33400.0,2022-05-02,2022-07-23,Discontinuado
SKU00371,Muebles,Racks,Proveedor I,39600.0,62600.0,2025-04-29,,Activo
SKU00372,Textil hogar,Acolchados,Proveedor H,41130.0,66700.0,2023-08-13,,Activo
SKU00373,Organizacion,Cajas,Proveedor G,40960.0,72400.0,2024-09-02,,Activo
SKU00374,Decoracion,Cuadros,Proveedor H,29440.0,63300.0,2023-02-22,,Activo
SKU00375,Decoracion,Cuadros,Proveedor C,21870.0,35800.0,2023-08-19,,Activo
SKU00376,Organizacion,Percheros,Proveedor J,5260.0,10200.0,2023-10-20,,Activo
SKU00377,Decoracion,Plantas artificiales,Proveedor H,30840.0,57100.0,2023-07-03,2025-01-01,Discontinuado
SKU00378,Muebles,Mesas auxiliares,Proveedor B,4070.0,8400.0,2022-01-17,,Activo
SKU00379,Baño,Cortinas de baño,Proveedor B,33910.0,60600.0,2024-06-13,2025-10-03,Discontinuado
SKU00380,Organizacion,Contenedores,Proveedor F,33970.0,53800.0,2022-08-20,,Activo
SKU00381,Baño,Cortinas de baño,Proveedor D,42790.0,84100.0,2023-08-03,,Activo
SKU00382,Muebles,Mesas auxiliares,Proveedor B,44320.0,79900.0,2024-08-01,2025-02-26,Discontinuado
SKU00383,Iluminacion,Lamparas de mesa,Proveedor B,27550.0,58600.0,2022-09-06,,Activo
SKU00384,Iluminacion,Guirnaldas,Proveedor B,23860.0,37300.0,2022-07-30,,Activo
SKU00385,Textil hogar,Cortinas,Proveedor F,45150.0,84700.0,2023-10-17,2023-10-29,Discontinuado
SKU00386,Muebles,Estanterias,Proveedor B,15220.0,23700.0,2025-02-13,,Activo
SKU00387,Textil hogar,Acolchados,Proveedor B,29480.0,46100.0,2024-10-19,2025-08-23,Discontinuado
SKU00388,Baño,Cortinas de baño,Proveedor D,2900.0,5100.0,2025-01-03,,Activo
SKU00389,Organizacion,Percheros,Proveedor F,12080.0,26800.0,2024-03-14,,Activo
SKU00390,Muebles,Mesas auxiliares,Proveedor D,28780.0,45000.0,2023-06-01,2024-12-18,Discontinuado
SKU00391,Decoración,Plantas artificiales,Proveedor B,20890.0,42400.0,2023-10-06,,Activo
SKU00392,Organizacion,Contenedores,Proveedor F,,63500.0,2025-06-07,,Activo
SKU00393,Textil hogar,Toallas,Proveedor F,34450.0,68900.0,2024-10-23,,Activo
SKU00394,Iluminacion,Lamparas de mesa,Proveedor C,42690.0,70500.0,2022-11-26,2025-09-21,Discontinuado
SKU00395,Organizacion,Contenedores,Proveedor G,25540.0,42500.0,2024-08-07,,Activo
SKU00396,Textil hogar,Sabanas,Proveedor F,2550.0,5200.0,2024-09-19,,Activo
SKU00397,Organizacion,Percheros,Proveedor J,22940.0,36100.0,2024-11-05,2025-04-24,Discontinuado
SKU00398,Muebles,Sillas,Proveedor H,36890.0,63200.0,2025-02-17,,Activo
SKU00399,Cocina y mesa,Manteleria,Proveedor J,44230.0,74400.0,2025-01-27,,Activo
SKU00400,Organizacion,Percheros,Proveedor E,4710.0,7500.0,2024-06-05,,Activo
SKU00401,Decoracion,Espejos,Proveedor A,34070.0,69100.0,2024-09-06,,Activo
SKU00402,Cocina y mesa,Manteleria,Proveedor F,29340.0,54300.0,2024-09-03,2025-03-18,Discontinuado
SKU00403,Cocina y mesa,Manteleria,Proveedor E,2810.0,4600.0,2024-07-11,,Activo
SKU00404,Iluminacion,Guirnaldas,Proveedor B,18590.0,32300.0,2022-04-01,,Activo
SKU00405,Textil Hogar,Toallas,Proveedor A,47200.0,74200.0,2023-03-13,,Activo
SKU00406,Decoracion,Espejos,Proveedor A,26070.0,48300.0,2023-08-22,,Activo
SKU00407,Textil hogar,Sabanas,Proveedor H,1370.0,2900.0,2022-01-14,,Activo
SKU00408,Baño,Alfombras de baño,Proveedor J,32070.0,65900.0,2023-03-30,2025-01-01,Discontinuado
SKU00409,Textil hogar,Acolchados,Proveedor D,23390.0,48400.0,2024-03-07,,Activo
SKU00410,Decoración,Cuadros,Proveedor G,35330.0,71800.0,2022-10-24,,Activo
SKU00411,Muebles,Mesas auxiliares,Proveedor H,,69800.0,2025-04-20,,Activo
SKU00412,Organizacion,Contenedores,Proveedor B,35430.0,67900.0,2024-04-29,2024-11-21,Discontinuado
SKU00413,Decoracion,Espejos,Proveedor H,47840.0,86900.0,2024-04-21,,Activo
SKU00414,Textil hogar,Acolchados,Proveedor F,20090.0,37700.0,2023-12-28,,Activo
SKU00415,Muebles,Sillas,Proveedor B,16830.0,28800.0,2023-11-12,,Activo
SKU00416,Baño,Alfombras de baño,Proveedor B,8320.0,17300.0,2023-05-13,,Activo
SKU00417,Textil hogar,Sabanas,Proveedor C,42700.0,86800.0,2025-06-29,,Activo
SKU00418,Cocina y mesa,Cubiertos,Proveedor D,34200.0,73300.0,2024-03-30,,Activo
SKU00419,Organizacion,Cajas,Proveedor D,25580.0,54300.0,2024-06-13,,Activo
SKU00420,Cocina y mesa,Vajilla,Proveedor H,17420.0,33700.0,2024-08-29,2025-12-21,Discontinuado
SKU00421,Iluminacion,Guirnaldas,Proveedor C,25200.0,55900.0,2022-01-30,2024-06-28,Discontinuado
SKU00422,Cocina y mesa,Vajilla,Proveedor G,15900.0,26400.0,2024-07-31,,Activo
SKU00423,Cocina y mesa,Vajilla,Proveedor G,41830.0,68800.0,2022-11-24,2024-02-21,Discontinuado
SKU00424,Textil hogar,Sabanas,Proveedor I,31720.0,52800.0,2022-03-06,,Activo
SKU00425,Iluminacion,Lamparas de mesa,Proveedor G,20680.0,40300.0,2022-09-07,,Activo
SKU00426,Textil hogar,Cortinas,Proveedor G,38860.0,73400.0,2023-04-25,,Activo
SKU00427,Baño,Alfombras de baño,Proveedor I,8780.0,13700.0,2022-05-06,,Activo
SKU00428,Decoracion,Cuadros,Proveedor E,8020.0,13300.0,2022-11-17,,Activo
SKU00429,Decoracion,Velas,Proveedor G,12680.0,20400.0,2025-03-01,,Activo
SKU00430,Decoracion,Espejos,Proveedor A,36350.0,56900.0,2023-12-03,,Activo
SKU00431,Baño,Accesorios de baño,Proveedor I,34080.0,55100.0,2023-10-10,,Activo
SKU00432,Organizacion,Cajas,Proveedor B,,45600.0,2025-05-19,,Activo
SKU00433,Organizacion,Cajas,Proveedor I,24160.0,38000.0,2023-12-26,,Activo
SKU00434,Baño,Accesorios de baño,Proveedor F,37350.0,58900.0,2025-06-23,,Activo
SKU00435,Textil hogar,Cortinas,Proveedor F,3030.0,5800.0,2024-03-25,,Activo
SKU00436,Decoracion,Espejos,Proveedor J,40940.0,81300.0,2024-10-29,2024-11-30,Discontinuado
SKU00437,Textil hogar,Cortinas,Proveedor D,26590.0,49800.0,2024-02-02,,Activo
SKU00438,Cocina y mesa,Manteleria,Proveedor F,1330.0,2900.0,2024-08-26,,Activo
SKU00439,Cocina y mesa,Vajilla,Proveedor B,23710.0,45100.0,2022-02-27,,Activo
SKU00440,Cocina y mesa,Cubiertos,Proveedor F,41290.0,80100.0,2025-04-01,2025-05-14,Discontinuado
SKU00441,Cocina y mesa,Cubiertos,Proveedor A,7540.0,15900.0,2023-08-25,,Activo
SKU00442,Baño,Cortinas de baño,Proveedor J,24710.0,38200.0,2022-08-04,2024-04-11,Discontinuado
SKU00443,Organizacion,Contenedores,Proveedor A,45120.0,81000.0,2024-02-19,,Activo
SKU00444,Decoracion,Velas,Proveedor A,27390.0,47700.0,2022-03-16,,Activo
SKU00445,Baño,Cortinas de baño,Proveedor B,31090.0,67400.0,2025-04-21,2025-08-05,Discontinuado
SKU00446,Textil hogar,Acolchados,Proveedor B,52880.0,84600.0,2023-11-04,,Activo
SKU00447,Muebles,Sillas,Proveedor B,22300.0,43100.0,2024-02-02,,Activo
SKU00448,Organizacion,Contenedores,Proveedor B,26820.0,48700.0,2023-04-12,,Activo
SKU00449,Organizacion,Contenedores,Proveedor I,14200.0,29900.0,2022-12-31,2024-12-18,Discontinuado
SKU00450,Textil hogar,Cortinas,Proveedor B,41320.0,65800.0,2023-12-17,2024-07-15,Discontinuado
SKU00451,Organizacion,Percheros,Proveedor G,30080.0,59200.0,2024-07-03,2024-12-11,Discontinuado
SKU00452,Baño,Cortinas de baño,Proveedor G,19700.0,40400.0,2022-01-18,,Activo
SKU00453,Baño,Alfombras de baño,Proveedor C,42260.0,84500.0,2022-11-09,,Activo
SKU00454,Organizacion,Cajas,Proveedor F,19130.0,33000.0,2022-02-24,,Activo
SKU00455,Decoracion,Plantas artificiales,Proveedor I,36090.0,66800.0,2022-07-19,,Activo
SKU00456,Baño,Alfombras de baño,Proveedor H,7500.0,14100.0,2024-08-20,,Activo
SKU00457,Decoracion,Plantas artificiales,Proveedor G,37390.0,73900.0,2023-05-13,,Activo
SKU00458,Decoracion,Velas,Proveedor F,19130.0,37900.0,2025-02-19,,Activo
SKU00459,Cocina y mesa,Vajilla,Proveedor E,17840.0,34500.0,2024-08-12,,Activo
SKU00460,Decoracion,Plantas artificiales,Proveedor B,27160.0,44100.0,2022-03-06,,Activo
SKU00461,Muebles,Racks,Proveedor G,35810.0,73900.0,2025-06-15,,Activo
SKU00462,Iluminacion,Lamparas de mesa,Proveedor E,11880.0,22900.0,2025-04-20,,Activo
SKU00463,Muebles,Estanterias,Proveedor J,36960.0,61900.0,2022-04-04,2025-08-23,Discontinuado
SKU00464,Baño,Cortinas de baño,Proveedor F,32900.0,66700.0,2023-07-03,,Activo
SKU00465,Textil hogar,Toallas,Proveedor D,13990.0,21600.0,2023-09-02,,Activo
SKU00466,Decoracion,Espejos,Proveedor D,32350.0,53700.0,2025-05-26,,Activo
SKU00467,Muebles,Estanterias,Proveedor F,11480.0,20000.0,2022-11-07,2024-06-30,Discontinuado
SKU00468,Iluminacion,Guirnaldas,Proveedor E,15260.0,27900.0,2025-04-10,2025-10-18,Discontinuado
SKU00469,Muebles,Estanterias,Proveedor E,25500.0,41000.0,2023-08-21,,Activo
SKU00470,Textil hogar,Acolchados,Proveedor E,20140.0,33700.0,2025-06-02,,Activo
SKU00471,Textil hogar,Acolchados,Proveedor I,16620.0,29100.0,2024-11-08,,Activo
SKU00472,Decoracion,Velas,Proveedor J,38390.0,77300.0,2024-02-10,,Activo
SKU00473,Cocina y mesa,Vajilla,Proveedor G,25040.0,38800.0,2022-05-27,,Activo
SKU00474,Organizacion,Contenedores,Proveedor D,46880.0,74800.0,2024-03-07,,Activo
SKU00475,Decoracion,Espejos,Proveedor I,28810.0,54900.0,2023-08-05,,Activo
SKU00476,DECO,Velas,Proveedor B,9030.0,14500.0,2022-09-17,,Activo
SKU00477,Muebles,Sillas,Proveedor E,7700.0,12100.0,2022-03-08,,Activo
SKU00478,Textil hogar,Sabanas,Proveedor F,53620.0,83800.0,2023-11-05,,Activo
SKU00479,Muebles,Sillas,Proveedor B,41110.0,70600.0,2022-06-08,2024-01-05,Discontinuado
SKU00480,Textil hogar,Sabanas,Proveedor C,22310.0,36200.0,2024-05-02,2025-02-02,Discontinuado
SKU00481,Decoracion,Velas,Proveedor B,29330.0,53100.0,2022-12-01,,Activo
SKU00482,Baño,Accesorios de baño,Proveedor H,6590.0,13900.0,2024-01-13,2024-11-09,Discontinuado
SKU00483,Muebles,Sillas,Proveedor C,29330.0,61400.0,2024-09-19,,Activo
SKU00484,Cocina y mesa,Cristaleria,Proveedor E,34260.0,63800.0,2023-11-09,,Activo
SKU00485,Muebles,Mesas auxiliares,Proveedor G,,13300.0,2025-06-26,,Activo
SKU00486,Baño,Alfombras de baño,Proveedor J,46390.0,71600.0,2025-04-30,,Activo
SKU00487,Muebles,Sillas,Proveedor I,12570.0,23800.0,2024-07-25,2024-11-26,Discontinuado
SKU00488,Textil hogar,Cortinas,Proveedor A,24410.0,44600.0,2022-05-26,,Activo
SKU00489,Textil hogar,Toallas,Proveedor I,11710.0,22700.0,2025-02-13,,Activo
SKU00490,Decoracion,Cuadros,Proveedor D,5590.0,9900.0,2024-09-27,,Activo
SKU00491,Iluminacion,Apliques,Proveedor F,42590.0,89700.0,2024-03-08,,Activo
SKU00492,Organizacion,Cajas,Proveedor D,36330.0,65400.0,2023-04-04,,Activo
SKU00493,Decoracion,Espejos,Proveedor F,15910.0,30800.0,2022-12-13,,Activo
SKU00494,Cocina y mesa,Manteleria,Proveedor C,41890.0,88800.0,2024-05-24,2025-04-20,Discontinuado
SKU00495,Baño,Accesorios de baño,Proveedor F,29990.0,53800.0,2024-01-25,2025-04-15,Discontinuado
SKU00496,Decoracion,Espejos,Proveedor A,41710.0,85000.0,2024-08-19,2024-11-21,Discontinuado
SKU00497,Cocina y mesa,Cubiertos,Proveedor D,2890.0,4600.0,2022-11-14,,Activo
SKU00498,Iluminacion,Guirnaldas,Proveedor B,16280.0,30600.0,2025-06-04,2025-12-13,Discontinuado
SKU00499,Cocina y mesa,Manteleria,Proveedor I,6190.0,12500.0,2025-01-26,,Activo
SKU00500,Organizacion,Cajas,Proveedor G,12840.0,21900.0,2022-02-20,,Activo
SKU00501,Organizacion,Contenedores,Proveedor D,6790.0,13900.0,2022-03-19,,Activo
SKU00502,Iluminacion,Apliques,Proveedor E,19830.0,37400.0,2022-12-12,,Activo
SKU00503,Muebles,Sillas,Proveedor H,4090.0,6300.0,2023-06-27,,Activo
SKU00504,Muebles,Sillas,Proveedor H,46100.0,76100.0,2024-03-06,2024-05-13,Discontinuado
SKU00505,Organizacion,Cajas,Proveedor C,33770.0,63800.0,2023-11-23,2024-01-17,Discontinuado
SKU00506,Baño,Accesorios de baño,Proveedor F,37570.0,60800.0,2022-04-21,,Activo
SKU00507,Muebles,Mesas auxiliares,Proveedor F,40860.0,65200.0,2024-05-12,,Activo
SKU00508,Cocina y mesa,Cristaleria,Proveedor D,42040.0,70500.0,2023-12-04,,Activo
SKU00509,Decoracion,Plantas artificiales,Proveedor B,50050.0,82200.0,2024-03-16,,Activo
SKU00510,Textil hogar,Sabanas,Proveedor F,17190.0,31200.0,2023-04-22,,Activo
SKU00511,Textil hogar,Cortinas,Proveedor B,5500.0,10300.0,2023-09-03,,Activo
SKU00512,Baño,Alfombras de baño,Proveedor H,28760.0,58300.0,2022-09-26,,Activo
SKU00513,Baño,Accesorios de baño,Proveedor B,27280.0,52800.0,2023-03-15,,Activo
SKU00514,Textil hogar,Cortinas,Proveedor I,11690.0,22400.0,2024-08-08,2025-10-09,Discontinuado
SKU00515,Decoracion,Cuadros,Proveedor J,29480.0,54300.0,2022-04-05,,Activo
SKU00516,Decoracion,Plantas artificiales,Proveedor D,24930.0,41200.0,2022-06-02,2025-04-25,Discontinuado
SKU00517,Decoracion,Plantas artificiales,Proveedor G,33170.0,58500.0,2024-03-06,,Activo
SKU00518,Cocina y mesa,Vajilla,Proveedor C,5490.0,12100.0,2024-09-07,,Activo
SKU00519,Iluminacion,Lamparas de mesa,Proveedor A,16500.0,34800.0,2022-09-29,2024-02-15,Discontinuado
SKU00520,Baño,Alfombras de baño,Proveedor B,36960.0,59500.0,2022-11-26,,Activo
SKU00521,Cocina y mesa,Vajilla,Proveedor C,36050.0,66900.0,2024-10-30,,Activo
SKU00522,Textil hogar,Cortinas,Proveedor I,44830.0,75600.0,2023-04-16,,Activo
SKU00523,Baño,Alfombras de baño,Proveedor F,27350.0,47900.0,2024-04-14,2025-12-24,Discontinuado
SKU00524,Decoracion,Plantas artificiales,Proveedor J,8170.0,18000.0,2023-02-20,,Activo
SKU00525,Organizacion,Percheros,Proveedor D,53330.0,82900.0,2023-12-02,,Activo
SKU00526,Decoracion,Velas,Proveedor I,26480.0,46800.0,2024-08-10,,Activo
SKU00527,Cocina y mesa,Cristaleria,Proveedor F,33600.0,71500.0,2025-03-20,,Activo
SKU00528,Textil hogar,Cortinas,Proveedor B,39830.0,65400.0,2023-06-30,,Activo
SKU00529,Textil hogar,Acolchados,Proveedor H,12890.0,22900.0,2023-04-17,,Activo
SKU00530,Iluminacion,Guirnaldas,Proveedor G,46560.0,72800.0,2022-05-04,,Activo
SKU00531,Decoracion,Plantas artificiales,Proveedor J,18400.0,38300.0,2025-01-21,,Activo
SKU00532,Textil hogar,Cortinas,Proveedor H,37860.0,66100.0,2022-04-11,2022-08-01,Discontinuado
SKU00533,Textil Hogar,Acolchados,Proveedor A,23980.0,45400.0,2023-12-21,,Activo
SKU00534,Iluminacion,Lamparas de mesa,Proveedor E,2850.0,4500.0,2023-09-11,2025-04-10,Discontinuado
SKU00535,Textil hogar,Cortinas,Proveedor B,16340.0,35600.0,2023-01-17,,Activo
SKU00536,Baño,Cortinas de baño,Proveedor F,6300.0,11100.0,2024-09-16,,Activo
SKU00537,Baño,Cortinas de baño,Proveedor D,3070.0,5100.0,2022-04-08,,Activo
SKU00538,Decoracion,Plantas artificiales,Proveedor C,30350.0,67300.0,2022-09-30,,Activo
SKU00539,Iluminacion,Guirnaldas,Proveedor E,30010.0,58700.0,2024-04-24,,Activo
SKU00540,Iluminacion,Lamparas de mesa,Proveedor B,17150.0,27600.0,2022-04-15,,Activo
SKU00541,Cocina y mesa,Cristaleria,Proveedor A,4430.0,8300.0,2023-01-23,,Activo
SKU00542,Textil hogar,Cortinas,Proveedor J,40190.0,86000.0,2024-07-14,,Activo
SKU00543,Organizacion,Contenedores,Proveedor B,27840.0,55500.0,2024-06-04,,Activo
SKU00544,Textil hogar,Cortinas,Proveedor G,11490.0,22200.0,2022-12-27,,Activo
SKU00545,Cocina y mesa,Cubiertos,Proveedor J,34530.0,64700.0,2022-07-02,,Activo
SKU00546,Iluminacion,Guirnaldas,Proveedor A,41140.0,64900.0,2023-04-02,,Activo
SKU00547,Organizacion,Percheros,Proveedor A,45850.0,82300.0,2024-07-15,,Activo
SKU00548,Muebles,Racks,Proveedor D,14180.0,24600.0,2023-04-13,,Activo
SKU00549,Organizacion,Cajas,Proveedor C,5240.0,10100.0,2022-05-30,,Activo
SKU00550,Muebles,Mesas auxiliares,Proveedor J,18390.0,28700.0,2024-06-24,,Activo
SKU00551,Decoracion,Plantas artificiales,Proveedor E,27110.0,51300.0,2023-12-28,,Activo
SKU00552,Textil hogar,Cortinas,Proveedor B,14950.0,26900.0,2025-03-18,,Activo
SKU00553,Muebles,Estanterias,Proveedor I,30280.0,48700.0,2025-04-14,,Activo
SKU00554,Muebles,Sillas,Proveedor F,29610.0,45900.0,2025-03-11,2025-07-18,Discontinuado
SKU00555,Textil hogar,Sabanas,Proveedor I,3710.0,6500.0,2024-10-21,2025-03-02,Discontinuado
SKU00556,Baño,Cortinas de baño,Proveedor D,20070.0,39300.0,2023-02-10,,Activo
SKU00557,Organizacion,Percheros,Proveedor F,29160.0,44900.0,2023-05-25,,Activo
SKU00558,Organizacion,Percheros,Proveedor E,23610.0,37000.0,2025-04-07,,Activo
SKU00559,Decoracion,Plantas artificiales,Proveedor D,25790.0,48800.0,2025-02-15,,Activo
