fecha_mes,id_producto,stock_disponible
2024-01-01,SKU00524,42
2024-01-01,SKU00525,26
2024-01-01,SKU00528,48
2024-01-01,SKU00529,559
2024-01-01,SKU00530,412
2024-01-01,SKU00533,110
2024-01-01,SKU00534,141
2024-01-01,SKU00535,54
2024-01-01,SKU00537,178
2024-01-01,SKU00538,16
2024-01-01,SKU00540,80
2024-01-01,SKU00541,68
2024-01-01,SKU00544,73
2024-01-01,SKU00545,10
2024-01-01,SKU00546,141
2024-01-01,SKU00548,60
2024-01-01,SKU00549,5
2024-01-01,SKU00551,18
2024-01-01,SKU00556,79
2024-01-01,SKU00557,20
2024-01-01,SKU00560,125
2024-01-01,SKU00561,42
2024-01-01,SKU00562,71
2024-01-01,SKU00563,132
2024-01-01,SKU00564,35
2024-01-01,SKU00565,54
2024-01-01,SKU00566,139
2024-01-01,SKU00567,29
2024-01-01,SKU00569,80
2024-01-01,SKU00571,51
2024-01-01,SKU00572,9
2024-01-01,SKU00576,45
2024-01-01,SKU00577,96
2024-01-01,SKU00581,49
2024-01-01,SKU00583,69
2024-01-01,SKU00584,9
2024-01-01,SKU00587,116
2024-01-01,SKU00589,85
2024-01-01,SKU00590,95
2024-01-01,SKU00591,18
2024-01-01,SKU00593,15
2024-01-01,SKU00594,37
2024-01-01,SKU00596,20
2024-01-01,SKU00597,35
2024-01-01,SKU00600,64
2024-01-01,SKU00608,36
2024-01-01,SKU00611,49
2024-01-01,SKU00612,45
2024-01-01,SKU00613,12
2024-01-01,SKU00616,12
2024-01-01,SKU00617,18
2024-01-01,SKU00618,80
2024-01-01,SKU00619,105
2024-01-01,SKU00621,13
2024-01-01,SKU00622,33
2024-01-01,SKU00623,35
2024-01-01,SKU00626,45
2024-01-01,SKU00627,57
2024-01-01,SKU00628,167
2024-01-01,SKU00631,10
2024-01-01,SKU00632,13
2024-01-01,SKU00633,139
2024-01-01,SKU00634,64
2024-01-01,SKU00635,34
2024-01-01,SKU00637,4
2024-01-01,SKU00638,20
2024-01-01,SKU00639,26
2024-01-01,SKU00641,14
2024-01-01,SKU00642,99
2024-01-01,SKU00644,38
2024-01-01,SKU00647,6
2024-01-01,SKU00649,265
2024-01-01,SKU00650,125
2024-01-01,SKU00651,114
2024-01-01,SKU00654,70
2024-01-01,SKU00655,37
2024-01-01,SKU00656,21
2024-01-01,SKU00657,113
2024-01-01,SKU00659,52
2024-01-01,SKU00660,39
2024-01-01,SKU00661,119
2024-01-01,SKU00662,68
2024-01-01,SKU00667,21
2024-01-01,SKU00668,221
2024-01-01,SKU00670,4
2024-01-01,SKU00672,90
2024-01-01,SKU00673,242
2024-01-01,SKU00675,38
2024-01-01,SKU00678,129
2024-01-01,SKU00679,491
2024-01-01,SKU00680,80
2024-01-01,SKU00681,358
2024-01-01,SKU00682,16
2024-01-01,SKU00686,2
2024-01-01,SKU00688,124
2024-01-01,SKU00690,39
2024-01-01,SKU00692,22
2024-01-01,SKU00693,32
2024-01-01,SKU00694,54
2024-01-01,SKU00696,75
2024-01-01,SKU00697,101
2024-01-01,SKU00698,13
2024-01-01,SKU00699,39
2024-01-01,SKU00701,32
2024-01-01,SKU00703,15
2024-01-01,SKU00704,30
2024-01-01,SKU00705,120
2024-01-01,SKU00708,47
2024-01-01,SKU00709,26
2024-01-01,SKU00711,48
2024-01-01,SKU00712,67
2024-01-01,SKU00713,11
2024-01-01,SKU00715,35
2024-01-01,SKU00717,106
2024-01-01,SKU00718,45
2024-01-01,SKU00719,124
2024-01-01,SKU00720,261
2024-01-01,SKU00721,89
2024-01-01,SKU00722,122
2024-01-01,SKU00724,31
2024-01-01,SKU00725,158
2024-01-01,SKU00726,238
2024-01-01,SKU00727,11
2024-01-01,SKU00729,81
2024-01-01,SKU00730,104
2024-01-01,SKU00731,65
2024-01-01,SKU00732,197
2024-01-01,SKU00734,82
2024-01-01,SKU00735,264
2024-01-01,SKU00737,178
2024-01-01,SKU00738,14
2024-01-01,SKU00739,377
2024-01-01,SKU00740,27
2024-01-01,SKU00743,72
2024-01-01,SKU00744,61
2024-01-01,SKU00747,42
2024-01-01,SKU00748,74
2024-01-01,SKU00749,28
2024-01-01,SKU00750,76
2024-01-01,SKU00751,101
2024-01-01,SKU00757,8
2024-01-01,SKU00758,7
2024-01-01,SKU00759,81
2024-01-01,SKU00760,108
2024-01-01,SKU00764,12
2024-01-01,SKU00767,40
2024-01-01,SKU00768,16
2024-01-01,SKU00769,64
2024-01-01,SKU00771,188
2024-01-01,SKU00773,143
2024-01-01,SKU00776,46
2024-01-01,SKU00777,51
2024-01-01,SKU00778,145
2024-01-01,SKU00781,57
2024-01-01,SKU00783,50
2024-01-01,SKU00784,84
2024-01-01,SKU00785,163
2024-01-01,SKU00788,94
2024-01-01,SKU00789,29
2024-01-01,SKU00794,147
2024-01-01,SKU00796,16
2024-01-01,SKU00798,21
2024-02-01,SKU00001,45
2024-02-01,SKU00002,105
2024-02-01,SKU00004,288
2024-02-01,SKU00005,9
2024-02-01,SKU00006,113
2024-02-01,SKU00007,12
2024-02-01,SKU00010,28
2024-02-01,SKU00013,230
2024-02-01,SKU00018,64
2024-02-01,SKU00019,22
2024-02-01,SKU00022,9
2024-02-01,SKU00025,60
2024-02-01,SKU00027,34
2024-02-01,SKU00032,317
2024-02-01,SKU00033,31
2024-02-01,SKU00034,17
2024-02-01,SKU00036,51
2024-02-01,SKU00039,31
2024-02-01,SKU00040,105
2024-02-01,SKU00042,79
2024-02-01,SKU00047,31
2024-02-01,SKU00048,32
2024-02-01,SKU00049,149
2024-02-01,SKU00051,12
2024-02-01,SKU00052,22
2024-02-01,SKU00053,36
2024-02-01,SKU00054,76
2024-02-01,SKU00056,32
2024-02-01,SKU00059,6
2024-02-01,SKU00061,116
2024-02-01,SKU00062,63
2024-02-01,SKU00063,56
2024-02-01,SKU00065,130
2024-02-01,SKU00067,104
2024-02-01,SKU00068,82
2024-02-01,SKU00070,44
2024-02-01,SKU00071,41
2024-02-01,SKU00072,90
2024-02-01,SKU00074,304
2024-02-01,SKU00075,14
2024-02-01,SKU00076,267
2024-02-01,SKU00077,136
2024-02-01,SKU00078,4
2024-02-01,SKU00080,31
2024-02-01,SKU00082,27
2024-02-01,SKU00083,16
2024-02-01,SKU00093,48
2024-02-01,SKU00096,22
2024-02-01,SKU00098,17
2024-02-01,SKU00100,34
2024-02-01,SKU00101,98
2024-02-01,SKU00103,15
2024-02-01,SKU00104,79
2024-02-01,SKU00107,11
2024-02-01,SKU00109,24
2024-02-01,SKU00110,145
2024-02-01,SKU00113,202
2024-02-01,SKU00114,27
2024-02-01,SKU00115,12
2024-02-01,SKU00119,60
2024-02-01,SKU00120,78
2024-02-01,SKU00121,111
2024-02-01,SKU00122,53
2024-02-01,SKU00125,18
2024-02-01,SKU00126,77
2024-02-01,SKU00127,115
2024-02-01,SKU00129,116
2024-02-01,SKU00135,78
2024-02-01,SKU00138,55
2024-02-01,SKU00141,91
2024-02-01,SKU00143,126
2024-02-01,SKU00144,102
2024-02-01,SKU00146,87
2024-02-01,SKU00150,33
2024-02-01,SKU00152,196
2024-02-01,SKU00153,85
2024-02-01,SKU00155,15
2024-02-01,SKU00157,48
2024-02-01,SKU00158,54
2024-02-01,SKU00159,48
2024-02-01,SKU00161,20
2024-02-01,SKU00164,33
2024-02-01,SKU00165,32
2024-02-01,SKU00166,31
2024-02-01,SKU00168,18
2024-02-01,SKU00169,26
2024-02-01,SKU00174,4
2024-02-01,SKU00175,30
2024-02-01,SKU00179,95
2024-02-01,SKU00180,91
2024-02-01,SKU00181,157
2024-02-01,SKU00182,39
2024-02-01,SKU00183,9
2024-02-01,SKU00187,5
2024-02-01,SKU00188,19
2024-02-01,SKU00189,29
2024-02-01,SKU00190,202
2024-02-01,SKU00191,69
2024-02-01,SKU00192,22
2024-02-01,SKU00193,12
2024-02-01,SKU00196,102
2024-02-01,SKU00200,26
2024-02-01,SKU00201,27
2024-02-01,SKU00203,42
2024-02-01,SKU00204,259
2024-02-01,SKU00207,8
2024-02-01,SKU00208,11
2024-02-01,SKU00209,77
2024-02-01,SKU00211,35
2024-02-01,SKU00215,15
2024-02-01,SKU00217,8
2024-02-01,SKU00218,106
2024-02-01,SKU00220,56
2024-02-01,SKU00221,85
2024-02-01,SKU00222,11
2024-02-01,SKU00225,22
2024-02-01,SKU00228,144
2024-02-01,SKU00231,4
2024-02-01,SKU00232,11
2024-02-01,SKU00235,54
2024-02-01,SKU00236,61
2024-02-01,SKU00239,80
2024-02-01,SKU00240,14
2024-02-01,SKU00244,27
2024-02-01,SKU00246,6
2024-02-01,SKU00248,19
2024-02-01,SKU00251,75
2024-02-01,SKU00252,37
2024-02-01,SKU00253,18
2024-02-01,SKU00254,16
2024-02-01,SKU00255,36
2024-02-01,SKU00256,37
2024-02-01,SKU00259,177
2024-02-01,SKU00260,58
2024-02-01,SKU00263,15
2024-02-01,SKU00268,163
2024-02-01,SKU00271,64
2024-02-01,SKU00272,3
2024-02-01,SKU00275,116
2024-02-01,SKU00276,41
2024-02-01,SKU00277,53
2024-02-01,SKU00278,100
2024-02-01,SKU00281,141
2024-02-01,SKU00284,33
2024-02-01,SKU00285,69
2024-02-01,SKU00286,37
2024-02-01,SKU00287,23
2024-02-01,SKU00289,34
2024-02-01,SKU00291,151
2024-02-01,SKU00293,12
2024-02-01,SKU00294,35
2024-02-01,SKU00296,84
2024-02-01,SKU00297,26
2024-02-01,SKU00298,94
2024-02-01,SKU00301,29
2024-02-01,SKU00302,59
2024-02-01,SKU00306,66
2024-02-01,SKU00307,66
2024-02-01,SKU00309,14
2024-02-01,SKU00311,149
2024-02-01,SKU00312,19
2024-02-01,SKU00313,296
2024-02-01,SKU00315,6
2024-02-01,SKU00317,44
2024-02-01,SKU00319,9
2024-02-01,SKU00320,145
2024-02-01,SKU00321,7
2024-02-01,SKU00322,89
2024-02-01,SKU00323,30
2024-02-01,SKU00324,34
2024-02-01,SKU00325,40
2024-02-01,SKU00326,58
2024-02-01,SKU00327,69
2024-02-01,SKU00333,147
2024-02-01,SKU00337,94
2024-02-01,SKU00338,28
2024-02-01,SKU00340,336
2024-02-01,SKU00343,40
2024-02-01,SKU00348,93
2024-02-01,SKU00349,241
2024-02-01,SKU00350,29
2024-02-01,SKU00351,53
2024-02-01,SKU00354,301
2024-02-01,SKU00355,10
2024-02-01,SKU00357,26
2024-02-01,SKU00359,13
2024-02-01,SKU00361,20
2024-02-01,SKU00362,74
2024-02-01,SKU00363,54
2024-02-01,SKU00364,14
2024-02-01,SKU00365,19
2024-02-01,SKU00366,9
2024-02-01,SKU00372,59
2024-02-01,SKU00374,31
2024-02-01,SKU00375,291
2024-02-01,SKU00376,128
2024-02-01,SKU00377,50
2024-02-01,SKU00378,21
2024-02-01,SKU00380,10
2024-02-01,SKU00381,37
2024-02-01,SKU00383,363
2024-02-01,SKU00384,8
2024-02-01,SKU00390,0
2024-02-01,SKU00391,6
2024-02-01,SKU00394,13
2024-02-01,SKU00404,38
2024-02-01,SKU00405,93
2024-02-01,SKU00406,69
2024-02-01,SKU00407,95
2024-02-01,SKU00408,29
2024-02-01,SKU00410,80
2024-02-01,SKU00414,264
2024-02-01,SKU00415,40
2024-02-01,SKU00416,17
2024-02-01,SKU00421,86
2024-02-01,SKU00423,54
2024-02-01,SKU00424,53
2024-02-01,SKU00425,13
2024-02-01,SKU00426,40
2024-02-01,SKU00427,52
2024-02-01,SKU00428,19
2024-02-01,SKU00430,28
2024-02-01,SKU00431,46
2024-02-01,SKU00433,89
2024-02-01,SKU00439,15
2024-02-01,SKU00441,22
2024-02-01,SKU00442,38
2024-02-01,SKU00444,84
2024-02-01,SKU00446,60
2024-02-01,SKU00448,35
2024-02-01,SKU00449,23
2024-02-01,SKU00450,21
2024-02-01,SKU00452,13
2024-02-01,SKU00453,66
2024-02-01,SKU00454,37
2024-02-01,SKU00455,162
2024-02-01,SKU00457,75
2024-02-01,SKU00460,216
2024-02-01,SKU00463,151
2024-02-01,SKU00464,85
2024-02-01,SKU00465,22
2024-02-01,SKU00467,105
2024-02-01,SKU00469,30
2024-02-01,SKU00473,88
2024-02-01,SKU00475,24
2024-02-01,SKU00476,48
2024-02-01,SKU00477,43
2024-02-01,SKU00478,45
2024-02-01,SKU00481,21
2024-02-01,SKU00482,30
2024-02-01,SKU00484,12
2024-02-01,SKU00488,68
2024-02-01,SKU00492,140
2024-02-01,SKU00493,32
2024-02-01,SKU00495,84
2024-02-01,SKU00497,110
2024-02-01,SKU00500,26
2024-02-01,SKU00501,11
2024-02-01,SKU00502,27
2024-02-01,SKU00503,11
2024-02-01,SKU00506,53
2024-02-01,SKU00508,65
2024-02-01,SKU00510,51
2024-02-01,SKU00511,12
2024-02-01,SKU00512,62
2024-02-01,SKU00513,34
2024-02-01,SKU00515,35
2024-02-01,SKU00516,32
2024-02-01,SKU00519,1
2024-02-01,SKU00520,21
2024-02-01,SKU00522,36
2024-02-01,SKU00524,58
2024-02-01,SKU00525,15
2024-02-01,SKU00528,54
2024-02-01,SKU00529,436
2024-02-01,SKU00530,320
2024-02-01,SKU00533,127
2024-02-01,SKU00534,213
2024-02-01,SKU00535,42
2024-02-01,SKU00537,287
2024-02-01,SKU00538,10
2024-02-01,SKU00540,106
2024-02-01,SKU00541,75
2024-02-01,SKU00544,49
2024-02-01,SKU00545,10
2024-02-01,SKU00546,117
2024-02-01,SKU00548,46
2024-02-01,SKU00549,8
2024-02-01,SKU00551,10
2024-02-01,SKU00556,112
2024-02-01,SKU00557,30
2024-02-01,SKU00560,132
2024-02-01,SKU00561,27
2024-02-01,SKU00562,109
2024-02-01,SKU00563,239
2024-02-01,SKU00564,48
2024-02-01,SKU00565,49
2024-02-01,SKU00566,122
2024-02-01,SKU00567,3
2024-02-01,SKU00569,74
2024-02-01,SKU00571,26
2024-02-01,SKU00572,15
2024-02-01,SKU00576,54
2024-02-01,SKU00577,63
2024-02-01,SKU00581,22
2024-02-01,SKU00583,45
2024-02-01,SKU00584,17
2024-02-01,SKU00587,121
2024-02-01,SKU00589,63
2024-02-01,SKU00590,125
2024-02-01,SKU00591,30
2024-02-01,SKU00593,4
2024-02-01,SKU00594,29
2024-02-01,SKU00596,29
2024-02-01,SKU00597,48
2024-02-01,SKU00600,44
2024-02-01,SKU00608,26
2024-02-01,SKU00611,50
2024-02-01,SKU00612,42
2024-02-01,SKU00613,28
2024-02-01,SKU00616,24
2024-02-01,SKU00617,15
2024-02-01,SKU00618,95
2024-02-01,SKU00619,95
2024-02-01,SKU00621,2
2024-02-01,SKU00622,20
2024-02-01,SKU00623,34
2024-02-01,SKU00626,22
2024-02-01,SKU00627,56
2024-02-01,SKU00628,206
2024-02-01,SKU00629,48
2024-02-01,SKU00631,18
2024-02-01,SKU00632,12
2024-02-01,SKU00633,262
2024-02-01,SKU00634,46
2024-02-01,SKU00635,15
2024-02-01,SKU00636,198
2024-02-01,SKU00637,40
2024-02-01,SKU00638,14
2024-02-01,SKU00639,24
2024-02-01,SKU00641,23
2024-02-01,SKU00642,97
2024-02-01,SKU00644,38
2024-02-01,SKU00647,17
2024-02-01,SKU00649,278
2024-02-01,SKU00650,157
2024-02-01,SKU00651,129
2024-02-01,SKU00654,32
2024-02-01,SKU00655,46
2024-02-01,SKU00656,17
2024-02-01,SKU00657,84
2024-02-01,SKU00659,50
2024-02-01,SKU00660,29
2024-02-01,SKU00661,150
2024-02-01,SKU00662,88
2024-02-01,SKU00667,10
2024-02-01,SKU00668,259
2024-02-01,SKU00670,11
2024-02-01,SKU00672,64
2024-02-01,SKU00673,142
2024-02-01,SKU00675,56
2024-02-01,SKU00678,187
2024-02-01,SKU00679,582
2024-02-01,SKU00680,68
2024-02-01,SKU00681,580
2024-02-01,SKU00682,15
2024-02-01,SKU00684,24
2024-02-01,SKU00686,18
2024-02-01,SKU00688,99
2024-02-01,SKU00690,13
2024-02-01,SKU00692,21
2024-02-01,SKU00693,20
2024-02-01,SKU00694,67
2024-02-01,SKU00696,92
2024-02-01,SKU00697,79
2024-02-01,SKU00698,19
2024-02-01,SKU00699,14
2024-02-01,SKU00701,50
2024-02-01,SKU00703,15
2024-02-01,SKU00704,23
2024-02-01,SKU00705,107
2024-02-01,SKU00708,60
2024-02-01,SKU00709,9
2024-02-01,SKU00711,9
2024-02-01,SKU00712,94
2024-02-01,SKU00713,22
2024-02-01,SKU00715,29
2024-02-01,SKU00717,91
2024-02-01,SKU00718,50
2024-02-01,SKU00719,167
2024-02-01,SKU00720,331
2024-02-01,SKU00721,79
2024-02-01,SKU00722,136
2024-02-01,SKU00724,25
2024-02-01,SKU00725,123
2024-02-01,SKU00726,152
2024-02-01,SKU00727,38
2024-02-01,SKU00729,55
2024-02-01,SKU00730,46
2024-02-01,SKU00731,79
2024-02-01,SKU00732,248
2024-02-01,SKU00734,64
2024-02-01,SKU00735,461
2024-02-01,SKU00737,185
2024-02-01,SKU00738,21
2024-02-01,SKU00739,356
2024-02-01,SKU00740,35
2024-02-01,SKU00743,50
2024-02-01,SKU00744,33
2024-02-01,SKU00747,20
2024-02-01,SKU00748,48
2024-02-01,SKU00749,11
2024-02-01,SKU00750,103
2024-02-01,SKU00751,111
2024-02-01,SKU00757,14
2024-02-01,SKU00758,2
2024-02-01,SKU00759,83
2024-02-01,SKU00760,65
2024-02-01,SKU00764,19
2024-02-01,SKU00767,35
2024-02-01,SKU00768,41
2024-02-01,SKU00769,92
2024-02-01,SKU00771,142
2024-02-01,SKU00773,164
2024-02-01,SKU00776,41
2024-02-01,SKU00777,36
2024-02-01,SKU00778,157
2024-02-01,SKU00779,13
2024-02-01,SKU00781,49
2024-02-01,SKU00783,65
2024-02-01,SKU00784,54
2024-02-01,SKU00785,199
2024-02-01,SKU00788,115
2024-02-01,SKU00789,15
2024-02-01,SKU00794,61
2024-02-01,SKU00796,10
2024-02-01,SKU00798,15
2024-02-01,SKU00799,29
2024-03-01,SKU00001,80
2024-03-01,SKU00002,139
2024-03-01,SKU00004,132
2024-03-01,SKU00005,18
2024-03-01,SKU00006,86
2024-03-01,SKU00007,35
2024-03-01,SKU00010,32
2024-03-01,SKU00013,99
2024-03-01,SKU00016,59
2024-03-01,SKU00018,70
2024-03-01,SKU00019,45
2024-03-01,SKU00022,19
2024-03-01,SKU00025,37
2024-03-01,SKU00027,40
2024-03-01,SKU00032,326
2024-03-01,SKU00033,15
2024-03-01,SKU00034,21
2024-03-01,SKU00036,45
2024-03-01,SKU00039,15
2024-03-01,SKU00040,151
2024-03-01,SKU00042,75
2024-03-01,SKU00047,12
2024-03-01,SKU00048,40
2024-03-01,SKU00049,138
2024-03-01,SKU00051,10
2024-03-01,SKU00052,6
2024-03-01,SKU00053,11
2024-03-01,SKU00054,43
2024-03-01,SKU00056,18
2024-03-01,SKU00059,15
2024-03-01,SKU00061,76
2024-03-01,SKU00062,52
2024-03-01,SKU00063,113
2024-03-01,SKU00065,125
2024-03-01,SKU00067,39
2024-03-01,SKU00068,83
2024-03-01,SKU00070,52
2024-03-01,SKU00071,46
2024-03-01,SKU00072,109
2024-03-01,SKU00074,198
2024-03-01,SKU00075,12
2024-03-01,SKU00076,255
2024-03-01,SKU00077,141
2024-03-01,SKU00078,21
2024-03-01,SKU00079,28
2024-03-01,SKU00080,0
2024-03-01,SKU00082,13
2024-03-01,SKU00083,20
2024-03-01,SKU00093,67
2024-03-01,SKU00096,6
2024-03-01,SKU00098,0
2024-03-01,SKU00100,51
2024-03-01,SKU00101,60
2024-03-01,SKU00103,9
2024-03-01,SKU00104,36
2024-03-01,SKU00106,0
2024-03-01,SKU00107,12
2024-03-01,SKU00109,39
2024-03-01,SKU00110,133
2024-03-01,SKU00113,158
2024-03-01,SKU00114,13
2024-03-01,SKU00115,21
2024-03-01,SKU00119,62
2024-03-01,SKU00120,87
2024-03-01,SKU00121,46
2024-03-01,SKU00122,16
2024-03-01,SKU00125,17
2024-03-01,SKU00126,91
2024-03-01,SKU00127,154
2024-03-01,SKU00129,57
2024-03-01,SKU00135,118
2024-03-01,SKU00138,24
2024-03-01,SKU00141,86
2024-03-01,SKU00143,130
2024-03-01,SKU00144,70
2024-03-01,SKU00145,70
2024-03-01,SKU00146,59
2024-03-01,SKU00150,54
2024-03-01,SKU00152,246
2024-03-01,SKU00153,122
2024-03-01,SKU00155,16
2024-03-01,SKU00157,43
2024-03-01,SKU00158,29
2024-03-01,SKU00159,50
2024-03-01,SKU00161,13
2024-03-01,SKU00162,16
2024-03-01,SKU00164,39
2024-03-01,SKU00165,13
2024-03-01,SKU00166,41
2024-03-01,SKU00168,27
2024-03-01,SKU00169,35
2024-03-01,SKU00174,6
2024-03-01,SKU00175,28
2024-03-01,SKU00179,73
2024-03-01,SKU00180,82
2024-03-01,SKU00181,130
2024-03-01,SKU00182,35
2024-03-01,SKU00183,10
2024-03-01,SKU00187,1
2024-03-01,SKU00188,42
2024-03-01,SKU00189,72
2024-03-01,SKU00190,217
2024-03-01,SKU00191,64
2024-03-01,SKU00192,15
2024-03-01,SKU00193,8
2024-03-01,SKU00196,231
2024-03-01,SKU00200,13
2024-03-01,SKU00201,46
2024-03-01,SKU00203,37
2024-03-01,SKU00204,279
2024-03-01,SKU00207,8
2024-03-01,SKU00208,11
2024-03-01,SKU00209,168
2024-03-01,SKU00211,30
2024-03-01,SKU00215,23
2024-03-01,SKU00217,16
2024-03-01,SKU00218,122
2024-03-01,SKU00220,43
2024-03-01,SKU00221,45
2024-03-01,SKU00222,29
2024-03-01,SKU00223,9
2024-03-01,SKU00225,32
2024-03-01,SKU00228,195
2024-03-01,SKU00231,19
2024-03-01,SKU00232,19
2024-03-01,SKU00235,51
2024-03-01,SKU00236,86
2024-03-01,SKU00239,148
2024-03-01,SKU00240,18
2024-03-01,SKU00244,16
2024-03-01,SKU00246,0
2024-03-01,SKU00248,16
2024-03-01,SKU00251,51
2024-03-01,SKU00252,54
2024-03-01,SKU00253,8
2024-03-01,SKU00254,16
2024-03-01,SKU00255,37
2024-03-01,SKU00256,27
2024-03-01,SKU00259,405
2024-03-01,SKU00260,37
2024-03-01,SKU00263,24
2024-03-01,SKU00268,259
2024-03-01,SKU00271,127
2024-03-01,SKU00272,0
2024-03-01,SKU00275,113
2024-03-01,SKU00276,42
2024-03-01,SKU00277,54
2024-03-01,SKU00278,67
2024-03-01,SKU00281,287
2024-03-01,SKU00284,35
2024-03-01,SKU00285,110
2024-03-01,SKU00286,85
2024-03-01,SKU00287,38
2024-03-01,SKU00288,29
2024-03-01,SKU00289,15
2024-03-01,SKU00291,75
2024-03-01,SKU00293,10
2024-03-01,SKU00294,3
2024-03-01,SKU00296,212
2024-03-01,SKU00297,38
2024-03-01,SKU00298,120
2024-03-01,SKU00301,12
2024-03-01,SKU00302,85
2024-03-01,SKU00306,86
2024-03-01,SKU00307,77
2024-03-01,SKU00309,5
2024-03-01,SKU00311,91
2024-03-01,SKU00312,19
2024-03-01,SKU00313,154
2024-03-01,SKU00316,18
2024-03-01,SKU00317,49
2024-03-01,SKU00319,16
2024-03-01,SKU00320,214
2024-03-01,SKU00321,28
2024-03-01,SKU00322,121
2024-03-01,SKU00323,18
2024-03-01,SKU00324,36
2024-03-01,SKU00325,45
2024-03-01,SKU00326,53
2024-03-01,SKU00327,82
2024-03-01,SKU00331,21
2024-03-01,SKU00333,133
2024-03-01,SKU00337,134
2024-03-01,SKU00338,7
2024-03-01,SKU00340,361
2024-03-01,SKU00343,48
2024-03-01,SKU00348,49
2024-03-01,SKU00349,211
2024-03-01,SKU00350,21
2024-03-01,SKU00351,99
2024-03-01,SKU00354,162
2024-03-01,SKU00355,12
2024-03-01,SKU00357,19
2024-03-01,SKU00359,32
2024-03-01,SKU00361,12
2024-03-01,SKU00362,56
2024-03-01,SKU00363,43
2024-03-01,SKU00364,11
2024-03-01,SKU00365,10
2024-03-01,SKU00366,11
2024-03-01,SKU00372,34
2024-03-01,SKU00374,44
2024-03-01,SKU00375,222
2024-03-01,SKU00376,173
2024-03-01,SKU00377,30
2024-03-01,SKU00378,30
2024-03-01,SKU00380,12
2024-03-01,SKU00381,45
2024-03-01,SKU00383,256
2024-03-01,SKU00384,9
2024-03-01,SKU00390,12
2024-03-01,SKU00391,23
2024-03-01,SKU00394,11
2024-03-01,SKU00404,58
2024-03-01,SKU00405,169
2024-03-01,SKU00406,76
2024-03-01,SKU00407,75
2024-03-01,SKU00408,59
2024-03-01,SKU00410,127
2024-03-01,SKU00414,165
2024-03-01,SKU00415,40
2024-03-01,SKU00416,2
2024-03-01,SKU00421,75
2024-03-01,SKU00424,17
2024-03-01,SKU00425,21
2024-03-01,SKU00426,47
2024-03-01,SKU00427,35
2024-03-01,SKU00428,24
2024-03-01,SKU00430,45
2024-03-01,SKU00431,65
2024-03-01,SKU00433,49
2024-03-01,SKU00437,25
2024-03-01,SKU00439,3
2024-03-01,SKU00441,30
2024-03-01,SKU00442,40
2024-03-01,SKU00443,9
2024-03-01,SKU00444,69
2024-03-01,SKU00446,113
2024-03-01,SKU00447,234
2024-03-01,SKU00448,49
2024-03-01,SKU00449,6
2024-03-01,SKU00450,29
2024-03-01,SKU00452,7
2024-03-01,SKU00453,142
2024-03-01,SKU00454,63
2024-03-01,SKU00455,115
2024-03-01,SKU00457,123
2024-03-01,SKU00460,218
2024-03-01,SKU00463,126
2024-03-01,SKU00464,128
2024-03-01,SKU00465,31
2024-03-01,SKU00467,103
2024-03-01,SKU00469,3
2024-03-01,SKU00472,23
2024-03-01,SKU00473,104
2024-03-01,SKU00475,35
2024-03-01,SKU00476,42
2024-03-01,SKU00477,22
2024-03-01,SKU00478,31
2024-03-01,SKU00481,45
2024-03-01,SKU00482,18
2024-03-01,SKU00484,17
2024-03-01,SKU00488,60
2024-03-01,SKU00492,106
2024-03-01,SKU00493,69
2024-03-01,SKU00495,105
2024-03-01,SKU00497,93
2024-03-01,SKU00500,73
2024-03-01,SKU00501,18
2024-03-01,SKU00502,14
2024-03-01,SKU00503,32
2024-03-01,SKU00506,36
2024-03-01,SKU00508,100
2024-03-01,SKU00510,86
2024-03-01,SKU00511,12
2024-03-01,SKU00512,66
2024-03-01,SKU00513,34
2024-03-01,SKU00515,13
2024-03-01,SKU00516,43
2024-03-01,SKU00520,15
2024-03-01,SKU00522,10
2024-03-01,SKU00524,51
2024-03-01,SKU00525,10
2024-03-01,SKU00528,63
2024-03-01,SKU00529,507
2024-03-01,SKU00530,382
2024-03-01,SKU00533,109
2024-03-01,SKU00534,150
2024-03-01,SKU00535,33
2024-03-01,SKU00537,174
2024-03-01,SKU00538,1
2024-03-01,SKU00540,58
2024-03-01,SKU00541,79
2024-03-01,SKU00544,95
2024-03-01,SKU00545,9
2024-03-01,SKU00546,203
2024-03-01,SKU00548,60
2024-03-01,SKU00549,16
2024-03-01,SKU00551,30
2024-03-01,SKU00556,115
2024-03-01,SKU00557,35
2024-03-01,SKU00560,76
2024-03-01,SKU00561,34
2024-03-01,SKU00562,57
2024-03-01,SKU00563,263
2024-03-01,SKU00564,48
2024-03-01,SKU00565,65
2024-03-01,SKU00566,129
2024-03-01,SKU00567,23
2024-03-01,SKU00569,171
2024-03-01,SKU00571,47
2024-03-01,SKU00572,21
2024-03-01,SKU00576,43
2024-03-01,SKU00577,73
2024-03-01,SKU00581,64
2024-03-01,SKU00583,34
2024-03-01,SKU00584,21
2024-03-01,SKU00587,69
2024-03-01,SKU00589,53
2024-03-01,SKU00590,110
2024-03-01,SKU00591,18
2024-03-01,SKU00593,11
2024-03-01,SKU00594,30
2024-03-01,SKU00596,18
2024-03-01,SKU00597,39
2024-03-01,SKU00600,45
2024-03-01,SKU00608,5
2024-03-01,SKU00611,59
2024-03-01,SKU00612,51
2024-03-01,SKU00613,22
2024-03-01,SKU00616,35
2024-03-01,SKU00617,36
