id_producto,fecha_vigencia_desde,fecha_vigencia_hasta,precio_lista,costo_unitario
SKU00274,2024-03-26,2024-08-21,34966.14,16927.98
SKU00274,2024-08-22,2025-12-11,40535.34,19624.17
SKU00274,2025-12-12,,80000.0,38730.0
SKU00275,2023-10-30,2025-02-01,13912.27,7876.08
SKU00275,2025-02-02,2026-06-07,22325.11,12638.79
SKU00275,2026-06-08,,36900.0,20890.0
SKU00276,2023-12-16,,50700.0,24860.0
SKU00277,2023-02-02,2026-06-25,2202.45,1342.3
SKU00277,2026-06-26,,7400.0,4510.0
SKU00278,2023-05-02,,13400.0,7100.0
SKU00279,2024-12-14,2025-05-02,39406.76,23136.5
SKU00279,2025-05-03,2026-07-06,45683.24,26821.55
SKU00279,2026-07-07,,69100.0,40570.0
SKU00280,2025-02-23,2026-05-29,22930.12,13981.93
SKU00280,2026-05-30,2026-06-11,35724.38,21783.39
SKU00280,2026-06-12,,37900.0,23110.0
SKU00281,2022-09-23,2026-01-26,22952.25,12531.31
SKU00281,2026-01-27,,89400.0,48810.0
SKU00282,2024-12-21,,79900.0,44280.0
SKU00283,2025-05-20,,36200.0,23450.0
SKU00284,2023-10-31,,69900.0,33350.0
SKU00285,2024-01-02,2025-05-24,20434.54,10744.61
SKU00285,2025-05-25,,49600.0,26080.0
SKU00286,2023-11-15,,45600.0,27410.0
SKU00287,2023-10-05,,31700.0,18080.0
SKU00288,2024-02-12,2025-06-04,9759.97,5257.65
SKU00288,2025-06-05,,23000.0,12390.0
SKU00289,2022-02-05,2024-05-23,16762.65,10013.75
SKU00289,2024-05-24,,80300.0,47970.0
SKU00290,2025-05-21,2025-10-23,22411.89,
SKU00290,2025-10-24,2026-03-24,25981.53,
SKU00290,2026-03-25,,33900.0,
SKU00291,2023-05-27,,55100.0,30030.0
SKU00292,2024-10-19,2025-01-10,47788.13,24334.86
SKU00292,2025-01-11,2025-12-07,52219.38,26591.35
SKU00292,2025-12-08,,88900.0,45270.0
SKU00293,2023-12-20,2025-10-17,33198.93,16495.47
SKU00293,2025-10-18,,83000.0,41240.0
SKU00294,2023-09-19,,72500.0,45170.0
SKU00295,2024-05-31,2025-06-09,8624.72,4646.22
SKU00295,2025-06-10,,18600.0,10020.0
SKU00296,2022-03-26,2023-02-14,13889.83,7394.29
SKU00296,2023-02-15,,64600.0,34390.0
SKU00297,2023-11-19,,11500.0,6940.0
SKU00298,2023-06-12,,44800.0,21810.0
SKU00299,2025-05-05,2025-06-20,4297.27,2380.02
SKU00299,2025-06-21,2026-02-10,4426.18,2451.42
SKU00299,2026-02-11,,6500.0,3600.0
SKU00300,2025-03-24,,27700.0,16970.0
SKU00301,2022-12-10,2026-03-12,4460.63,2022.71
SKU00301,2026-03-13,,15900.0,7210.0
SKU00302,2023-08-27,2025-10-13,29105.9,15530.25
SKU00302,2025-10-14,,81900.0,43700.0
SKU00303,2022-06-12,2024-11-17,18114.67,10217.99
SKU00303,2024-11-18,,77100.0,43490.0
SKU00304,2024-11-06,2025-03-03,44017.22,28065.82
SKU00304,2025-03-04,,79500.0,50690.0
SKU00305,2025-02-23,2026-03-25,5687.15,
SKU00305,2026-03-26,,9400.0,
SKU00306,2023-09-01,,18100.0,11610.0
SKU00307,2022-09-02,2025-06-09,16200.07,10290.0
SKU00307,2025-06-10,2026-04-24,42968.03,27292.53
SKU00307,2026-04-25,,63100.0,40080.0
SKU00308,2025-03-26,2025-08-21,55274.91,33626.09
SKU00308,2025-08-22,,88700.0,53960.0
SKU00309,2022-06-15,,78900.0,50350.0
SKU00310,2024-09-21,,55600.0,34130.0
SKU00311,2022-01-30,2022-03-12,17794.44,9685.61
SKU00311,2022-03-13,,87800.0,47790.0
SKU00312,2022-09-05,2022-10-23,5417.14,3157.86
SKU00312,2022-10-24,2024-10-27,5579.65,3252.6
SKU00312,2024-10-28,,21100.0,12300.0
SKU00313,2022-10-17,,6900.0,3530.0
SKU00314,2024-05-26,2026-03-15,16322.05,9974.07
SKU00314,2026-03-16,,35200.0,21510.0
SKU00315,2023-02-15,2025-10-20,1220.27,628.0
SKU00315,2025-10-21,,4100.0,2110.0
SKU00316,2024-03-01,2024-08-14,12675.23,7382.23
SKU00316,2024-08-15,,29000.0,16890.0
SKU00317,2022-05-14,,79000.0,43140.0
SKU00318,2024-07-21,2026-07-01,37534.54,20061.06
SKU00318,2026-07-02,,76300.0,40780.0
SKU00319,2023-10-14,2025-11-07,17418.61,8958.14
SKU00319,2025-11-08,,46200.0,23760.0
SKU00320,2022-11-16,,19300.0,12120.0
SKU00321,2022-09-10,2024-03-06,14120.51,7111.6
SKU00321,2024-03-07,,55000.0,27700.0
SKU00322,2023-11-08,2025-02-24,19183.85,10186.08
SKU00322,2025-02-25,2025-11-14,29887.81,15869.58
SKU00322,2025-11-15,,49400.0,26230.0
SKU00323,2023-07-12,,5200.0,3060.0
SKU00324,2023-04-25,2024-06-15,24755.08,14152.07
SKU00324,2024-06-16,,78400.0,44820.0
SKU00325,2023-06-12,,15000.0,8010.0
SKU00326,2023-11-07,2024-02-04,7727.91,3739.69
SKU00326,2024-02-05,2024-09-20,8444.49,4086.46
SKU00326,2024-09-21,,19900.0,9630.0
SKU00327,2022-09-18,,27900.0,17550.0
SKU00328,2024-03-16,2025-02-05,33305.25,20271.62
SKU00328,2025-02-06,,76200.0,46380.0
SKU00329,2024-03-25,,83700.0,39470.0
SKU00330,2024-12-22,2026-03-26,12147.09,5571.69
SKU00330,2026-03-27,,21300.0,9770.0
SKU00331,2024-02-20,2024-11-28,1018.43,589.84
SKU00331,2024-11-29,,2400.0,1390.0
SKU00332,2024-12-29,2025-12-16,21670.87,12204.12
SKU00332,2025-12-17,,38000.0,21400.0
SKU00333,2022-10-24,2023-03-04,20758.43,10529.95
SKU00333,2023-03-05,2025-08-22,24064.71,12207.09
SKU00333,2025-08-23,,78500.0,39820.0
SKU00334,2024-08-03,2026-05-16,11907.26,7316.63
SKU00334,2026-05-17,,23500.0,14440.0
SKU00335,2024-10-31,,4200.0,2670.0
SKU00336,2025-02-25,,32500.0,14840.0
SKU00337,2023-02-08,,21100.0,9840.0
SKU00338,2023-02-06,,76300.0,35180.0
SKU00339,2025-03-23,2025-07-03,4175.22,2392.96
SKU00339,2025-07-04,,6700.0,3840.0
SKU00340,2022-10-06,2023-02-09,5420.99,2803.05
SKU00340,2023-02-10,,20500.0,10600.0
SKU00341,2025-06-27,2025-08-27,48483.74,25944.25
SKU00341,2025-08-28,2025-10-24,51436.39,27524.25
SKU00341,2025-10-25,,71200.0,38100.0
SKU00342,2025-02-06,,66200.0,
SKU00343,2022-11-02,2025-09-26,3677.02,1705.05
SKU00343,2025-09-27,2026-04-15,10045.27,4658.03
SKU00343,2026-04-16,,13500.0,6260.0
SKU00344,2024-07-16,2025-09-16,37288.58,17689.94
SKU00344,2025-09-17,2026-05-19,56402.32,26757.62
SKU00344,2026-05-20,,75800.0,35960.0
SKU00345,2022-11-28,,8900.0,4280.0
SKU00346,2024-11-27,,47900.0,28150.0
SKU00347,2024-10-04,2025-05-09,24458.49,14040.79
SKU00347,2025-05-10,2026-03-11,30080.86,17268.4
SKU00347,2026-03-12,,45500.0,26120.0
SKU00348,2022-06-10,2023-10-27,10760.72,6444.69
SKU00348,2023-10-28,,45800.0,27430.0
SKU00349,2023-05-29,2024-03-23,17919.96,8693.3
SKU00349,2024-03-24,,55100.0,26730.0
SKU00350,2022-01-23,2022-12-24,6404.38,4154.74
SKU00350,2022-12-25,2024-04-13,8865.16,5751.13
SKU00350,2024-04-14,,31600.0,20500.0
SKU00351,2022-09-14,,41500.0,24300.0
SKU00352,2024-05-20,2025-09-22,7975.55,4664.77
SKU00352,2025-09-23,,17200.0,10060.0
SKU00353,2025-03-08,,63400.0,30560.0
SKU00354,2022-05-28,2025-09-29,19343.48,10230.6
SKU00354,2025-09-30,2026-05-03,63099.16,33372.61
SKU00354,2026-05-04,,84800.0,44850.0
SKU00355,2023-10-08,,32500.0,19030.0
SKU00356,2024-08-25,,83000.0,51260.0
SKU00357,2023-10-04,,51500.0,23730.0
SKU00358,2024-05-24,2025-04-02,20773.52,11926.23
SKU00358,2025-04-03,2025-09-02,28755.42,16508.69
SKU00358,2025-09-03,,44800.0,25720.0
SKU00359,2022-08-30,,75600.0,37080.0
SKU00360,2022-04-01,,43000.0,24860.0
SKU00361,2022-02-17,2024-04-14,13067.77,6001.57
SKU00361,2024-04-15,,62600.0,28750.0
SKU00362,2023-12-05,2024-10-27,31638.98,14955.52
SKU00362,2024-10-28,2025-12-03,42520.15,20098.97
SKU00362,2025-12-04,,79100.0,37390.0
SKU00363,2023-12-27,2024-04-15,30879.01,19231.38
SKU00363,2024-04-16,,77200.0,48080.0
SKU00364,2022-07-07,,55900.0,31200.0
SKU00365,2022-08-24,,32800.0,17310.0
SKU00366,2022-09-18,2024-03-25,21334.81,12408.08
SKU00366,2024-03-26,,83100.0,48330.0
SKU00367,2024-12-08,2025-12-15,24465.27,12763.0
SKU00367,2025-12-16,,42900.0,22380.0
SKU00368,2025-06-17,2025-12-05,61013.24,38875.51
SKU00368,2025-12-06,,89600.0,57090.0
SKU00369,2025-03-28,2026-06-26,51909.81,
SKU00369,2026-06-27,,83300.0,
SKU00370,2022-05-02,2025-03-14,7618.78,4699.01
SKU00370,2025-03-15,,33400.0,20600.0
SKU00371,2025-04-29,2026-03-04,40180.56,25417.73
SKU00371,2026-03-05,,62600.0,39600.0
SKU00372,2023-08-13,,66700.0,41130.0
SKU00373,2024-09-02,,72400.0,40960.0
SKU00374,2023-02-22,2023-12-17,18839.85,8762.17
SKU00374,2023-12-18,2024-03-17,25319.19,11775.62
SKU00374,2024-03-18,,63300.0,29440.0
SKU00375,2023-08-19,,35800.0,21870.0
SKU00376,2023-10-20,,10200.0,5260.0
SKU00377,2023-07-03,,57100.0,30840.0
SKU00378,2022-01-17,,8400.0,4070.0
SKU00379,2024-06-13,2026-05-24,28942.9,16195.6
SKU00379,2026-05-25,,60600.0,33910.0
SKU00380,2022-08-20,2023-09-04,13410.12,8467.32
SKU00380,2023-09-05,,53800.0,33970.0
SKU00381,2023-08-03,,84100.0,42790.0
SKU00382,2024-08-01,2025-12-21,40484.67,22456.58
SKU00382,2025-12-22,2026-01-20,64966.01,36036.22
SKU00382,2026-01-21,,79900.0,44320.0
SKU00383,2022-09-06,2024-08-17,15044.76,7073.09
SKU00383,2024-08-18,,58600.0,27550.0
SKU00384,2022-07-30,2026-06-27,9026.56,5774.09
SKU00384,2026-06-28,2026-07-29,36213.59,23165.05
SKU00384,2026-07-30,,37300.0,23860.0
SKU00385,2023-10-17,2024-07-27,31934.12,17022.74
SKU00385,2024-07-28,,84700.0,45150.0
SKU00386,2025-02-13,,23700.0,15220.0
SKU00387,2024-10-19,2025-02-17,24781.02,15846.95
SKU00387,2025-02-18,,46100.0,29480.0
SKU00388,2025-01-03,,5100.0,2900.0
SKU00389,2024-03-14,2025-03-07,11713.66,5279.89
SKU00389,2025-03-08,,26800.0,12080.0
SKU00390,2023-06-01,2023-12-22,15074.23,9640.81
SKU00390,2023-12-23,2024-11-16,17999.42,11511.63
SKU00390,2024-11-17,,45000.0,28780.0
SKU00391,2023-10-06,2026-06-15,15985.91,7876.08
SKU00391,2026-06-16,,42400.0,20890.0
SKU00392,2025-06-07,,63500.0,
SKU00393,2024-10-23,2024-12-23,37037.15,18518.57
SKU00393,2024-12-24,2026-06-03,39292.71,19646.35
SKU00393,2026-06-04,,68900.0,34450.0
SKU00394,2022-11-26,2023-12-21,19202.21,11627.55
SKU00394,2023-12-22,2025-06-13,28199.09,17075.45
SKU00394,2025-06-14,,70500.0,42690.0
SKU00395,2024-08-07,2026-05-06,21534.4,12940.91
SKU00395,2026-05-07,,42500.0,25540.0
SKU00396,2024-09-19,,5200.0,2550.0
SKU00397,2024-11-05,2025-04-11,19987.69,12701.32
SKU00397,2025-04-12,,36100.0,22940.0
SKU00398,2025-02-17,2026-01-24,38237.04,22319.06
SKU00398,2026-01-25,,63200.0,36890.0
SKU00399,2025-01-27,,74400.0,44230.0
SKU00400,2024-06-05,2025-11-08,3582.04,2249.52
SKU00400,2025-11-09,2026-04-01,5920.57,3718.12
SKU00400,2026-04-02,,7500.0,4710.0
SKU00401,2024-09-06,2024-11-18,36062.77,17780.88
SKU00401,2024-11-19,2024-11-29,38258.99,18863.73
SKU00401,2024-11-30,,69100.0,34070.0
SKU00402,2024-09-03,2025-10-01,28338.76,15312.33
SKU00402,2025-10-02,2026-03-22,41616.43,22486.67
SKU00402,2026-03-23,,54300.0,29340.0
SKU00403,2024-07-11,2025-10-28,2262.9,1382.33
SKU00403,2025-10-29,2025-12-04,3525.52,2153.63
SKU00403,2025-12-05,,4600.0,2810.0
SKU00404,2022-04-01,,32300.0,18590.0
SKU00405,2023-03-13,2023-09-14,22746.52,14469.48
SKU00405,2023-09-15,2025-06-02,27160.53,17277.32
SKU00405,2025-06-03,,74200.0,47200.0
SKU00406,2023-08-22,2026-05-06,17165.02,9264.85
SKU00406,2026-05-07,2026-07-30,45527.38,24573.48
SKU00406,2026-07-31,,48300.0,26070.0
SKU00407,2022-01-14,2023-04-24,587.74,277.66
SKU00407,2023-04-25,,2900.0,1370.0
SKU00408,2023-03-30,,65900.0,32070.0
SKU00409,2024-03-07,2026-01-29,21154.51,10223.23
SKU00409,2026-01-30,,48400.0,23390.0
SKU00410,2022-10-24,2024-03-28,18986.69,9342.62
SKU00410,2024-03-29,,71800.0,35330.0
SKU00411,2025-04-20,2026-02-21,44801.96,
SKU00411,2026-02-22,,69800.0,
SKU00412,2024-04-29,,67900.0,35430.0
SKU00413,2024-04-21,2024-11-19,39121.43,21537.04
SKU00413,2024-11-20,2025-07-30,48114.42,26487.85
SKU00413,2025-07-31,,86900.0,47840.0
SKU00414,2023-12-28,,37700.0,20090.0
SKU00415,2023-11-12,2024-03-08,11184.11,6535.71
SKU00415,2024-03-09,,28800.0,16830.0
SKU00416,2023-05-13,,17300.0,8320.0
SKU00417,2025-06-29,,86800.0,42700.0
SKU00418,2024-03-30,,73300.0,34200.0
SKU00419,2024-06-13,,54300.0,25580.0
SKU00420,2024-08-29,2025-09-16,17075.51,8826.57
SKU00420,2025-09-17,2026-02-22,25075.96,12962.12
SKU00420,2026-02-23,,33700.0,17420.0
SKU00421,2022-01-30,2024-03-06,11329.26,5107.29
SKU00421,2024-03-07,2024-09-04,24432.59,11014.33
SKU00421,2024-09-05,,55900.0,25200.0
SKU00422,2024-07-31,2025-09-17,12987.05,7821.75
SKU00422,2025-09-18,2026-03-27,19644.08,11831.09
SKU00422,2026-03-28,,26400.0,15900.0
SKU00423,2022-11-24,,68800.0,41830.0
SKU00424,2022-03-06,,52800.0,31720.0
SKU00425,2022-09-07,,40300.0,20680.0
SKU00426,2023-04-25,,73400.0,38860.0
SKU00427,2022-05-06,2025-10-01,3125.07,2002.78
SKU00427,2025-10-02,,13700.0,8780.0
SKU00428,2022-11-17,2023-10-19,3622.54,2184.42
SKU00428,2023-10-20,2024-06-21,5014.45,3023.75
SKU00428,2024-06-22,,13300.0,8020.0
SKU00429,2025-03-01,2026-02-04,12712.61,7901.76
SKU00429,2026-02-05,2026-03-02,17597.22,10937.88
SKU00429,2026-03-03,,20400.0,12680.0
SKU00430,2023-12-03,2025-10-11,22759.27,14539.53
SKU00430,2025-10-12,,56900.0,36350.0
SKU00431,2023-10-10,,55100.0,34080.0
SKU00432,2025-05-19,,45600.0,
SKU00433,2023-12-26,,38000.0,24160.0
SKU00434,2025-06-23,2025-10-12,40108.03,25433.53
SKU00434,2025-10-13,,58900.0,37350.0
SKU00435,2024-03-25,,5800.0,3030.0
SKU00436,2024-10-29,2026-04-10,43702.76,22007.27
SKU00436,2026-04-11,,81300.0,40940.0
SKU00437,2024-02-02,2024-06-05,21132.45,11283.37
SKU00437,2024-06-06,,49800.0,26590.0
SKU00438,2024-08-26,2025-03-29,1469.41,673.9
SKU00438,2025-03-30,2025-10-17,1807.18,828.81
SKU00438,2025-10-18,,2900.0,1330.0
SKU00439,2022-02-27,2022-05-19,9414.64,4949.47
SKU00439,2022-05-20,2025-09-02,10287.63,5408.42
SKU00439,2025-09-03,,45100.0,23710.0
SKU00440,2025-04-01,2026-05-11,51413.14,26502.48
SKU00440,2026-05-12,,80100.0,41290.0
SKU00441,2023-08-25,,15900.0,7540.0
SKU00442,2022-08-04,2026-06-14,9521.68,6159.18
SKU00442,2026-06-15,,38200.0,24710.0
SKU00443,2024-02-19,2024-12-05,34372.06,19146.51
SKU00443,2024-12-06,2025-04-23,46193.17,25731.31
SKU00443,2025-04-24,,81000.0,45120.0
SKU00444,2022-03-16,,47700.0,27390.0
SKU00445,2025-04-21,2025-08-30,43261.5,19955.49
SKU00445,2025-08-31,,67400.0,31090.0
SKU00446,2023-11-04,,84600.0,52880.0
SKU00447,2024-02-02,2024-09-21,18289.33,9462.92
SKU00447,2024-09-22,,43100.0,22300.0
SKU00448,2023-04-12,,48700.0,26820.0
SKU00449,2022-12-31,2024-11-14,8388.23,3983.71
SKU00449,2024-11-15,2026-07-06,16554.91,7862.2
SKU00449,2026-07-07,,29900.0,14200.0
SKU00450,2023-12-17,2025-07-20,26319.15,16527.47
SKU00450,2025-07-21,,65800.0,41320.0
SKU00451,2024-07-03,2025-02-17,29122.48,14797.37
SKU00451,2025-02-18,,59200.0,30080.0
SKU00452,2022-01-18,2022-02-16,8187.88,3992.6
SKU00452,2022-02-17,2025-01-18,8433.51,4112.38
SKU00452,2025-01-19,,40400.0,19700.0
SKU00453,2022-11-09,,84500.0,42260.0
SKU00454,2022-02-24,2023-09-10,6888.76,3993.39
SKU00454,2023-09-11,,33000.0,19130.0
SKU00455,2022-07-19,,66800.0,36090.0
SKU00456,2024-08-20,2024-10-25,7144.35,3800.19
SKU00456,2024-10-26,,14100.0,7500.0
SKU00457,2023-05-13,2026-01-13,24034.21,12160.21
SKU00457,2026-01-14,,73900.0,37390.0
SKU00458,2025-02-19,2026-07-21,22930.12,11573.96
SKU00458,2026-07-22,,37900.0,19130.0
SKU00459,2024-08-12,,34500.0,17840.0
SKU00460,2022-03-06,,44100.0,27160.0
SKU00461,2025-06-15,,73900.0,35810.0
SKU00462,2025-04-20,2025-06-25,14698.64,7625.32
SKU00462,2025-06-26,,22900.0,11880.0
SKU00463,2022-04-04,2022-09-04,13708.57,8185.28
SKU00463,2022-09-05,2024-07-08,15891.99,9488.98
SKU00463,2024-07-09,,61900.0,36960.0
SKU00464,2023-07-03,,66700.0,32900.0
SKU00465,2023-09-02,,21600.0,13990.0
SKU00466,2025-05-26,2026-06-22,35502.03,21387.16
SKU00466,2026-06-23,,53700.0,32350.0
SKU00467,2022-11-07,,20000.0,11480.0
SKU00468,2025-04-10,2025-06-16,17907.95,9794.81
SKU00468,2025-06-17,,27900.0,15260.0
SKU00469,2023-08-21,2023-12-06,14570.72,9062.28
SKU00469,2023-12-07,,41000.0,25500.0
SKU00470,2025-06-02,2025-08-17,22948.06,13714.36
SKU00470,2025-08-18,,33700.0,20140.0
SKU00471,2024-11-08,,29100.0,16620.0
SKU00472,2024-02-10,,77300.0,38390.0
SKU00473,2022-05-27,2025-06-22,8850.55,5711.8
SKU00473,2025-06-23,,38800.0,25040.0
SKU00474,2024-03-07,,74800.0,46880.0
SKU00475,2023-08-05,2026-01-07,19510.55,10238.6
SKU00475,2026-01-08,,54900.0,28810.0
SKU00476,2022-09-17,2025-04-05,3722.68,2318.33
SKU00476,2025-04-06,,14500.0,9030.0
SKU00477,2022-03-08,2022-06-08,2601.65,1655.6
SKU00477,2022-06-09,2023-01-23,2842.9,1809.12
SKU00477,2023-01-24,,12100.0,7700.0
SKU00478,2023-11-05,2025-08-03,32542.64,20822.63
SKU00478,2025-08-04,,83800.0,53620.0
SKU00479,2022-06-08,2024-12-21,16587.49,9658.81
SKU00479,2024-12-22,2026-01-22,40262.19,23444.46
SKU00479,2026-01-23,,70600.0,41110.0
SKU00480,2024-05-02,,36200.0,22310.0
SKU00481,2022-12-01,2023-05-12,14896.83,8228.32
SKU00481,2023-05-13,,53100.0,29330.0
SKU00482,2024-01-13,2024-05-23,5726.62,2714.99
SKU00482,2024-05-24,,13900.0,6590.0
SKU00483,2024-09-19,2025-10-28,32044.2,15307.11
SKU00483,2025-10-29,,61400.0,29330.0
SKU00484,2023-11-09,,63800.0,34260.0
SKU00485,2025-06-26,2025-10-09,9056.65,
SKU00485,2025-10-10,,13300.0,
SKU00486,2025-04-30,2025-10-19,45957.32,29775.98
SKU00486,2025-10-20,,71600.0,46390.0
SKU00487,2024-07-25,2025-08-11,11708.02,6183.61
SKU00487,2025-08-12,2026-07-16,17193.63,9080.84
SKU00487,2026-07-17,,23800.0,12570.0
SKU00488,2022-05-26,2026-04-10,10173.58,5568.09
SKU00488,2026-04-11,,44600.0,24410.0
SKU00489,2025-02-13,2025-08-01,13733.87,7084.74
SKU00489,2025-08-02,2025-12-28,16398.96,8459.55
SKU00489,2025-12-29,,22700.0,11710.0
SKU00490,2024-09-27,2026-01-08,5166.74,2917.38
SKU00490,2026-01-09,,9900.0,5590.0
SKU00491,2024-03-08,,89700.0,42590.0
SKU00492,2023-04-04,2025-04-05,20650.28,11471.33
SKU00492,2025-04-06,,65400.0,36330.0
SKU00493,2022-12-13,2023-02-14,8640.72,4463.44
SKU00493,2023-02-15,2023-06-11,9166.94,4735.26
SKU00493,2023-06-12,,30800.0,15910.0
SKU00494,2024-05-24,,88800.0,41890.0
SKU00495,2024-01-25,2025-03-20,22164.89,12355.48
SKU00495,2025-03-21,2026-07-21,33526.38,18688.78
SKU00495,2026-07-22,,53800.0,29990.0
SKU00496,2024-08-19,2025-03-03,43068.8,21134.11
SKU00496,2025-03-04,,85000.0,41710.0
SKU00497,2022-11-14,2024-07-13,1252.91,787.15
SKU00497,2024-07-14,2025-06-05,2262.9,1421.69
SKU00497,2025-06-06,,4600.0,2890.0
SKU00498,2025-06-04,2025-12-10,20837.11,11085.89
SKU00498,2025-12-11,2025-12-28,24880.6,13237.13
SKU00498,2025-12-29,,30600.0,16280.0
SKU00499,2025-01-26,,12500.0,6190.0
SKU00500,2022-02-20,2022-04-15,4571.63,2680.35
SKU00500,2022-04-16,,21900.0,12840.0
SKU00501,2022-03-19,2023-09-17,2988.68,1459.94
SKU00501,2023-09-18,2025-10-04,5088.02,2485.44
SKU00501,2025-10-05,,13900.0,6790.0
SKU00502,2022-12-12,2024-08-27,10492.31,5563.17
SKU00502,2024-08-28,2025-04-22,18950.27,10047.7
SKU00502,2025-04-23,,37400.0,19830.0
SKU00503,2023-06-27,2024-08-31,2110.39,1370.08
SKU00503,2024-09-01,,6300.0,4090.0
SKU00504,2024-03-06,,76100.0,46100.0
SKU00505,2023-11-23,2026-06-12,24775.9,13114.14
SKU00505,2026-06-13,,63800.0,33770.0
SKU00506,2022-04-21,2022-08-16,13464.96,8320.37
SKU00506,2022-08-17,2023-01-04,15154.93,9364.65
SKU00506,2023-01-05,,60800.0,37570.0
SKU00507,2024-05-12,2024-08-26,30232.9,18946.57
SKU00507,2024-08-27,,65200.0,40860.0
SKU00508,2023-12-04,2024-06-23,28199.09,16815.46
SKU00508,2024-06-24,2026-01-05,33671.19,20078.54
SKU00508,2026-01-06,,70500.0,42040.0
SKU00509,2024-03-16,,82200.0,50050.0
SKU00510,2023-04-22,2024-07-04,9851.51,5427.8
SKU00510,2024-07-05,2025-12-22,15348.33,8456.34
SKU00510,2025-12-23,,31200.0,17190.0
SKU00511,2023-09-03,2024-03-29,3770.26,2013.25
SKU00511,2024-03-30,2024-12-19,4501.89,2403.92
SKU00511,2024-12-20,,10300.0,5500.0
SKU00512,2022-09-26,,58300.0,28760.0
SKU00513,2023-03-15,2025-10-21,16186.2,8362.87
SKU00513,2025-10-22,,52800.0,27280.0
SKU00514,2024-08-08,2025-04-11,11349.9,5923.23
SKU00514,2025-04-12,2026-03-12,14377.71,7503.37
SKU00514,2026-03-13,,22400.0,11690.0
SKU00515,2022-04-05,2023-03-11,12025.45,6528.73
SKU00515,2023-03-12,2025-08-03,16646.04,9037.3
SKU00515,2025-08-04,,54300.0,29480.0
SKU00516,2022-06-02,2024-08-29,9679.95,5857.31
SKU00516,2024-08-30,2025-07-04,20875.7,12631.83
SKU00516,2025-07-05,,41200.0,24930.0
SKU00517,2024-03-06,,58500.0,33170.0
SKU00518,2024-09-07,2026-06-10,6314.9,2865.19
SKU00518,2026-06-11,,12100.0,5490.0
SKU00519,2022-09-29,2023-09-10,8934.43,4236.15
SKU00519,2023-09-11,2025-12-02,12738.36,6039.74
SKU00519,2025-12-03,,34800.0,16500.0
SKU00520,2022-11-26,2024-07-15,16206.12,10066.86
SKU00520,2024-07-16,,59500.0,36960.0
SKU00521,2024-10-30,,66900.0,36050.0
SKU00522,2023-04-16,,75600.0,44830.0
SKU00523,2024-04-14,2024-11-01,21564.06,12312.67
SKU00523,2024-11-02,2025-12-25,26521.07,15143.03
SKU00523,2025-12-26,,47900.0,27350.0
SKU00524,2023-02-20,2023-04-14,5357.3,2431.62
SKU00524,2023-04-15,,18000.0,8170.0
SKU00525,2023-12-02,,82900.0,53330.0
SKU00526,2024-08-10,2025-05-31,23713.17,13417.2
SKU00526,2025-06-01,,46800.0,26480.0
SKU00527,2025-03-20,,71500.0,33600.0
SKU00528,2023-06-30,2023-11-05,21907.88,13342.37
SKU00528,2023-11-06,,65400.0,39830.0
SKU00529,2023-04-17,2024-11-27,7230.76,4070.06
SKU00529,2024-11-28,2025-08-18,12679.17,7136.88
SKU00529,2025-08-19,,22900.0,12890.0
SKU00530,2022-05-04,2024-12-17,16606.2,10620.67
SKU00530,2024-12-18,2025-10-16,41516.82,26552.52
SKU00530,2025-10-17,,72800.0,46560.0
SKU00531,2025-01-21,2025-05-30,22497.21,10808.06
SKU00531,2025-05-31,2025-07-31,25320.81,12164.57
SKU00531,2025-08-01,,38300.0,18400.0
SKU00532,2022-04-11,2023-01-20,14638.72,8384.6
SKU00532,2023-01-21,,66100.0,37860.0
SKU00533,2023-12-21,,45400.0,23980.0
SKU00534,2023-09-11,2024-10-21,1647.2,1043.23
SKU00534,2024-10-22,2026-01-22,2418.97,1532.02
SKU00534,2026-01-23,,4500.0,2850.0
SKU00535,2023-01-17,2023-08-05,10286.95,4721.59
SKU00535,2023-08-06,2026-01-09,12651.65,5806.96
SKU00535,2026-01-10,,35600.0,16340.0
SKU00536,2024-09-16,,11100.0,6300.0
SKU00537,2022-04-08,,5100.0,3070.0
SKU00538,2022-09-30,2025-10-08,17278.37,7791.95
SKU00538,2025-10-09,,67300.0,30350.0
SKU00539,2024-04-24,,58700.0,30010.0
SKU00540,2022-04-15,2025-08-09,6112.38,3798.09
SKU00540,2025-08-10,,27600.0,17150.0
SKU00541,2023-01-23,2025-04-21,2398.36,1280.09
SKU00541,2025-04-22,,8300.0,4430.0
SKU00542,2024-07-14,,86000.0,40190.0
SKU00543,2024-06-04,2025-08-06,26507.11,13296.54
SKU00543,2025-08-07,2025-09-02,40094.38,20112.21
SKU00543,2025-09-03,,55500.0,27840.0
SKU00544,2022-12-27,2023-08-11,6228.05,3223.44
SKU00544,2023-08-12,,22200.0,11490.0
SKU00545,2022-07-02,2026-05-11,15657.32,8356.22
SKU00545,2026-05-12,,64700.0,34530.0
SKU00546,2023-04-02,2024-07-06,20492.41,12990.1
SKU00546,2024-07-07,,64900.0,41140.0
SKU00547,2024-07-15,,82300.0,45850.0
SKU00548,2023-04-13,2024-12-17,7767.54,4477.39
SKU00548,2024-12-18,2025-05-06,14029.04,8086.66
SKU00548,2025-05-07,,24600.0,14180.0
SKU00549,2022-05-30,2026-01-13,2303.88,1195.28
SKU00549,2026-01-14,,10100.0,5240.0
