fecha_mes,id_tienda,id_producto,unidades_vendidas,venta_neta
2024-07-01,T12,SKU00051,0,0.0
2024-08-01,T12,SKU00051,0,0.0
2024-09-01,T12,SKU00051,1,27595.73
2024-10-01,T12,SKU00051,0,0.0
2024-11-01,T12,SKU00051,0,0.0
2024-12-01,T12,SKU00051,0,0.0
2025-01-01,T12,SKU00051,0,0.0
2025-02-01,T12,SKU00051,0,0.0
2025-03-01,T12,SKU00051,1,29828.41
2025-04-01,T12,SKU00051,1,27851.83
2025-05-01,T12,SKU00051,0,0.0
2025-06-01,T12,SKU00051,0,0.0
2025-07-01,T12,SKU00051,0,0.0
2025-08-01,T12,SKU00051,1,29223.6
2025-09-01,T12,SKU00051,2,59020.1
2025-10-01,T12,SKU00051,1,27292.33
2025-11-01,T12,SKU00051,0,0.0
2025-12-01,T12,SKU00051,0,0.0
2022-06-01,T20,SKU00051,1,29198.74
2022-07-01,T20,SKU00051,0,0.0
2022-08-01,T20,SKU00051,0,0.0
2022-09-01,T20,SKU00051,1,26914.07
2022-10-01,T20,SKU00051,0,0.0
2022-11-01,T20,SKU00051,0,0.0
2022-12-01,T20,SKU00051,2,54960.61
2023-01-01,T20,SKU00051,0,0.0
2023-02-01,T20,SKU00051,0,0.0
2023-03-01,T20,SKU00051,0,0.0
2023-04-01,T20,SKU00051,0,0.0
2023-05-01,T20,SKU00051,0,0.0
2023-06-01,T20,SKU00051,0,0.0
2023-07-01,T20,SKU00051,0,0.0
2023-08-01,T20,SKU00051,1,27364.01
2023-09-01,T20,SKU00051,0,0.0
2023-10-01,T20,SKU00051,0,0.0
2023-11-01,T20,SKU00051,1,26683.0
2023-12-01,T20,SKU00051,0,0.0
2024-01-01,T20,SKU00051,0,0.0
2024-02-01,T20,SKU00051,0,0.0
2024-03-01,T20,SKU00051,0,0.0
2024-04-01,T20,SKU00051,1,28383.17
2024-05-01,T20,SKU00051,0,0.0
2024-06-01,T20,SKU00051,2,55292.87
2024-07-01,T20,SKU00051,0,0.0
2024-08-01,T20,SKU00051,0,0.0
2024-10-01,T20,SKU00051,1,27328.07
2024-11-01,T20,SKU00051,0,0.0
2024-12-01,T20,SKU00051,0,0.0
2025-01-01,T20,SKU00051,1,29093.99
2025-02-01,T20,SKU00051,1,29522.63
2025-03-01,T20,SKU00051,0,0.0
2025-04-01,T20,SKU00051,0,0.0
2025-05-01,T20,SKU00051,-1,-26082.99
2025-06-01,T20,SKU00051,1,28726.56
2025-07-01,T20,SKU00051,0,0.0
2025-09-01,T20,SKU00051,0,0.0
2025-10-01,T20,SKU00051,1,26629.11
2025-11-01,T20,SKU00051,2,59967.55
2025-12-01,T20,SKU00051,1,29432.04
2022-06-01,T15,SKU00051,0,0.0
2022-08-01,T15,SKU00051,0,0.0
2022-09-01,T15,SKU00051,1,25872.07
2022-10-01,T15,SKU00051,-4,-107258.21
2022-11-01,T15,SKU00051,2,54187.98
2022-12-01,T15,SKU00051,0,0.0
2023-01-01,T15,SKU00051,1,27939.57
2023-02-01,T15,SKU00051,0,0.0
2023-04-01,T15,SKU00051,1,29887.41
2023-06-01,T15,SKU00051,1,26089.86
2023-07-01,T15,SKU00051,0,0.0
2023-08-01,T15,SKU00051,0,0.0
2023-09-01,T15,SKU00051,0,0.0
2023-10-01,T15,SKU00051,1,26897.16
2023-11-01,T15,SKU00051,0,0.0
2023-12-01,T15,SKU00051,1,29411.08
2024-01-01,T15,SKU00051,1,28374.69
2024-02-01,T15,SKU00051,0,0.0
2024-03-01,T15,SKU00051,0,0.0
2024-04-01,T15,SKU00051,1,26608.44
2024-05-01,T15,SKU00051,1,27417.5
2024-06-01,T15,SKU00051,1,28300.65
2024-07-01,T15,SKU00051,0,0.0
2024-08-01,T15,SKU00051,0,0.0
2024-09-01,T15,SKU00051,0,0.0
2024-10-01,T15,SKU00051,0,0.0
2024-11-01,T15,SKU00051,0,0.0
2024-12-01,T15,SKU00051,2,51013.14
2025-02-01,T15,SKU00051,0,0.0
2025-04-01,T15,SKU00051,0,0.0
2025-05-01,T15,SKU00051,3,84030.23
2025-06-01,T15,SKU00051,1,26147.1
2025-07-01,T15,SKU00051,0,0.0
2025-08-01,T15,SKU00051,0,0.0
2025-09-01,T15,SKU00051,0,0.0
2025-10-01,T15,SKU00051,0,0.0
2025-11-01,T15,SKU00051,0,0.0
2025-12-01,T15,SKU00051,0,0.0
2022-06-01,T01,SKU00051,1,29263.45
2022-07-01,T01,SKU00051,1,26103.39
2022-08-01,T01,SKU00051,-2,-59435.03
2022-10-01,T01,SKU00051,1,28961.26
2022-11-01,T01,SKU00051,1,26556.53
2022-12-01,T01,SKU00051,-4,-115111.95
2023-01-01,T01,SKU00051,0,0.0
2023-02-01,T01,SKU00051,1,27540.61
2023-04-01,T01,SKU00051,0,0.0
2023-05-01,T01,SKU00051,1,26250.01
2023-06-01,T01,SKU00051,1,27507.85
2023-07-01,T01,SKU00051,0,0.0
2023-08-01,T01,SKU00051,0,0.0
2023-09-01,T01,SKU00051,0,0.0
2023-10-01,T01,SKU00051,1,29891.76
2023-11-01,T01,SKU00051,0,0.0
2023-12-01,T01,SKU00051,2,52588.8
2024-01-01,T01,SKU00051,0,0.0
2024-02-01,T01,SKU00051,1,26712.88
2024-03-01,T01,SKU00051,1,28068.44
2024-04-01,T01,SKU00051,3,81044.26
2024-05-01,T01,SKU00051,1,27442.15
2024-06-01,T01,SKU00051,1,26117.46
2024-07-01,T01,SKU00051,1,25904.77
2024-08-01,T01,SKU00051,0,0.0
2024-09-01,T01,SKU00051,0,0.0
2024-10-01,T01,SKU00051,1,27803.27
2024-11-01,T01,SKU00051,1,27996.12
2024-12-01,T01,SKU00051,2,58240.37
2025-01-01,T01,SKU00051,0,0.0
2025-02-01,T01,SKU00051,1,25848.72
2025-03-01,T01,SKU00051,2,53443.15
2025-04-01,T01,SKU00051,1,26350.04
2025-05-01,T01,SKU00051,0,0.0
2025-06-01,T01,SKU00051,1,26320.5
2025-07-01,T01,SKU00051,1,27764.21
2025-08-01,T01,SKU00051,0,0.0
2025-09-01,T01,SKU00051,0,0.0
2025-10-01,T01,SKU00051,1,26760.2
2025-11-01,T01,SKU00051,0,0.0
2025-12-01,T01,SKU00051,2,51150.21
2022-12-01,T04,SKU00052,0,0.0
2023-01-01,T04,SKU00052,1,67434.97
2023-02-01,T04,SKU00052,1,67527.42
2023-03-01,T04,SKU00052,0,0.0
2023-04-01,T04,SKU00052,0,0.0
2023-05-01,T04,SKU00052,0,0.0
2023-06-01,T04,SKU00052,1,68396.14
2023-07-01,T04,SKU00052,0,0.0
2023-08-01,T04,SKU00052,0,0.0
2023-09-01,T04,SKU00052,0,0.0
2023-10-01,T04,SKU00052,0,0.0
2023-12-01,T04,SKU00052,-1,-70786.87
2024-01-01,T04,SKU00052,0,0.0
2024-02-01,T04,SKU00052,3,212877.79
2024-03-01,T04,SKU00052,1,74585.45
2024-04-01,T04,SKU00052,1,68393.55
2024-05-01,T04,SKU00052,0,0.0
2024-06-01,T04,SKU00052,0,0.0
2024-07-01,T04,SKU00052,3,222537.89
2024-08-01,T04,SKU00052,2,145507.88
2024-10-01,T04,SKU00052,0,0.0
2024-11-01,T04,SKU00052,-1,-70313.28
2024-12-01,T04,SKU00052,1,65767.71
2025-01-01,T04,SKU00052,0,0.0
2025-02-01,T04,SKU00052,1,69380.76
2025-03-01,T04,SKU00052,1,72516.78
2025-04-01,T04,SKU00052,0,0.0
2025-05-01,T04,SKU00052,0,0.0
2025-06-01,T04,SKU00052,0,0.0
2025-07-01,T04,SKU00052,1,74788.2
2025-08-01,T04,SKU00052,0,0.0
2025-09-01,T04,SKU00052,1,67922.31
2025-10-01,T04,SKU00052,0,0.0
2025-11-01,T04,SKU00052,1,67121.1
2025-12-01,T04,SKU00052,0,0.0
2022-12-01,T06,SKU00052,0,0.0
2023-01-01,T06,SKU00052,2,134961.92
2023-02-01,T06,SKU00052,2,132282.21
2023-03-01,T06,SKU00052,0,0.0
2023-04-01,T06,SKU00052,2,140458.79
2023-05-01,T06,SKU00052,0,0.0
2023-06-01,T06,SKU00052,2,131974.22
2023-07-01,T06,SKU00052,0,0.0
2023-08-01,T06,SKU00052,0,0.0
2023-09-01,T06,SKU00052,0,0.0
2023-11-01,T06,SKU00052,0,0.0
2023-12-01,T06,SKU00052,0,0.0
2024-01-01,T06,SKU00052,0,0.0
2024-02-01,T06,SKU00052,0,0.0
2024-03-01,T06,SKU00052,0,0.0
2024-04-01,T06,SKU00052,0,0.0
2024-05-01,T06,SKU00052,0,0.0
2024-06-01,T06,SKU00052,0,0.0
2024-07-01,T06,SKU00052,1,66297.53
2024-08-01,T06,SKU00052,0,0.0
2024-09-01,T06,SKU00052,1,75493.21
2024-10-01,T06,SKU00052,1,71325.37
2024-11-01,T06,SKU00052,2,131530.75
2024-12-01,T06,SKU00052,0,0.0
2025-01-01,T06,SKU00052,0,0.0
2025-02-01,T06,SKU00052,2,145739.72
2025-03-01,T06,SKU00052,0,0.0
2025-04-01,T06,SKU00052,0,0.0
2025-05-01,T06,SKU00052,0,0.0
2025-06-01,T06,SKU00052,0,0.0
2025-08-01,T06,SKU00052,1,72145.94
2025-09-01,T06,SKU00052,0,0.0
2025-10-01,T06,SKU00052,0,0.0
2025-11-01,T06,SKU00052,0,0.0
2025-12-01,T06,SKU00052,1,75531.86
2022-12-01,T23,SKU00052,2,140106.44
2023-01-01,T23,SKU00052,0,0.0
2023-02-01,T23,SKU00052,0,0.0
2023-03-01,T23,SKU00052,1,67294.56
2023-04-01,T23,SKU00052,0,0.0
2023-05-01,T23,SKU00052,1,73974.61
2023-06-01,T23,SKU00052,0,0.0
2023-07-01,T23,SKU00052,0,0.0
2023-09-01,T23,SKU00052,2,141378.99
2023-10-01,T23,SKU00052,0,0.0
2023-11-01,T23,SKU00052,0,0.0
2023-12-01,T23,SKU00052,-1,-74947.11
2024-01-01,T23,SKU00052,1,73809.51
2024-02-01,T23,SKU00052,0,0.0
2024-03-01,T23,SKU00052,1,75683.48
2024-04-01,T23,SKU00052,0,0.0
2024-05-01,T23,SKU00052,0,0.0
2024-06-01,T23,SKU00052,0,0.0
2024-07-01,T23,SKU00052,1,65411.6
2024-08-01,T23,SKU00052,2,131671.38
2024-09-01,T23,SKU00052,1,75578.84
2024-10-01,T23,SKU00052,2,134434.77
2024-11-01,T23,SKU00052,0,0.0
2024-12-01,T23,SKU00052,3,226372.91
2025-01-01,T23,SKU00052,0,0.0
2025-03-01,T23,SKU00052,0,0.0
2025-04-01,T23,SKU00052,1,66659.78
2025-05-01,T23,SKU00052,0,0.0
2025-06-01,T23,SKU00052,1,73649.67
2025-07-01,T23,SKU00052,0,0.0
2025-08-01,T23,SKU00052,1,68795.59
2025-09-01,T23,SKU00052,1,70308.19
2025-10-01,T23,SKU00052,0,0.0
2025-11-01,T23,SKU00052,0,0.0
2025-12-01,T23,SKU00052,0,0.0
2022-12-01,T20,SKU00052,0,0.0
2023-01-01,T20,SKU00052,0,0.0
2023-02-01,T20,SKU00052,1,69898.6
2023-03-01,T20,SKU00052,3,215064.89
2023-04-01,T20,SKU00052,0,0.0
2023-05-01,T20,SKU00052,1,70379.32
2023-06-01,T20,SKU00052,2,131754.86
2023-07-01,T20,SKU00052,1,71991.51
2023-08-01,T20,SKU00052,0,0.0
2023-09-01,T20,SKU00052,0,0.0
2023-10-01,T20,SKU00052,0,0.0
2023-11-01,T20,SKU00052,0,0.0
2023-12-01,T20,SKU00052,0,0.0
2024-01-01,T20,SKU00052,2,147911.94
2024-02-01,T20,SKU00052,3,227606.86
2024-03-01,T20,SKU00052,0,0.0
2024-04-01,T20,SKU00052,0,0.0
2024-05-01,T20,SKU00052,1,69155.61
2024-06-01,T20,SKU00052,0,0.0
2024-07-01,T20,SKU00052,0,0.0
2024-08-01,T20,SKU00052,2,138269.29
2024-09-01,T20,SKU00052,1,72583.2
2024-10-01,T20,SKU00052,2,134482.66
2024-11-01,T20,SKU00052,0,0.0
2024-12-01,T20,SKU00052,0,0.0
2025-01-01,T20,SKU00052,0,0.0
2025-02-01,T20,SKU00052,1,72639.44
2025-03-01,T20,SKU00052,2,143696.48
2025-04-01,T20,SKU00052,0,0.0
2025-05-01,T20,SKU00052,2,151921.29
2025-06-01,T20,SKU00052,0,0.0
2025-07-01,T20,SKU00052,0,0.0
2025-08-01,T20,SKU00052,0,0.0
2025-09-01,T20,SKU00052,1,69642.01
2025-10-01,T20,SKU00052,0,0.0
2025-11-01,T20,SKU00052,0,0.0
2025-12-01,T20,SKU00052,0,0.0
2022-12-01,T19,SKU00052,0,0.0
2023-01-01,T19,SKU00052,1,70020.96
2023-02-01,T19,SKU00052,1,67691.16
2023-03-01,T19,SKU00052,1,68893.6
2023-04-01,T19,SKU00052,1,68007.86
2023-06-01,T19,SKU00052,0,0.0
2023-07-01,T19,SKU00052,1,74149.98
2023-08-01,T19,SKU00052,1,74659.68
2023-09-01,T19,SKU00052,0,0.0
2023-10-01,T19,SKU00052,0,0.0
2023-11-01,T19,SKU00052,0,0.0
2023-12-01,T19,SKU00052,0,0.0
2024-01-01,T19,SKU00052,0,0.0
2024-02-01,T19,SKU00052,3,226012.53
2024-03-01,T19,SKU00052,0,0.0
2024-04-01,T19,SKU00052,1,66177.84
2024-05-01,T19,SKU00052,0,0.0
2024-06-01,T19,SKU00052,0,0.0
2024-07-01,T19,SKU00052,0,0.0
2024-08-01,T19,SKU00052,0,0.0
2024-09-01,T19,SKU00052,4,260373.72
2024-10-01,T19,SKU00052,1,68646.99
2024-11-01,T19,SKU00052,0,0.0
2024-12-01,T19,SKU00052,0,0.0
2025-01-01,T19,SKU00052,1,70976.31
2025-02-01,T19,SKU00052,1,64956.5
2025-03-01,T19,SKU00052,2,147764.68
2025-04-01,T19,SKU00052,0,0.0
2025-05-01,T19,SKU00052,1,65990.49
2025-06-01,T19,SKU00052,1,67077.44
2025-07-01,T19,SKU00052,0,0.0
2025-08-01,T19,SKU00052,0,0.0
2025-09-01,T19,SKU00052,2,150566.35
2025-10-01,T19,SKU00052,0,0.0
2025-11-01,T19,SKU00052,1,74937.29
2025-12-01,T19,SKU00052,1,65168.52
2022-12-01,T08,SKU00052,2,144692.21
2023-01-01,T08,SKU00052,1,75646.03
2023-02-01,T08,SKU00052,0,0.0
2023-03-01,T08,SKU00052,1,67535.46
2023-04-01,T08,SKU00052,1,75373.43
2023-05-01,T08,SKU00052,1,75953.19
2023-06-01,T08,SKU00052,0,0.0
2023-07-01,T08,SKU00052,0,0.0
2023-08-01,T08,SKU00052,1,73026.83
2023-09-01,T08,SKU00052,2,142593.64
2023-10-01,T08,SKU00052,0,0.0
2024-01-01,T08,SKU00052,1,69052.22
2024-02-01,T08,SKU00052,1,74944.54
2024-03-01,T08,SKU00052,0,0.0
2024-04-01,T08,SKU00052,0,0.0
2024-05-01,T08,SKU00052,1,67513.89
2024-06-01,T08,SKU00052,1,69930.83
2024-07-01,T08,SKU00052,1,71668.87
2024-08-01,T08,SKU00052,0,0.0
2024-09-01,T08,SKU00052,1,76171.01
2024-10-01,T08,SKU00052,0,0.0
2024-11-01,T08,SKU00052,0,0.0
2024-12-01,T08,SKU00052,0,0.0
2025-01-01,T08,SKU00052,0,0.0
2025-02-01,T08,SKU00052,2,147979.47
2025-03-01,T08,SKU00052,1,73758.76
2025-04-01,T08,SKU00052,0,0.0
2025-05-01,T08,SKU00052,2,139579.4
2025-06-01,T08,SKU00052,1,68594.75
2025-07-01,T08,SKU00052,3,220225.21
2025-08-01,T08,SKU00052,0,0.0
2025-09-01,T08,SKU00052,1,70724.41
2025-10-01,T08,SKU00052,2,139087.4
2025-11-01,T08,SKU00052,0,0.0
2025-12-01,T08,SKU00052,0,0.0
2022-12-01,T09,SKU00052,2,151977.45
2023-01-01,T09,SKU00052,0,0.0
2023-02-01,T09,SKU00052,0,0.0
2023-03-01,T09,SKU00052,1,71711.24
2023-04-01,T09,SKU00052,2,131268.18
2023-05-01,T09,SKU00052,2,145747.76
2023-06-01,T09,SKU00052,0,0.0
2023-07-01,T09,SKU00052,0,0.0
2023-08-01,T09,SKU00052,1,68005.35
2023-09-01,T09,SKU00052,0,0.0
2023-10-01,T09,SKU00052,1,65409.99
2023-12-01,T09,SKU00052,1,69249.84
2024-01-01,T09,SKU00052,1,74579.53
2024-02-01,T09,SKU00052,0,0.0
2024-03-01,T09,SKU00052,2,146731.89
2024-04-01,T09,SKU00052,0,0.0
2024-05-01,T09,SKU00052,0,0.0
2024-06-01,T09,SKU00052,0,0.0
2024-07-01,T09,SKU00052,1,69610.48
2024-08-01,T09,SKU00052,0,0.0
2024-09-01,T09,SKU00052,0,0.0
2024-10-01,T09,SKU00052,1,65815.39
2024-11-01,T09,SKU00052,0,0.0
2024-12-01,T09,SKU00052,1,70108.99
2025-02-01,T09,SKU00052,2,130361.85
2025-03-01,T09,SKU00052,1,65231.02
2025-04-01,T09,SKU00052,0,0.0
2025-05-01,T09,SKU00052,0,0.0
2025-06-01,T09,SKU00052,1,70800.35
2025-07-01,T09,SKU00052,2,135171.43
2025-08-01,T09,SKU00052,1,73377.9
2025-09-01,T09,SKU00052,1,72302.0
2025-10-01,T09,SKU00052,0,0.0
2025-11-01,T09,SKU00052,0,0.0
2025-12-01,T09,SKU00052,0,0.0
2022-12-01,T14,SKU00052,0,0.0
2023-01-01,T14,SKU00052,1,65229.95
2023-03-01,T14,SKU00052,0,0.0
2023-04-01,T14,SKU00052,0,0.0
2023-05-01,T14,SKU00052,0,0.0
2023-06-01,T14,SKU00052,1,65587.92
2023-07-01,T14,SKU00052,0,0.0
2023-08-01,T14,SKU00052,1,73333.79
2023-09-01,T14,SKU00052,0,0.0
2023-10-01,T14,SKU00052,0,0.0
2023-11-01,T14,SKU00052,1,76287.5
2023-12-01,T14,SKU00052,0,0.0
2024-01-01,T14,SKU00052,0,0.0
2024-02-01,T14,SKU00052,2,142965.85
2024-03-01,T14,SKU00052,0,0.0
2024-04-01,T14,SKU00052,0,0.0
2024-05-01,T14,SKU00052,0,0.0
2024-06-01,T14,SKU00052,1,67460.2
2024-07-01,T14,SKU00052,0,0.0
2024-08-01,T14,SKU00052,0,0.0
2024-09-01,T14,SKU00052,1,70532.55
2024-10-01,T14,SKU00052,1,71992.83
2024-11-01,T14,SKU00052,2,150654.38
2024-12-01,T14,SKU00052,2,131938.15
2025-01-01,T14,SKU00052,1,67373.52
2025-02-01,T14,SKU00052,0,0.0
2025-03-01,T14,SKU00052,2,143076.86
2025-04-01,T14,SKU00052,2,139501.4
2025-05-01,T14,SKU00052,0,0.0
2025-06-01,T14,SKU00052,0,0.0
2025-08-01,T14,SKU00052,1,75836.94
2025-09-01,T14,SKU00052,1,70662.07
2025-10-01,T14,SKU00052,0,0.0
2025-11-01,T14,SKU00052,0,0.0
2025-12-01,T14,SKU00052,0,0.0
2022-06-01,T27,SKU00053,0,0.0
2022-07-01,T27,SKU00053,2,78051.07
2022-08-01,T27,SKU00053,0,0.0
2022-10-01,T27,SKU00053,2,73348.84
2022-11-01,T27,SKU00053,1,39485.62
2022-12-01,T27,SKU00053,0,0.0
2023-01-01,T27,SKU00053,0,0.0
2023-02-01,T27,SKU00053,0,0.0
2023-03-01,T27,SKU00053,2,70701.1
2023-04-01,T27,SKU00053,0,0.0
2023-05-01,T27,SKU00053,0,0.0
2023-06-01,T27,SKU00053,0,0.0
2023-07-01,T27,SKU00053,0,0.0
2023-08-01,T27,SKU00053,0,0.0
2023-09-01,T27,SKU00053,0,0.0
2023-10-01,T27,SKU00053,1,37905.99
2023-12-01,T27,SKU00053,0,0.0
2024-01-01,T27,SKU00053,0,0.0
2024-02-01,T27,SKU00053,1,37524.74
2024-03-01,T27,SKU00053,0,0.0
2024-04-01,T27,SKU00053,1,35915.56
2024-05-01,T27,SKU00053,1,38612.25
2024-06-01,T27,SKU00053,0,0.0
2024-07-01,T27,SKU00053,2,80870.94
2024-08-01,T27,SKU00053,0,0.0
2024-12-01,T27,SKU00053,0,0.0
2025-01-01,T27,SKU00053,0,0.0
2025-02-01,T27,SKU00053,2,77336.08
2025-03-01,T27,SKU00053,1,37307.97
2025-04-01,T27,SKU00053,1,37150.34
2025-05-01,T27,SKU00053,0,0.0
2025-06-01,T27,SKU00053,2,81084.95
2025-08-01,T27,SKU00053,0,0.0
2025-09-01,T27,SKU00053,0,0.0
2025-10-01,T27,SKU00053,0,0.0
2025-11-01,T27,SKU00053,1,37905.16
2025-12-01,T27,SKU00053,0,0.0
2022-06-01,T21,SKU00053,1,38443.21
2022-07-01,T21,SKU00053,1,37274.91
2022-08-01,T21,SKU00053,0,0.0
2022-09-01,T21,SKU00053,1,36693.43
2022-10-01,T21,SKU00053,1,38400.25
2022-11-01,T21,SKU00053,2,71911.82
2022-12-01,T21,SKU00053,4,157946.54
2023-01-01,T21,SKU00053,3,116608.2
2023-02-01,T21,SKU00053,0,0.0
2023-03-01,T21,SKU00053,1,34790.91
2023-04-01,T21,SKU00053,0,0.0
2023-05-01,T21,SKU00053,1,34740.94
2023-06-01,T21,SKU00053,0,0.0
2023-07-01,T21,SKU00053,1,36429.72
2023-08-01,T21,SKU00053,1,40384.23
2023-09-01,T21,SKU00053,0,0.0
2023-10-01,T21,SKU00053,0,0.0
2023-11-01,T21,SKU00053,0,0.0
2023-12-01,T21,SKU00053,2,78292.79
2024-01-01,T21,SKU00053,1,37819.3
2024-02-01,T21,SKU00053,1,36494.9
2024-04-01,T21,SKU00053,0,0.0
2024-05-01,T21,SKU00053,0,0.0
2024-06-01,T21,SKU00053,0,0.0
2024-07-01,T21,SKU00053,0,0.0
2024-08-01,T21,SKU00053,1,35438.09
2024-09-01,T21,SKU00053,0,0.0
2024-10-01,T21,SKU00053,1,37158.2
2024-11-01,T21,SKU00053,1,36951.14
2024-12-01,T21,SKU00053,2,70563.99
2025-01-01,T21,SKU00053,0,0.0
2025-02-01,T21,SKU00053,-4,-159955.07
2025-03-01,T21,SKU00053,0,0.0
2025-04-01,T21,SKU00053,1,37903.45
2025-05-01,T21,SKU00053,0,0.0
2025-07-01,T21,SKU00053,1,37823.63
2025-08-01,T21,SKU00053,0,0.0
2025-09-01,T21,SKU00053,0,0.0
2025-10-01,T21,SKU00053,0,0.0
2025-11-01,T21,SKU00053,1,39262.23
2022-06-01,T19,SKU00053,1,35109.29
2022-07-01,T19,SKU00053,1,38742.57
2022-08-01,T19,SKU00053,0,0.0
2022-09-01,T19,SKU00053,0,0.0
2022-10-01,T19,SKU00053,2,70252.54
2022-11-01,T19,SKU00053,0,0.0
2022-12-01,T19,SKU00053,0,0.0
2023-02-01,T19,SKU00053,0,0.0
2023-03-01,T19,SKU00053,1,37738.18
2023-04-01,T19,SKU00053,3,109946.86
2023-05-01,T19,SKU00053,0,0.0
2023-06-01,T19,SKU00053,2,70774.81
2023-07-01,T19,SKU00053,0,0.0
2023-08-01,T19,SKU00053,0,0.0
2023-09-01,T19,SKU00053,0,0.0
2023-10-01,T19,SKU00053,0,0.0
2023-11-01,T19,SKU00053,2,80235.45
2023-12-01,T19,SKU00053,0,0.0
2024-01-01,T19,SKU00053,1,34640.25
2024-02-01,T19,SKU00053,0,0.0
2024-03-01,T19,SKU00053,1,40165.54
2024-04-01,T19,SKU00053,0,0.0
2024-05-01,T19,SKU00053,1,36892.78
2024-06-01,T19,SKU00053,5,188213.93
2024-07-01,T19,SKU00053,1,38715.2
2024-08-01,T19,SKU00053,1,35972.79
2024-10-01,T19,SKU00053,0,0.0
2024-11-01,T19,SKU00053,0,0.0
2024-12-01,T19,SKU00053,1,38167.1
2025-01-01,T19,SKU00053,0,0.0
2025-02-01,T19,SKU00053,3,114866.43
2025-03-01,T19,SKU00053,1,36470.05
2025-04-01,T19,SKU00053,0,0.0
2025-05-01,T19,SKU00053,1,38382.35
2025-06-01,T19,SKU00053,2,79747.16
2025-07-01,T19,SKU00053,2,76110.34
2025-08-01,T19,SKU00053,1,35301.1
2025-09-01,T19,SKU00053,0,0.0
2025-10-01,T19,SKU00053,0,0.0
2025-11-01,T19,SKU00053,0,0.0
2025-12-01,T19,SKU00053,0,0.0
2022-06-01,T17,SKU00053,1,35782.25
2022-07-01,T17,SKU00053,1,37165.64
2022-08-01,T17,SKU00053,3,120331.9
2022-09-01,T17,SKU00053,0,0.0
2022-10-01,T17,SKU00053,-4,-142190.46
2022-11-01,T17,SKU00053,0,0.0
2022-12-01,T17,SKU00053,3,117773.06
2023-01-01,T17,SKU00053,0,0.0
2023-02-01,T17,SKU00053,0,0.0
2023-03-01,T17,SKU00053,1,36832.79
2023-04-01,T17,SKU00053,0,0.0
2023-05-01,T17,SKU00053,1,40338.74
2023-06-01,T17,SKU00053,0,0.0
2023-07-01,T17,SKU00053,2,70887.34
2023-08-01,T17,SKU00053,2,75321.44
2023-09-01,T17,SKU00053,1,38113.8
2023-11-01,T17,SKU00053,1,35322.55
2023-12-01,T17,SKU00053,1,40080.87
2024-01-01,T17,SKU00053,0,0.0
2024-02-01,T17,SKU00053,1,38085.28
2024-03-01,T17,SKU00053,1,38061.57
2024-04-01,T17,SKU00053,2,81064.25
2024-05-01,T17,SKU00053,1,39835.02
2024-06-01,T17,SKU00053,1,36416.34
2024-07-01,T17,SKU00053,0,0.0
2024-08-01,T17,SKU00053,2,69626.85
2024-09-01,T17,SKU00053,2,70493.21
2024-10-01,T17,SKU00053,3,104633.05
2024-11-01,T17,SKU00053,0,0.0
2024-12-01,T17,SKU00053,1,34971.26
2025-02-01,T17,SKU00053,0,0.0
2025-03-01,T17,SKU00053,0,0.0
2025-04-01,T17,SKU00053,1,34911.63
2025-05-01,T17,SKU00053,0,0.0
2025-06-01,T17,SKU00053,0,0.0
2025-07-01,T17,SKU00053,0,0.0
2025-08-01,T17,SKU00053,0,0.0
2025-09-01,T17,SKU00053,0,0.0
2025-10-01,T17,SKU00053,0,0.0
2025-11-01,T17,SKU00053,2,78834.95
2022-06-01,T14,SKU00053,0,0.0
2022-07-01,T14,SKU00053,0,0.0
2022-08-01,T14,SKU00053,0,0.0
2022-09-01,T14,SKU00053,1,37882.59
2022-10-01,T14,SKU00053,0,0.0
2022-11-01,T14,SKU00053,0,0.0
2022-12-01,T14,SKU00053,1,35553.18
2023-01-01,T14,SKU00053,1,35024.43
2023-02-01,T14,SKU00053,0,0.0
2023-03-01,T14,SKU00053,0,0.0
2023-04-01,T14,SKU00053,0,0.0
2023-05-01,T14,SKU00053,0,0.0
2023-06-01,T14,SKU00053,0,0.0
2023-07-01,T14,SKU00053,1,38009.38
2023-08-01,T14,SKU00053,2,70029.91
2023-09-01,T14,SKU00053,0,0.0
2023-10-01,T14,SKU00053,1,35738.32
2023-11-01,T14,SKU00053,0,0.0
2023-12-01,T14,SKU00053,0,0.0
2024-01-01,T14,SKU00053,0,0.0
2024-02-01,T14,SKU00053,0,0.0
2024-03-01,T14,SKU00053,0,0.0
2024-04-01,T14,SKU00053,3,104272.94
2024-05-01,T14,SKU00053,0,0.0
2024-06-01,T14,SKU00053,0,0.0
2024-07-01,T14,SKU00053,0,0.0
2024-08-01,T14,SKU00053,0,0.0
2024-09-01,T14,SKU00053,2,80389.52
2024-10-01,T14,SKU00053,1,39214.47
2024-11-01,T14,SKU00053,2,80660.98
2024-12-01,T14,SKU00053,0,0.0
2025-02-01,T14,SKU00053,0,0.0
2025-03-01,T14,SKU00053,1,38658.24
2025-04-01,T14,SKU00053,0,0.0
2025-05-01,T14,SKU00053,0,0.0
2025-06-01,T14,SKU00053,1,40429.09
2025-07-01,T14,SKU00053,0,0.0
2025-08-01,T14,SKU00053,1,39929.62
2025-09-01,T14,SKU00053,0,0.0
2025-10-01,T14,SKU00053,2,70272.77
2025-11-01,T14,SKU00053,0,0.0
2025-12-01,T14,SKU00053,0,0.0
