fecha_mes,id_tienda,id_producto,stock_disponible,stock_en_transito
2025-04-01,T20,SKU00072,16,3
2025-05-01,T20,SKU00072,23,4
2025-06-01,T20,SKU00072,17,2
2025-07-01,T20,SKU00072,19,3
2025-08-01,T20,SKU00072,16,5
2025-09-01,T20,SKU00072,22,3
2025-10-01,T20,SKU00072,17,4
2025-11-01,T20,SKU00072,8,2
2025-12-01,T20,SKU00072,24,4
2022-12-01,T15,SKU00072,24,2
2023-01-01,T15,SKU00072,14,1
2023-02-01,T15,SKU00072,18,7
2023-03-01,T15,SKU00072,18,7
2023-04-01,T15,SKU00072,10,4
2023-05-01,T15,SKU00072,26,5
2023-06-01,T15,SKU00072,13,7
2023-07-01,T15,SKU00072,23,0
2023-08-01,T15,SKU00072,30,1
2023-09-01,T15,SKU00072,21,4
2023-10-01,T15,SKU00072,10,5
2023-11-01,T15,SKU00072,7,6
2023-12-01,T15,SKU00072,22,3
2024-01-01,T15,SKU00072,19,1
2024-02-01,T15,SKU00072,18,3
2024-03-01,T15,SKU00072,23,4
2024-04-01,T15,SKU00072,15,1
2024-05-01,T15,SKU00072,16,4
2024-06-01,T15,SKU00072,6,6
2024-07-01,T15,SKU00072,12,2
2024-08-01,T15,SKU00072,15,3
2024-09-01,T15,SKU00072,16,4
2024-10-01,T15,SKU00072,6,1
2024-11-01,T15,SKU00072,15,4
2024-12-01,T15,SKU00072,10,0
2025-01-01,T15,SKU00072,15,3
2025-02-01,T15,SKU00072,23,3
2025-03-01,T15,SKU00072,9,5
2025-04-01,T15,SKU00072,23,1
2025-05-01,T15,SKU00072,25,3
2025-06-01,T15,SKU00072,14,3
2025-07-01,T15,SKU00072,24,4
2025-08-01,T15,SKU00072,16,1
2025-09-01,T15,SKU00072,10,7
2025-10-01,T15,SKU00072,19,2
2025-11-01,T15,SKU00072,18,4
2025-12-01,T15,SKU00072,-9,2
2023-01-01,T23,SKU00072,22,3
2023-02-01,T23,SKU00072,15,1
2023-03-01,T23,SKU00072,15,3
2023-04-01,T23,SKU00072,18,2
2023-05-01,T23,SKU00072,23,3
2023-06-01,T23,SKU00072,27,1
2023-07-01,T23,SKU00072,5,2
2023-08-01,T23,SKU00072,33,5
2023-09-01,T23,SKU00072,21,0
2023-10-01,T23,SKU00072,21,2
2023-11-01,T23,SKU00072,29,2
2023-12-01,T23,SKU00072,22,3
2024-01-01,T23,SKU00072,20,3
2024-02-01,T23,SKU00072,9,3
2024-03-01,T23,SKU00072,19,3
2024-04-01,T23,SKU00072,26,4
2024-05-01,T23,SKU00072,14,1
2024-06-01,T23,SKU00072,21,2
2024-07-01,T23,SKU00072,26,2
2024-08-01,T23,SKU00072,12,6
2024-09-01,T23,SKU00072,7,0
2024-10-01,T23,SKU00072,24,9
2024-11-01,T23,SKU00072,24,1
2024-12-01,T23,SKU00072,19,3
2025-01-01,T23,SKU00072,11,1
2025-02-01,T23,SKU00072,36,1
2025-03-01,T23,SKU00072,15,3
2025-04-01,T23,SKU00072,36,2
2025-05-01,T23,SKU00072,28,4
2025-06-01,T23,SKU00072,16,2
2025-07-01,T23,SKU00072,22,5
2025-08-01,T23,SKU00072,16,3
2025-09-01,T23,SKU00072,22,4
2025-10-01,T23,SKU00072,30,6
2025-11-01,T23,SKU00072,20,3
2025-12-01,T23,SKU00072,14,2
2022-12-01,T26,SKU00072,17,1
2023-01-01,T26,SKU00072,23,3
2023-02-01,T26,SKU00072,16,5
2023-03-01,T26,SKU00072,21,4
2023-04-01,T26,SKU00072,19,5
2023-05-01,T26,SKU00072,18,3
2023-07-01,T26,SKU00072,18,3
2023-08-01,T26,SKU00072,11,4
2023-09-01,T26,SKU00072,14,1
2023-10-01,T26,SKU00072,17,3
2024-01-01,T26,SKU00072,5,1
2024-02-01,T26,SKU00072,26,2
2024-03-01,T26,SKU00072,15,3
2024-04-01,T26,SKU00072,14,0
2024-05-01,T26,SKU00072,10,4
2024-06-01,T26,SKU00072,27,3
2024-07-01,T26,SKU00072,20,1
2024-08-01,T26,SKU00072,22,1
2024-09-01,T26,SKU00072,26,4
2024-10-01,T26,SKU00072,25,4
2024-11-01,T26,SKU00072,20,4
2024-12-01,T26,SKU00072,21,5
2025-01-01,T26,SKU00072,23,3
2025-02-01,T26,SKU00072,12,3
2025-03-01,T26,SKU00072,23,2
2025-04-01,T26,SKU00072,11,1
2025-05-01,T26,SKU00072,20,1
2025-06-01,T26,SKU00072,22,2
2025-07-01,T26,SKU00072,16,4
2025-08-01,T26,SKU00072,10,4
2025-09-01,T26,SKU00072,9,2
2025-10-01,T26,SKU00072,15,2
2025-11-01,T26,SKU00072,13,5
2025-12-01,T26,SKU00072,14,2
2022-12-01,T04,SKU00072,10,4
2023-01-01,T04,SKU00072,16,1
2023-02-01,T04,SKU00072,25,2
2023-03-01,T04,SKU00072,25,2
2023-04-01,T04,SKU00072,13,1
2023-05-01,T04,SKU00072,11,7
2023-06-01,T04,SKU00072,9,2
2023-08-01,T04,SKU00072,20,4
2023-09-01,T04,SKU00072,19,2
2023-11-01,T04,SKU00072,14,4
2023-12-01,T04,SKU00072,14,4
2024-01-01,T04,SKU00072,35,3
2024-02-01,T04,SKU00072,19,3
2024-03-01,T04,SKU00072,19,7
2024-04-01,T04,SKU00072,27,4
2024-05-01,T04,SKU00072,18,1
2024-06-01,T04,SKU00072,20,3
2024-07-01,T04,SKU00072,7,3
2024-08-01,T04,SKU00072,10,2
2024-09-01,T04,SKU00072,33,2
2024-10-01,T04,SKU00072,6,5
2024-11-01,T04,SKU00072,24,4
2024-12-01,T04,SKU00072,18,1
2025-01-01,T04,SKU00072,17,1
2025-02-01,T04,SKU00072,35,4
2025-04-01,T04,SKU00072,13,3
2025-05-01,T04,SKU00072,16,3
2025-06-01,T04,SKU00072,14,2
2025-07-01,T04,SKU00072,19,4
2025-08-01,T04,SKU00072,8,2
2025-10-01,T04,SKU00072,17,3
2025-11-01,T04,SKU00072,18,1
2022-12-01,T01,SKU00072,26,0
2023-01-01,T01,SKU00072,13,3
2023-02-01,T01,SKU00072,16,0
2023-03-01,T01,SKU00072,12,3
2023-04-01,T01,SKU00072,12,5
2023-05-01,T01,SKU00072,16,4
2023-06-01,T01,SKU00072,25,4
2023-07-01,T01,SKU00072,7,5
2023-08-01,T01,SKU00072,23,2
2023-10-01,T01,SKU00072,6,4
2023-11-01,T01,SKU00072,21,2
2023-12-01,T01,SKU00072,16,0
2024-01-01,T01,SKU00072,34,1
2024-02-01,T01,SKU00072,10,5
2024-03-01,T01,SKU00072,28,2
2024-04-01,T01,SKU00072,14,2
2024-05-01,T01,SKU00072,14,3
2024-06-01,T01,SKU00072,18,3
2024-07-01,T01,SKU00072,14,3
2024-08-01,T01,SKU00072,15,7
2024-09-01,T01,SKU00072,20,3
2024-10-01,T01,SKU00072,20,5
2024-11-01,T01,SKU00072,24,2
2024-12-01,T01,SKU00072,14,3
2025-01-01,T01,SKU00072,22,3
2025-02-01,T01,SKU00072,17,2
2025-03-01,T01,SKU00072,21,3
2025-04-01,T01,SKU00072,12,5
2025-05-01,T01,SKU00072,12,6
2025-06-01,T01,SKU00072,14,2
2025-07-01,T01,SKU00072,10,1
2025-08-01,T01,SKU00072,21,6
2025-09-01,T01,SKU00072,13,3
2025-10-01,T01,SKU00072,21,2
2025-11-01,T01,SKU00072,20,2
2025-12-01,T01,SKU00072,23,3
2022-12-01,T13,SKU00072,22,4
2023-01-01,T13,SKU00072,16,1
2023-03-01,T13,SKU00072,16,2
2023-04-01,T13,SKU00072,14,4
2023-05-01,T13,SKU00072,18,4
2023-06-01,T13,SKU00072,29,3
2023-07-01,T13,SKU00072,28,3
2023-08-01,T13,SKU00072,12,3
2023-10-01,T13,SKU00072,18,0
2023-11-01,T13,SKU00072,11,2
2023-12-01,T13,SKU00072,19,2
2024-01-01,T13,SKU00072,21,3
2024-02-01,T13,SKU00072,12,3
2024-03-01,T13,SKU00072,16,7
2024-04-01,T13,SKU00072,17,6
2024-05-01,T13,SKU00072,15,5
2024-06-01,T13,SKU00072,18,3
2024-07-01,T13,SKU00072,12,8
2024-08-01,T13,SKU00072,15,1
2024-09-01,T13,SKU00072,20,3
2024-10-01,T13,SKU00072,24,4
2024-11-01,T13,SKU00072,21,3
2024-12-01,T13,SKU00072,17,3
2025-01-01,T13,SKU00072,12,1
2025-02-01,T13,SKU00072,26,4
2025-03-01,T13,SKU00072,28,2
2025-04-01,T13,SKU00072,15,1
2025-05-01,T13,SKU00072,21,4
2025-06-01,T13,SKU00072,23,5
2025-07-01,T13,SKU00072,22,0
2025-08-01,T13,SKU00072,7,4
2025-09-01,T13,SKU00072,13,4
2025-10-01,T13,SKU00072,24,4
2025-11-01,T13,SKU00072,16,1
2025-12-01,T13,SKU00072,26,5
2022-12-01,T25,SKU00072,25,3
2023-01-01,T25,SKU00072,15,5
2023-02-01,T25,SKU00072,-16,0
2023-03-01,T25,SKU00072,22,1
2023-04-01,T25,SKU00072,26,0
2023-05-01,T25,SKU00072,19,3
2023-06-01,T25,SKU00072,13,2
2023-07-01,T25,SKU00072,6,3
2023-08-01,T25,SKU00072,19,4
2023-09-01,T25,SKU00072,19,5
2023-10-01,T25,SKU00072,20,10
2023-12-01,T25,SKU00072,8,3
2024-01-01,T25,SKU00072,6,2
2024-02-01,T25,SKU00072,10,2
2024-03-01,T25,SKU00072,31,2
2024-04-01,T25,SKU00072,26,5
2024-05-01,T25,SKU00072,18,1
2024-06-01,T25,SKU00072,11,6
2024-07-01,T25,SKU00072,18,3
2024-08-01,T25,SKU00072,15,4
2024-09-01,T25,SKU00072,22,4
2024-11-01,T25,SKU00072,9,4
2024-12-01,T25,SKU00072,16,3
2025-01-01,T25,SKU00072,17,4
2025-02-01,T25,SKU00072,15,3
2025-03-01,T25,SKU00072,20,4
2025-04-01,T25,SKU00072,10,2
2025-05-01,T25,SKU00072,22,2
2025-06-01,T25,SKU00072,11,3
2025-07-01,T25,SKU00072,17,4
2025-08-01,T25,SKU00072,21,1
2025-09-01,T25,SKU00072,8,3
2025-10-01,T25,SKU00072,16,3
2025-11-01,T25,SKU00072,17,3
2025-12-01,T25,SKU00072,9,4
2022-12-01,T10,SKU00072,24,0
2023-01-01,T10,SKU00072,13,4
2023-02-01,T10,SKU00072,14,4
2023-03-01,T10,SKU00072,11,2
2023-04-01,T10,SKU00072,11,4
2023-05-01,T10,SKU00072,25,3
2023-06-01,T10,SKU00072,25,4
2023-07-01,T10,SKU00072,24,5
2023-08-01,T10,SKU00072,20,1
2023-09-01,T10,SKU00072,20,1
2023-11-01,T10,SKU00072,24,3
2023-12-01,T10,SKU00072,27,3
2024-01-01,T10,SKU00072,7,1
2024-02-01,T10,SKU00072,15,3
2024-03-01,T10,SKU00072,19,1
2024-04-01,T10,SKU00072,20,4
2024-05-01,T10,SKU00072,13,2
2024-07-01,T10,SKU00072,17,2
2024-08-01,T10,SKU00072,14,3
2024-09-01,T10,SKU00072,-21,3
2024-10-01,T10,SKU00072,17,1
2024-11-01,T10,SKU00072,15,4
2024-12-01,T10,SKU00072,10,3
2025-01-01,T10,SKU00072,14,2
2025-02-01,T10,SKU00072,14,2
2025-03-01,T10,SKU00072,22,4
2025-04-01,T10,SKU00072,20,5
2025-05-01,T10,SKU00072,8,1
2025-06-01,T10,SKU00072,22,3
2025-07-01,T10,SKU00072,12,2
2025-08-01,T10,SKU00072,23,4
2025-09-01,T10,SKU00072,19,8
2025-10-01,T10,SKU00072,20,7
2025-11-01,T10,SKU00072,14,3
2025-12-01,T10,SKU00072,19,3
2022-12-01,T24,SKU00072,29,4
2023-01-01,T24,SKU00072,11,5
2023-02-01,T24,SKU00072,15,11
2023-03-01,T24,SKU00072,15,3
2023-04-01,T24,SKU00072,11,3
2023-05-01,T24,SKU00072,15,2
2023-06-01,T24,SKU00072,18,1
2023-07-01,T24,SKU00072,19,1
2023-09-01,T24,SKU00072,18,3
2023-10-01,T24,SKU00072,23,2
2023-11-01,T24,SKU00072,17,7
2023-12-01,T24,SKU00072,14,1
2024-02-01,T24,SKU00072,24,2
2024-03-01,T24,SKU00072,20,2
2024-04-01,T24,SKU00072,18,2
2024-05-01,T24,SKU00072,18,5
2024-06-01,T24,SKU00072,17,3
2024-07-01,T24,SKU00072,20,3
2024-09-01,T24,SKU00072,12,3
2024-10-01,T24,SKU00072,6,3
2024-11-01,T24,SKU00072,9,0
2024-12-01,T24,SKU00072,11,3
2025-01-01,T24,SKU00072,15,2
2025-02-01,T24,SKU00072,17,3
2025-03-01,T24,SKU00072,7,2
2025-04-01,T24,SKU00072,9,1
2025-05-01,T24,SKU00072,19,0
2025-06-01,T24,SKU00072,19,0
2025-07-01,T24,SKU00072,23,0
2025-08-01,T24,SKU00072,13,3
2025-09-01,T24,SKU00072,7,1
2025-12-01,T24,SKU00072,17,0
2022-12-01,T18,SKU00072,28,1
2023-01-01,T18,SKU00072,10,3
2023-03-01,T18,SKU00072,12,6
2023-04-01,T18,SKU00072,26,4
2023-05-01,T18,SKU00072,23,2
2023-06-01,T18,SKU00072,19,1
2023-07-01,T18,SKU00072,12,3
2023-08-01,T18,SKU00072,19,3
2023-09-01,T18,SKU00072,14,4
2023-10-01,T18,SKU00072,12,1
2023-11-01,T18,SKU00072,11,0
2023-12-01,T18,SKU00072,22,0
2024-01-01,T18,SKU00072,16,4
2024-02-01,T18,SKU00072,17,4
2024-04-01,T18,SKU00072,18,3
2024-05-01,T18,SKU00072,21,2
2024-07-01,T18,SKU00072,11,4
2024-08-01,T18,SKU00072,15,5
2024-09-01,T18,SKU00072,21,1
2024-10-01,T18,SKU00072,23,4
2024-11-01,T18,SKU00072,8,8
2024-12-01,T18,SKU00072,8,5
2025-01-01,T18,SKU00072,18,3
2025-02-01,T18,SKU00072,18,3
2025-03-01,T18,SKU00072,7,4
2025-04-01,T18,SKU00072,21,3
2025-05-01,T18,SKU00072,19,3
2025-06-01,T18,SKU00072,20,3
2025-07-01,T18,SKU00072,8,2
2025-08-01,T18,SKU00072,6,4
2025-09-01,T18,SKU00072,12,5
2025-11-01,T18,SKU00072,13,0
2025-12-01,T18,SKU00072,19,3
2022-12-01,T08,SKU00072,24,3
2023-01-01,T08,SKU00072,15,3
2023-02-01,T08,SKU00072,16,4
2023-03-01,T08,SKU00072,20,3
2023-05-01,T08,SKU00072,24,1
2023-06-01,T08,SKU00072,12,2
2023-07-01,T08,SKU00072,17,4
2023-08-01,T08,SKU00072,9,1
2023-09-01,T08,SKU00072,26,2
2023-10-01,T08,SKU00072,24,2
2023-11-01,T08,SKU00072,20,1
2023-12-01,T08,SKU00072,18,0
2024-01-01,T08,SKU00072,9,2
2024-02-01,T08,SKU00072,5,4
2024-03-01,T08,SKU00072,23,3
2024-05-01,T08,SKU00072,17,4
2024-06-01,T08,SKU00072,24,5
2024-07-01,T08,SKU00072,16,2
2024-08-01,T08,SKU00072,6,0
2024-09-01,T08,SKU00072,14,3
2024-10-01,T08,SKU00072,19,1
2024-11-01,T08,SKU00072,18,4
2024-12-01,T08,SKU00072,15,3
2025-01-01,T08,SKU00072,19,3
2025-02-01,T08,SKU00072,28,9
2025-03-01,T08,SKU00072,16,1
2025-04-01,T08,SKU00072,10,3
2025-05-01,T08,SKU00072,27,3
2025-06-01,T08,SKU00072,17,3
2025-07-01,T08,SKU00072,9,1
2025-08-01,T08,SKU00072,12,4
2025-09-01,T08,SKU00072,18,4
2025-10-01,T08,SKU00072,13,3
2025-11-01,T08,SKU00072,11,3
2025-12-01,T08,SKU00072,16,1
2022-12-01,T27,SKU00072,18,3
2023-01-01,T27,SKU00072,23,0
2023-02-01,T27,SKU00072,17,2
2023-03-01,T27,SKU00072,17,2
2023-04-01,T27,SKU00072,10,4
2023-05-01,T27,SKU00072,15,2
2023-06-01,T27,SKU00072,19,2
2023-07-01,T27,SKU00072,10,6
2023-08-01,T27,SKU00072,20,2
2023-09-01,T27,SKU00072,20,3
2023-10-01,T27,SKU00072,27,4
2023-12-01,T27,SKU00072,20,2
2024-01-01,T27,SKU00072,26,2
2024-02-01,T27,SKU00072,15,5
2024-03-01,T27,SKU00072,18,4
2024-04-01,T27,SKU00072,12,2
2024-05-01,T27,SKU00072,13,2
2024-06-01,T27,SKU00072,26,2
2024-07-01,T27,SKU00072,11,1
2024-08-01,T27,SKU00072,-11,7
2024-09-01,T27,SKU00072,18,2
2024-10-01,T27,SKU00072,17,2
2024-11-01,T27,SKU00072,17,3
2024-12-01,T27,SKU00072,24,3
2025-01-01,T27,SKU00072,19,2
2025-02-01,T27,SKU00072,15,1
2025-03-01,T27,SKU00072,14,3
2025-04-01,T27,SKU00072,19,3
2025-05-01,T27,SKU00072,23,1
2025-06-01,T27,SKU00072,18,1
2025-07-01,T27,SKU00072,13,1
2025-08-01,T27,SKU00072,16,5
2025-09-01,T27,SKU00072,19,1
2025-10-01,T27,SKU00072,15,3
2025-11-01,T27,SKU00072,21,1
2025-12-01,T27,SKU00072,20,3
2022-12-01,T07,SKU00072,18,5
2023-02-01,T07,SKU00072,4,4
2023-03-01,T07,SKU00072,20,1
2023-04-01,T07,SKU00072,23,5
2023-05-01,T07,SKU00072,20,2
2023-06-01,T07,SKU00072,14,3
2023-07-01,T07,SKU00072,14,3
2023-08-01,T07,SKU00072,17,1
2023-09-01,T07,SKU00072,20,5
2023-10-01,T07,SKU00072,19,4
2023-11-01,T07,SKU00072,16,4
2023-12-01,T07,SKU00072,19,4
2024-01-01,T07,SKU00072,20,3
2024-03-01,T07,SKU00072,23,3
2024-04-01,T07,SKU00072,15,3
2024-05-01,T07,SKU00072,17,1
2024-06-01,T07,SKU00072,17,5
2024-07-01,T07,SKU00072,20,3
2024-08-01,T07,SKU00072,25,1
2024-09-01,T07,SKU00072,20,3
2024-10-01,T07,SKU00072,14,2
2024-11-01,T07,SKU00072,24,1
2024-12-01,T07,SKU00072,14,1
2025-01-01,T07,SKU00072,26,5
2025-02-01,T07,SKU00072,9,3
2025-03-01,T07,SKU00072,5,4
2025-04-01,T07,SKU00072,28,2
2025-05-01,T07,SKU00072,17,4
2025-06-01,T07,SKU00072,18,2
2025-07-01,T07,SKU00072,16,1
2025-08-01,T07,SKU00072,12,3
2025-09-01,T07,SKU00072,12,2
2025-11-01,T07,SKU00072,23,3
2025-12-01,T07,SKU00072,13,2
2022-12-01,T11,SKU00072,16,3
2023-01-01,T11,SKU00072,19,3
2023-02-01,T11,SKU00072,13,2
2023-03-01,T11,SKU00072,7,2
2023-04-01,T11,SKU00072,19,6
2023-05-01,T11,SKU00072,13,6
2023-06-01,T11,SKU00072,21,2
2023-07-01,T11,SKU00072,15,2
2023-08-01,T11,SKU00072,16,3
2023-09-01,T11,SKU00072,12,3
2023-10-01,T11,SKU00072,20,2
2023-11-01,T11,SKU00072,19,6
2023-12-01,T11,SKU00072,11,3
2024-01-01,T11,SKU00072,21,3
2024-02-01,T11,SKU00072,9,6
2024-03-01,T11,SKU00072,21,6
2024-04-01,T11,SKU00072,19,4
2024-05-01,T11,SKU00072,11,1
2024-07-01,T11,SKU00072,29,2
2024-08-01,T11,SKU00072,22,4
2024-09-01,T11,SKU00072,24,2
2024-10-01,T11,SKU00072,28,1
2024-11-01,T11,SKU00072,22,2
2024-12-01,T11,SKU00072,10,3
2025-01-01,T11,SKU00072,12,4
2025-02-01,T11,SKU00072,18,4
2025-03-01,T11,SKU00072,19,2
2025-04-01,T11,SKU00072,15,2
2025-05-01,T11,SKU00072,18,2
2025-06-01,T11,SKU00072,14,4
2025-07-01,T11,SKU00072,23,5
2025-08-01,T11,SKU00072,16,5
2025-09-01,T11,SKU00072,9,3
2025-10-01,T11,SKU00072,11,3
2025-11-01,T11,SKU00072,20,3
2025-12-01,T11,SKU00072,15,6
2022-12-01,T19,SKU00072,23,2
2023-01-01,T19,SKU00072,24,0
2023-02-01,T19,SKU00072,15,3
2023-03-01,T19,SKU00072,20,2
2023-04-01,T19,SKU00072,15,5
2023-05-01,T19,SKU00072,17,3
2023-06-01,T19,SKU00072,27,1
2023-07-01,T19,SKU00072,15,5
2023-09-01,T19,SKU00072,26,6
2023-10-01,T19,SKU00072,19,4
2023-11-01,T19,SKU00072,19,3
2023-12-01,T19,SKU00072,11,3
2024-01-01,T19,SKU00072,-28,1
2024-02-01,T19,SKU00072,18,1
2024-04-01,T19,SKU00072,24,2
2024-06-01,T19,SKU00072,20,4
2024-07-01,T19,SKU00072,-19,6
2024-08-01,T19,SKU00072,15,2
2024-09-01,T19,SKU00072,21,3
2024-10-01,T19,SKU00072,14,0
2024-11-01,T19,SKU00072,17,2
2024-12-01,T19,SKU00072,21,7
2025-01-01,T19,SKU00072,7,3
2025-02-01,T19,SKU00072,27,2
2025-03-01,T19,SKU00072,19,3
2025-04-01,T19,SKU00072,10,3
2025-05-01,T19,SKU00072,15,4
2025-06-01,T19,SKU00072,11,4
2025-07-01,T19,SKU00072,17,3
2025-08-01,T19,SKU00072,27,2
2025-09-01,T19,SKU00072,14,4
2025-10-01,T19,SKU00072,16,3
2025-11-01,T19,SKU00072,16,6
2025-12-01,T19,SKU00072,19,1
2022-12-01,T12,SKU00072,17,4
2023-01-01,T12,SKU00072,11,4
2023-02-01,T12,SKU00072,9,2
2023-03-01,T12,SKU00072,16,3
2023-04-01,T12,SKU00072,11,3
2023-05-01,T12,SKU00072,23,4
2023-06-01,T12,SKU00072,22,3
2023-07-01,T12,SKU00072,2,2
2023-08-01,T12,SKU00072,19,7
2023-10-01,T12,SKU00072,13,3
2023-12-01,T12,SKU00072,22,2
2024-01-01,T12,SKU00072,26,3
2024-02-01,T12,SKU00072,23,2
2024-04-01,T12,SKU00072,22,3
2024-05-01,T12,SKU00072,20,5
2024-06-01,T12,SKU00072,22,3
2024-07-01,T12,SKU00072,4,4
2024-09-01,T12,SKU00072,15,5
2024-10-01,T12,SKU00072,10,3
2024-11-01,T12,SKU00072,12,4
2024-12-01,T12,SKU00072,20,2
2025-01-01,T12,SKU00072,11,2
2025-03-01,T12,SKU00072,17,4
2025-04-01,T12,SKU00072,31,3
2025-05-01,T12,SKU00072,15,1
2025-06-01,T12,SKU00072,19,3
2025-07-01,T12,SKU00072,13,1
2025-08-01,T12,SKU00072,16,3
2025-09-01,T12,SKU00072,27,4
2025-11-01,T12,SKU00072,18,2
2025-12-01,T12,SKU00072,14,4
2022-12-01,T17,SKU00072,26,1
2023-01-01,T17,SKU00072,10,3
2023-02-01,T17,SKU00072,26,1
2023-03-01,T17,SKU00072,19,1
2023-04-01,T17,SKU00072,9,1
2023-05-01,T17,SKU00072,7,3
2023-06-01,T17,SKU00072,18,1
2023-07-01,T17,SKU00072,25,4
2023-08-01,T17,SKU00072,19,2
2023-09-01,T17,SKU00072,17,4
2023-10-01,T17,SKU00072,22,7
2023-11-01,T17,SKU00072,25,1
2023-12-01,T17,SKU00072,23,4
2024-01-01,T17,SKU00072,15,4
2024-02-01,T17,SKU00072,16,2
2024-03-01,T17,SKU00072,13,5
2024-04-01,T17,SKU00072,14,1
2024-05-01,T17,SKU00072,14,4
2024-06-01,T17,SKU00072,16,2
2024-07-01,T17,SKU00072,9,6
2024-08-01,T17,SKU00072,24,4
2024-09-01,T17,SKU00072,16,1
2024-10-01,T17,SKU00072,10,4
2024-11-01,T17,SKU00072,18,4
2024-12-01,T17,SKU00072,28,3
2025-01-01,T17,SKU00072,11,4
2025-02-01,T17,SKU00072,10,3
2025-03-01,T17,SKU00072,27,3
2025-04-01,T17,SKU00072,18,3
2025-05-01,T17,SKU00072,10,0
2025-06-01,T17,SKU00072,11,5
2025-07-01,T17,SKU00072,13,1
2025-09-01,T17,SKU00072,13,3
2025-10-01,T17,SKU00072,15,1
2025-11-01,T17,SKU00072,10,1
2025-12-01,T17,SKU00072,15,2
2024-10-01,T13,SKU00073,59,5
2024-11-01,T13,SKU00073,27,4
2024-12-01,T13,SKU00073,50,4
2025-01-01,T13,SKU00073,23,5
2025-02-01,T13,SKU00073,59,6
2025-03-01,T13,SKU00073,25,3
2025-04-01,T13,SKU00073,34,6
2025-05-01,T13,SKU00073,0,7
2025-06-01,T13,SKU00073,14,4
2025-07-01,T13,SKU00073,37,2
2025-08-01,T13,SKU00073,41,5
2025-09-01,T13,SKU00073,35,9
2025-10-01,T13,SKU00073,21,5
2025-12-01,T13,SKU00073,28,4
2024-10-01,T04,SKU00073,46,6
2024-12-01,T04,SKU00073,3,2
2025-02-01,T04,SKU00073,61,9
2025-03-01,T04,SKU00073,28,4
2025-04-01,T04,SKU00073,48,6
2025-07-01,T04,SKU00073,46,9
2025-08-01,T04,SKU00073,23,9
2025-09-01,T04,SKU00073,32,7
2025-10-01,T04,SKU00073,54,6
2025-12-01,T04,SKU00073,32,9
2024-10-01,T09,SKU00073,48,11
2024-11-01,T09,SKU00073,35,7
2024-12-01,T09,SKU00073,39,4
2025-01-01,T09,SKU00073,21,6
2025-02-01,T09,SKU00073,32,10
2025-03-01,T09,SKU00073,38,6
2025-05-01,T09,SKU00073,38,6
2025-06-01,T09,SKU00073,26,10
2025-08-01,T09,SKU00073,42,9
2025-09-01,T09,SKU00073,42,4
2025-10-01,T09,SKU00073,22,2
2025-11-01,T09,SKU00073,42,5
2025-12-01,T09,SKU00073,35,8
2024-10-01,T07,SKU00073,35,10
2024-11-01,T07,SKU00073,39,6
2024-12-01,T07,SKU00073,38,10
2025-01-01,T07,SKU00073,55,2
2025-02-01,T07,SKU00073,48,5
2025-03-01,T07,SKU00073,35,4
2025-04-01,T07,SKU00073,50,6
2025-05-01,T07,SKU00073,46,9
2025-06-01,T07,SKU00073,36,3
2025-07-01,T07,SKU00073,23,6
2025-08-01,T07,SKU00073,27,6
2025-09-01,T07,SKU00073,20,9
2025-10-01,T07,SKU00073,36,6
2025-11-01,T07,SKU00073,44,6
2025-12-01,T07,SKU00073,24,8
2024-10-01,T22,SKU00073,31,1
2024-11-01,T22,SKU00073,38,6
2024-12-01,T22,SKU00073,27,10
2025-01-01,T22,SKU00073,37,7
2025-02-01,T22,SKU00073,36,6
2025-03-01,T22,SKU00073,42,3
2025-04-01,T22,SKU00073,56,3
2025-05-01,T22,SKU00073,30,13
2025-06-01,T22,SKU00073,41,2
2025-07-01,T22,SKU00073,31,2
2025-08-01,T22,SKU00073,31,3
2025-09-01,T22,SKU00073,44,7
2025-10-01,T22,SKU00073,51,9
2025-11-01,T22,SKU00073,18,4
2024-10-01,T21,SKU00073,24,5
2024-11-01,T21,SKU00073,57,5
2024-12-01,T21,SKU00073,27,4
2025-01-01,T21,SKU00073,47,7
2025-02-01,T21,SKU00073,20,6
2025-03-01,T21,SKU00073,20,2
2025-04-01,T21,SKU00073,30,8
2025-05-01,T21,SKU00073,45,4
2025-06-01,T21,SKU00073,42,5
2025-07-01,T21,SKU00073,29,6
2025-08-01,T21,SKU00073,32,3
2025-09-01,T21,SKU00073,36,6
2025-10-01,T21,SKU00073,33,6
2025-11-01,T21,SKU00073,41,5
2025-12-01,T21,SKU00073,23,5
2024-10-01,T19,SKU00073,46,13
2024-11-01,T19,SKU00073,33,5
2024-12-01,T19,SKU00073,32,12
2025-01-01,T19,SKU00073,40,3
2025-02-01,T19,SKU00073,37,4
2025-03-01,T19,SKU00073,49,5
2025-04-01,T19,SKU00073,36,6
2025-05-01,T19,SKU00073,36,4
2025-06-01,T19,SKU00073,36,4
2025-07-01,T19,SKU00073,35,7
2025-08-01,T19,SKU00073,33,7
2025-09-01,T19,SKU00073,26,1
2025-10-01,T19,SKU00073,41,7
2025-11-01,T19,SKU00073,55,8
2025-12-01,T19,SKU00073,40,6
2024-10-01,T27,SKU00073,34,6
2024-11-01,T27,SKU00073,32,4
2024-12-01,T27,SKU00073,43,6
2025-01-01,T27,SKU00073,58,13
2025-02-01,T27,SKU00073,28,5
2025-04-01,T27,SKU00073,45,6
