id_transferencia,id_producto,origen,destino,fecha_envio,fecha_recepcion,unidades
TRF01126,SKU00364,DEP-CENTRAL,T18,2024-06-06,2024-06-15,21
TRF01127,SKU00274,DEP-CENTRAL,T24,2024-09-06,2024-09-15,22
TRF01128,SKU00040,DEP-CENTRAL,T15,2022-10-13,2022-10-30,34
TRF01129,SKU00371,DEP-CENTRAL,T25,2025-10-09,2025-10-18,55
TRF01130,SKU00119,T24,T11,2026-02-11,2026-03-02,47
TRF01131,SKU00734,DEP-CENTRAL,T27,2025-12-08,2025-12-21,46
TRF01132,SKU00251,DEP-CENTRAL,T22,2025-06-14,2025-06-17,37
TRF01133,SKU00049,T21,T22,2024-05-11,2024-05-23,55
TRF01134,SKU00252,T18,T16,2025-01-27,2025-02-13,57
TRF01135,SKU00381,DEP-CENTRAL,T04,2024-12-20,2025-01-06,28
TRF01136,SKU00364,DEP-CENTRAL,T28,2022-11-12,2022-11-21,12
TRF01137,SKU00157,T21,T13,2024-04-25,2024-04-30,32
TRF01138,SKU00177,DEP-CENTRAL,T22,2026-03-14,2026-03-20,44
TRF01139,SKU00118,DEP-CENTRAL,T06,2026-04-11,2026-04-19,59
TRF01140,SKU00425,DEP-CENTRAL,T01,2024-02-04,2024-02-22,40
TRF01141,SKU00731,T14,T19,2025-12-21,2026-01-05,27
TRF01142,SKU00127,DEP-CENTRAL,T24,2026-05-13,2026-05-19,14
TRF01143,SKU00231,DEP-CENTRAL,T21,2024-08-17,2024-08-22,50
TRF01144,SKU00087,DEP-CENTRAL,T20,2025-04-22,2025-04-30,3
TRF01145,SKU00091,DEP-CENTRAL,T01,2026-03-27,2026-04-06,24
TRF01146,SKU00359,DEP-CENTRAL,T28,2023-12-02,2023-12-23,33
TRF01147,SKU00059,T27,T21,2024-04-13,2024-04-21,25
TRF01148,SKU00224,T10,DEP-CENTRAL,2025-11-16,2025-11-21,56
TRF01149,SKU00606,DEP-CENTRAL,T13,2026-04-04,2026-04-21,56
TRF01150,SKU00533,T20,DEP-CENTRAL,2025-06-09,2025-06-22,37
TRF01151,SKU00687,DEP-CENTRAL,T22,2025-11-20,2025-12-01,33
TRF01152,SKU00522,T05,T19,2025-02-12,2025-02-18,19
TRF01153,SKU00690,T08,T21,2026-03-09,2026-03-18,48
TRF01154,SKU00545,T11,DEP-CENTRAL,2025-11-10,2025-11-29,7
TRF01155,SKU00588,T21,T23,2026-04-23,2026-05-09,30
TRF01156,SKU00735,DEP-CENTRAL,T07,2023-11-14,2023-11-23,15
TRF01157,SKU00192,T28,DEP-CENTRAL,2023-11-16,2023-11-23,50
TRF01158,SKU00395,T04,T16,2025-10-25,2025-11-09,32
TRF01159,SKU00070,DEP-CENTRAL,T03,2022-12-14,2022-12-30,46
TRF01160,SKU00544,T09,T01,2023-12-27,2024-01-07,36
TRF01161,SKU00512,T24,T20,2026-05-07,2026-05-28,12
TRF01162,SKU00740,T27,T18,2026-02-26,2026-03-01,59
TRF01163,SKU00146,DEP-CENTRAL,T28,2023-12-03,2023-12-16,30
TRF01164,SKU00287,T13,T19,2024-05-27,2024-06-03,36
TRF01165,SKU00182,T02,DEP-CENTRAL,2025-11-07,2025-11-16,18
TRF01166,SKU00475,DEP-CENTRAL,T28,2024-12-09,2024-12-29,56
TRF01167,SKU00344,T10,T01,2025-10-21,2025-10-27,17
TRF01168,SKU00539,T27,T14,2024-07-13,2024-07-17,41
TRF01169,SKU00083,DEP-CENTRAL,T22,2026-01-17,2026-01-28,37
TRF01170,SKU00337,T12,T03,2025-05-15,2025-06-05,12
TRF01171,SKU00008,DEP-CENTRAL,T16,2024-10-18,2024-11-01,40
TRF01172,SKU00200,DEP-CENTRAL,T08,2025-06-16,2025-06-23,3
TRF01173,SKU00071,DEP-CENTRAL,T04,2025-11-03,2025-11-08,42
TRF01174,SKU00662,T18,DEP-CENTRAL,2023-11-08,2023-11-19,52
TRF01175,SKU00516,T10,DEP-CENTRAL,2023-11-24,2023-12-15,3
TRF01176,SKU00601,DEP-CENTRAL,T07,2026-02-06,2026-02-09,35
TRF01177,SKU00611,T25,DEP-CENTRAL,2026-02-15,2026-02-23,20
TRF01178,SKU00287,DEP-CENTRAL,T09,2023-12-16,2024-01-06,17
TRF01179,SKU00711,DEP-CENTRAL,T27,2026-04-03,2026-04-14,21
TRF01180,SKU00417,T08,T05,2025-09-25,2025-09-28,34
TRF01181,SKU00404,T06,T13,2025-05-15,2025-06-03,25
TRF01182,SKU00650,T15,DEP-CENTRAL,2023-05-07,2023-05-26,56
TRF01183,SKU00668,DEP-CENTRAL,T04,2023-06-20,2023-06-24,55
TRF01184,SKU00463,DEP-CENTRAL,T08,2022-06-20,2022-07-01,8
TRF01185,SKU00675,DEP-CENTRAL,T12,2024-08-03,2024-08-11,54
TRF01186,SKU00711,T04,T02,2026-03-06,2026-03-09,46
TRF01187,SKU00693,DEP-CENTRAL,T23,2025-05-27,2025-05-31,11
TRF01188,SKU00479,T27,T17,2022-12-25,2022-12-30,8
TRF01189,SKU00482,DEP-CENTRAL,T20,2024-05-27,2024-06-17,28
TRF01190,SKU00540,DEP-CENTRAL,T12,2024-11-17,2024-11-21,29
TRF01191,SKU00155,DEP-CENTRAL,T10,2025-02-16,2025-03-09,13
TRF01192,SKU00104,T17,T28,2024-10-11,2024-10-30,40
TRF01193,SKU00716,DEP-CENTRAL,T10,2025-08-10,2025-08-21,7
TRF01194,SKU00768,T22,T08,2026-04-17,2026-04-28,38
TRF01195,SKU00624,T02,T09,2025-05-13,2025-05-25,56
TRF01196,SKU00618,T13,T17,2025-03-19,2025-03-28,7
TRF01197,SKU00488,DEP-CENTRAL,T04,2025-10-11,2025-10-31,20
TRF01198,SKU00026,DEP-CENTRAL,T09,2026-08-27,2026-09-01,52
TRF01199,SKU00209,T09,T22,2023-12-19,2023-12-23,3
TRF01200,SKU00421,DEP-CENTRAL,T22,2022-11-24,2022-12-10,35
TRF01201,SKU00492,DEP-CENTRAL,T25,2024-06-10,2024-06-28,16
TRF01202,SKU00475,DEP-CENTRAL,T20,2025-05-05,2025-05-25,16
TRF01203,SKU00345,T11,T04,2023-02-09,2023-02-17,7
TRF01204,SKU00025,DEP-CENTRAL,T08,2024-12-12,2024-12-25,53
TRF01205,SKU00144,T06,T21,2024-02-17,2024-03-07,10
TRF01206,SKU00013,T25,T18,2023-12-20,2023-12-26,56
TRF01207,SKU00751,T10,T11,2023-06-15,2023-07-04,53
TRF01208,SKU00715,T11,T08,2023-09-02,2023-09-08,30
TRF01209,SKU00173,T08,T06,2025-05-12,2025-05-28,17
TRF01210,SKU00659,T28,T10,2024-05-07,2024-05-18,47
TRF01211,SKU00577,T17,T28,2024-06-06,2024-06-22,13
TRF01212,SKU00629,DEP-CENTRAL,T13,2026-02-12,2026-03-04,38
TRF01213,SKU00564,DEP-CENTRAL,T03,2026-02-16,2026-03-04,36
TRF01214,SKU00272,T02,T01,2024-03-25,2024-04-01,59
TRF01215,SKU00366,T04,T06,2026-04-07,2026-04-26,5
TRF01216,SKU00030,T03,T15,2024-12-23,2025-01-02,18
TRF01217,SKU00665,DEP-CENTRAL,T05,2024-08-16,2024-08-31,53
TRF01218,SKU00633,DEP-CENTRAL,T12,2024-10-25,2024-11-05,2
TRF01219,SKU00224,DEP-CENTRAL,T04,2026-02-22,2026-03-09,51
TRF01220,SKU00149,DEP-CENTRAL,T17,2026-01-19,2026-01-27,8
TRF01221,SKU00497,T09,DEP-CENTRAL,2025-04-12,2025-04-19,51
TRF01222,SKU00312,T12,DEP-CENTRAL,2024-01-13,2024-01-21,16
TRF01223,SKU00518,T09,T25,2024-10-03,2024-10-22,56
TRF01224,SKU00404,DEP-CENTRAL,T26,2024-11-14,2024-11-19,9
TRF01225,SKU00182,T23,T05,2026-04-09,2026-04-14,58
TRF01226,SKU00465,DEP-CENTRAL,T28,2026-03-03,2026-03-07,48
TRF01227,SKU00350,T18,DEP-CENTRAL,2023-12-25,2024-01-03,21
TRF01228,SKU00464,DEP-CENTRAL,T28,2025-02-25,2025-03-01,47
TRF01229,SKU00657,DEP-CENTRAL,T12,2024-07-04,2024-07-09,27
TRF01230,SKU00346,T24,T03,2025-03-07,2025-03-13,12
TRF01231,SKU00557,DEP-CENTRAL,T19,2024-01-24,2024-02-14,16
TRF01232,SKU00192,T23,T05,2025-06-23,2025-07-03,18
TRF01233,SKU00351,T11,T05,2022-11-02,2022-11-19,16
TRF01234,SKU00607,DEP-CENTRAL,T18,2024-11-25,2024-12-11,17
TRF01235,SKU00421,T20,DEP-CENTRAL,2024-05-16,2024-05-30,24
TRF01236,SKU00688,DEP-CENTRAL,T05,2023-07-27,2023-08-04,8
TRF01237,SKU00549,T14,T26,2024-11-21,2024-12-08,23
TRF01238,SKU00432,T08,T19,2026-01-08,2026-01-12,43
TRF01239,SKU00165,DEP-CENTRAL,T08,2023-02-22,2023-03-06,57
TRF01240,SKU00021,T21,T28,2023-04-13,2023-04-28,51
TRF01241,SKU00072,DEP-CENTRAL,T17,2026-01-17,2026-02-02,26
TRF01242,SKU00555,DEP-CENTRAL,T15,2025-01-25,2025-02-14,49
TRF01243,SKU00563,DEP-CENTRAL,T17,2025-03-17,2025-03-20,8
TRF01244,SKU00288,T24,DEP-CENTRAL,2024-04-16,2024-04-24,34
TRF01245,SKU00340,DEP-CENTRAL,T07,2022-11-16,2022-12-02,13
TRF01246,SKU00651,T01,T22,2022-08-26,2022-09-08,37
TRF01247,SKU00274,DEP-CENTRAL,T16,2026-02-14,2026-02-26,6
TRF01248,SKU00671,DEP-CENTRAL,T23,2025-12-26,2026-01-06,22
TRF01249,SKU00788,T14,T25,2024-08-20,2024-08-27,17
TRF01250,SKU00664,T13,T02,2025-04-13,2025-04-29,57
TRF01251,SKU00490,T26,T22,2026-04-05,2026-04-20,27
TRF01252,SKU00115,DEP-CENTRAL,T10,2026-01-22,2026-01-25,31
TRF01253,SKU00037,T28,T21,2026-07-03,2026-07-06,35
TRF01254,SKU00281,DEP-CENTRAL,T09,2024-05-20,2024-06-04,27
TRF01255,SKU00433,T25,T13,2025-02-25,2025-03-08,44
TRF01256,SKU00053,DEP-CENTRAL,T06,2024-08-11,2024-08-17,25
TRF01257,SKU00289,DEP-CENTRAL,T20,2024-01-12,2024-01-27,16
TRF01258,SKU00151,DEP-CENTRAL,T14,2025-10-09,2025-10-13,5
TRF01259,SKU00558,T21,T12,2025-07-25,2025-07-29,35
TRF01260,SKU00001,T18,T16,2024-03-21,2024-04-03,23
TRF01261,SKU00680,DEP-CENTRAL,T17,2024-05-24,2024-05-31,37
TRF01262,SKU00194,T06,T12,2025-12-10,2025-12-20,39
TRF01263,SKU00680,T08,T14,2023-07-06,2023-07-12,13
TRF01264,SKU00779,DEP-CENTRAL,T23,2025-11-11,2025-11-16,58
TRF01265,SKU00650,DEP-CENTRAL,T11,2026-01-20,2026-02-10,25
TRF01266,SKU00708,DEP-CENTRAL,T09,2022-12-14,2022-12-30,10
TRF01267,SKU00207,DEP-CENTRAL,T16,2025-08-20,2025-08-28,56
TRF01268,SKU00203,T15,T20,2025-09-19,2025-09-27,9
TRF01269,SKU00121,T10,T06,2024-01-15,2024-02-03,47
TRF01270,SKU00773,T26,T01,2026-05-27,2026-05-31,49
TRF01271,SKU00655,DEP-CENTRAL,T18,2023-12-04,2023-12-22,54
TRF01272,SKU00681,T28,DEP-CENTRAL,2024-02-05,2024-02-12,23
TRF01273,SKU00195,DEP-CENTRAL,T06,2026-02-05,2026-02-09,39
TRF01274,SKU00022,T07,T08,2025-03-07,2025-03-16,9
TRF01275,SKU00582,DEP-CENTRAL,T26,2026-02-20,2026-03-04,2
TRF01276,SKU00308,T06,T22,2025-08-27,2025-08-30,38
TRF01277,SKU00255,T26,T20,2023-10-10,2023-10-27,37
TRF01278,SKU00472,T24,DEP-CENTRAL,2025-03-20,2025-04-08,7
TRF01279,SKU00651,DEP-CENTRAL,T24,2024-09-07,2024-09-28,21
TRF01280,SKU00252,T15,T03,2023-12-22,2023-12-26,53
TRF01281,SKU00731,T02,T08,2022-09-05,2022-09-13,20
TRF01282,SKU00706,DEP-CENTRAL,T25,2026-05-04,2026-05-19,27
TRF01283,SKU00640,DEP-CENTRAL,T08,2024-11-24,2024-11-30,13
TRF01284,SKU00434,T19,T25,2025-12-11,2025-12-22,37
TRF01285,SKU00256,T07,T28,2023-10-16,2023-10-21,43
TRF01286,SKU00169,T08,DEP-CENTRAL,2026-04-10,2026-04-19,20
TRF01287,SKU00773,DEP-CENTRAL,T12,2022-10-25,2022-10-28,44
TRF01288,SKU00243,T12,T05,2025-08-24,2025-09-10,15
TRF01289,SKU00231,DEP-CENTRAL,T02,2026-05-19,2026-06-04,27
TRF01290,SKU00115,T07,T15,2024-10-22,2024-11-02,36
TRF01291,SKU00599,DEP-CENTRAL,T06,2024-07-17,2024-07-29,18
TRF01292,SKU00775,DEP-CENTRAL,T05,2024-05-02,2024-05-19,57
TRF01293,SKU00552,DEP-CENTRAL,T03,2025-05-08,2025-05-19,39
TRF01294,SKU00623,DEP-CENTRAL,T21,2024-01-18,2024-01-31,39
TRF01295,SKU00255,DEP-CENTRAL,T19,2024-01-27,2024-02-04,19
TRF01296,SKU00316,DEP-CENTRAL,T06,2025-10-27,2025-11-17,19
TRF01297,SKU00077,T03,T13,2025-03-13,2025-03-30,56
TRF01298,SKU00253,DEP-CENTRAL,T03,2023-11-04,2023-11-18,57
TRF01299,SKU00279,T23,T27,2026-04-10,2026-04-19,24
TRF01300,SKU00619,DEP-CENTRAL,T19,2024-01-04,2024-01-16,45
TRF01301,SKU00122,T25,T08,2026-02-15,2026-02-23,19
TRF01302,SKU00483,T27,T14,2026-01-04,2026-01-15,16
TRF01303,SKU00733,DEP-CENTRAL,T03,2025-03-07,2025-03-12,38
TRF01304,SKU00026,DEP-CENTRAL,T14,2026-07-09,2026-07-18,9
TRF01305,SKU00201,T17,T07,2025-11-15,2025-11-27,54
TRF01306,SKU00617,T25,T16,2023-02-03,2023-02-12,4
TRF01307,SKU00320,T21,T22,2025-12-24,2025-12-28,41
TRF01308,SKU00560,DEP-CENTRAL,T26,2025-02-08,2025-02-20,41
TRF01309,SKU00087,T05,T01,2026-08-02,2026-08-05,46
TRF01310,SKU00711,T04,T12,2023-07-10,2023-07-17,5
TRF01311,SKU00030,T28,T23,2024-11-05,2024-11-13,10
TRF01312,SKU00571,T13,T25,2025-07-19,2025-08-02,13
TRF01313,SKU00209,DEP-CENTRAL,T01,2022-06-07,2022-06-21,23
TRF01314,SKU00002,DEP-CENTRAL,T06,2025-12-25,2026-01-06,52
TRF01315,SKU00118,T10,T11,2026-01-24,2026-02-13,32
TRF01316,SKU00696,T07,DEP-CENTRAL,2024-01-25,2024-01-30,2
TRF01317,SKU00524,DEP-CENTRAL,T28,2023-05-12,2023-05-26,13
TRF01318,SKU00587,T05,T23,2024-10-13,2024-10-28,19
TRF01319,SKU00701,T23,T14,2023-06-12,2023-06-18,27
TRF01320,SKU00378,T26,T14,2024-03-13,2024-04-03,45
TRF01321,SKU00444,DEP-CENTRAL,T12,2022-11-11,2022-11-27,24
TRF01322,SKU00619,DEP-CENTRAL,T02,2026-07-05,2026-07-14,28
TRF01323,SKU00737,DEP-CENTRAL,T01,2025-11-09,2025-11-25,54
TRF01324,SKU00745,T07,T11,2025-05-03,2025-05-16,2
TRF01325,SKU00190,DEP-CENTRAL,T09,2024-03-04,2024-03-15,10
TRF01326,SKU00798,T07,T22,2023-02-07,2023-02-17,26
TRF01327,SKU00492,T15,T13,2025-12-27,2026-01-08,34
TRF01328,SKU00107,DEP-CENTRAL,T07,2023-02-16,2023-03-05,9
TRF01329,SKU00528,T11,T08,2025-09-25,2025-10-02,4
TRF01330,SKU00053,DEP-CENTRAL,T28,2025-09-04,2025-09-19,50
TRF01331,SKU00089,DEP-CENTRAL,T06,2024-11-16,2024-11-22,45
TRF01332,SKU00781,DEP-CENTRAL,T18,2024-06-10,2024-06-14,4
TRF01333,SKU00339,T28,T14,2026-01-03,2026-01-23,17
TRF01334,SKU00327,DEP-CENTRAL,T02,2024-01-20,2024-01-26,35
TRF01335,SKU00655,T24,T03,2025-09-21,2025-09-28,28
TRF01336,SKU00506,T21,T26,2024-03-12,2024-04-01,44
TRF01337,SKU00308,DEP-CENTRAL,T13,2026-04-14,2026-05-03,47
TRF01338,SKU00016,T14,T12,2025-03-06,2025-03-23,21
TRF01339,SKU00404,T22,T23,2022-07-03,2022-07-08,37
TRF01340,SKU00652,DEP-CENTRAL,T08,2025-10-09,2025-10-25,18
TRF01341,SKU00077,DEP-CENTRAL,T27,2024-03-19,2024-03-29,38
TRF01342,SKU00597,T19,T03,2025-09-17,2025-10-06,48
TRF01343,SKU00236,T20,DEP-CENTRAL,2026-03-26,2026-04-16,28
TRF01344,SKU00426,T04,DEP-CENTRAL,2024-10-14,2024-10-27,47
TRF01345,SKU00249,DEP-CENTRAL,T23,2025-12-12,2025-12-18,25
TRF01346,SKU00343,DEP-CENTRAL,T09,2024-09-11,2024-09-15,57
TRF01347,SKU00720,DEP-CENTRAL,T09,2024-04-23,2024-05-04,57
TRF01348,SKU00463,DEP-CENTRAL,T27,2022-06-14,2022-06-19,18
TRF01349,SKU00607,DEP-CENTRAL,T26,2024-12-08,2024-12-29,51
TRF01350,SKU00096,DEP-CENTRAL,T06,2026-06-12,2026-06-25,40
TRF01351,SKU00586,DEP-CENTRAL,T21,2025-05-23,2025-05-27,24
TRF01352,SKU00563,T13,T03,2024-09-23,2024-10-09,58
TRF01353,SKU00190,DEP-CENTRAL,T02,2024-04-03,2024-04-17,15
TRF01354,SKU00154,T17,T25,2026-05-04,2026-05-10,39
TRF01355,SKU00372,DEP-CENTRAL,T25,2024-05-18,2024-06-05,27
TRF01356,SKU00625,DEP-CENTRAL,T27,2026-01-05,2026-01-20,8
TRF01357,SKU00794,DEP-CENTRAL,T19,2024-10-08,2024-10-22,43
TRF01358,SKU00700,T11,T04,2025-03-14,2025-03-19,18
TRF01359,SKU00627,T11,T26,2022-05-24,2022-05-31,17
TRF01360,SKU00059,DEP-CENTRAL,T20,2024-01-07,2024-01-27,38
TRF01361,SKU00150,T04,T06,2025-04-16,2025-04-30,31
TRF01362,SKU00156,DEP-CENTRAL,T24,2024-12-21,2025-01-03,17
TRF01363,SKU00348,DEP-CENTRAL,T26,2025-06-14,2025-07-02,25
TRF01364,SKU00577,DEP-CENTRAL,T22,2024-12-13,2024-12-17,3
TRF01365,SKU00045,DEP-CENTRAL,T11,2025-02-16,2025-02-27,14
TRF01366,SKU00396,T28,T26,2025-06-14,2025-06-23,53
TRF01367,SKU00360,DEP-CENTRAL,T09,2022-07-25,2022-07-29,4
TRF01368,SKU00193,DEP-CENTRAL,T09,2025-12-05,2025-12-18,19
TRF01369,SKU00206,DEP-CENTRAL,T16,2026-06-13,2026-06-29,52
TRF01370,SKU00662,DEP-CENTRAL,T16,2026-01-06,2026-01-22,2
TRF01371,SKU00546,T22,T16,2024-05-27,2024-06-13,9
TRF01372,SKU00114,DEP-CENTRAL,T27,2023-02-14,2023-02-17,34
TRF01373,SKU00145,DEP-CENTRAL,T09,2025-07-09,2025-07-12,13
TRF01374,SKU00001,T21,T07,2025-02-24,2025-03-02,59
TRF01375,SKU00354,DEP-CENTRAL,T05,2024-01-10,2024-01-25,44
TRF01376,SKU00039,T15,T28,2025-03-14,2025-03-31,39
TRF01377,SKU00562,DEP-CENTRAL,T17,2024-04-06,2024-04-17,20
TRF01378,SKU00542,DEP-CENTRAL,T25,2025-05-09,2025-05-18,7
TRF01379,SKU00681,T20,T01,2024-06-08,2024-06-11,36
TRF01380,SKU00404,DEP-CENTRAL,T06,2024-06-13,2024-06-30,11
TRF01381,SKU00655,T18,T07,2025-03-03,2025-03-12,36
TRF01382,SKU00062,DEP-CENTRAL,T27,2024-04-08,2024-04-11,18
TRF01383,SKU00629,T13,T12,2024-10-05,2024-10-11,22
TRF01384,SKU00609,T09,T19,2025-08-26,2025-08-31,12
TRF01385,SKU00194,T03,T20,2025-03-11,2025-03-24,54
TRF01386,SKU00425,DEP-CENTRAL,T23,2025-01-23,2025-02-02,41
TRF01387,SKU00679,DEP-CENTRAL,T11,2023-12-19,2024-01-02,54
TRF01388,SKU00255,DEP-CENTRAL,T19,2025-06-11,2025-06-20,20
TRF01389,SKU00540,T10,T16,2025-12-12,2025-12-26,53
TRF01390,SKU00182,T17,DEP-CENTRAL,2023-03-14,2023-03-20,23
TRF01391,SKU00711,DEP-CENTRAL,T28,2023-08-16,2023-08-20,13
TRF01392,SKU00513,DEP-CENTRAL,T21,2023-09-15,2023-09-21,22
TRF01393,SKU00056,DEP-CENTRAL,T08,2023-12-22,2024-01-11,51
TRF01394,SKU00183,DEP-CENTRAL,T09,2025-11-09,2025-11-24,43
TRF01395,SKU00683,DEP-CENTRAL,T08,2026-08-26,2026-09-08,28
TRF01396,SKU00039,T27,T14,2022-02-07,2022-02-22,55
TRF01397,SKU00682,T28,T05,2024-02-22,2024-03-12,29
TRF01398,SKU00739,DEP-CENTRAL,T12,2023-04-10,2023-04-14,20
TRF01399,SKU00473,T11,T26,2024-03-27,2024-04-07,38
TRF01400,SKU00721,T09,T25,2023-04-20,2023-05-02,24
TRF01401,SKU00771,DEP-CENTRAL,T27,2024-03-07,2024-03-17,37
TRF01402,SKU00257,DEP-CENTRAL,T14,2024-11-18,2024-11-23,17
TRF01403,SKU00639,DEP-CENTRAL,T22,2025-05-12,2025-05-20,59
TRF01404,SKU00739,T04,T19,2025-11-26,2025-12-06,26
TRF01405,SKU00722,T17,DEP-CENTRAL,2025-06-07,2025-06-11,38
TRF01406,SKU00021,T04,T17,2023-06-14,2023-06-23,42
TRF01407,SKU00577,T03,DEP-CENTRAL,2025-07-09,2025-07-22,51
TRF01408,SKU00546,T07,DEP-CENTRAL,2025-04-24,2025-05-14,29
TRF01409,SKU00347,DEP-CENTRAL,T13,2026-07-12,2026-07-24,17
TRF01410,SKU00146,T10,T11,2025-03-25,2025-04-15,51
TRF01411,SKU00369,DEP-CENTRAL,T12,2026-01-07,2026-01-17,58
TRF01412,SKU00525,T15,T28,2025-07-19,2025-07-27,47
TRF01413,SKU00625,T07,T25,2026-08-25,2026-09-01,42
TRF01414,SKU00708,DEP-CENTRAL,T03,2025-01-13,2025-01-22,29
TRF01415,SKU00524,DEP-CENTRAL,T07,2024-03-20,2024-04-09,50
TRF01416,SKU00718,DEP-CENTRAL,T20,2025-08-06,2025-08-23,19
TRF01417,SKU00050,T06,DEP-CENTRAL,2025-07-04,2025-07-15,58
TRF01418,SKU00100,DEP-CENTRAL,T20,2025-03-16,2025-04-01,26
TRF01419,SKU00632,T05,DEP-CENTRAL,2022-08-19,2022-09-03,28
TRF01420,SKU00375,T28,T27,2025-11-12,2025-11-28,38
TRF01421,SKU00726,T18,DEP-CENTRAL,2024-02-12,2024-03-01,3
TRF01422,SKU00284,T03,DEP-CENTRAL,2025-03-09,2025-03-26,42
TRF01423,SKU00040,T03,DEP-CENTRAL,2022-11-22,2022-12-05,42
TRF01424,SKU00051,DEP-CENTRAL,T01,2023-01-24,2023-02-09,10
TRF01425,SKU00157,DEP-CENTRAL,T21,2022-08-14,2022-09-02,8
TRF01426,SKU00295,T22,T27,2025-09-06,2025-09-19,8
TRF01427,SKU00583,DEP-CENTRAL,T28,2026-07-21,2026-08-04,34
TRF01428,SKU00166,DEP-CENTRAL,T17,2023-11-04,2023-11-19,46
TRF01429,SKU00222,T03,T09,2026-05-09,2026-05-24,42
TRF01430,SKU00191,DEP-CENTRAL,T10,2024-09-26,2024-10-12,25
TRF01431,SKU00093,T16,T14,2024-01-14,2024-02-01,56
TRF01432,SKU00706,T10,T05,2026-06-12,2026-07-03,20
TRF01433,SKU00166,DEP-CENTRAL,T02,2024-02-06,2024-02-12,33
TRF01434,SKU00682,DEP-CENTRAL,T12,2024-02-23,2024-03-06,22
TRF01435,SKU00466,DEP-CENTRAL,T24,2025-10-18,2025-10-26,11
TRF01436,SKU00072,T08,T11,2024-12-05,2024-12-12,59
TRF01437,SKU00313,DEP-CENTRAL,T07,2023-02-26,2023-03-04,4
TRF01438,SKU00180,T15,T23,2025-02-14,2025-03-03,57
TRF01439,SKU00743,DEP-CENTRAL,T22,2023-12-12,2023-12-19,20
TRF01440,SKU00325,T13,T02,2024-05-26,2024-06-10,7
TRF01441,SKU00032,DEP-CENTRAL,T23,2025-06-04,2025-06-08,19
TRF01442,SKU00430,DEP-CENTRAL,T07,2024-08-10,2024-08-15,55
TRF01443,SKU00328,DEP-CENTRAL,T14,2025-03-21,2025-04-05,23
TRF01444,SKU00298,DEP-CENTRAL,T20,2024-03-26,2024-04-01,26
TRF01445,SKU00571,DEP-CENTRAL,T21,2024-07-24,2024-08-06,24
TRF01446,SKU00583,DEP-CENTRAL,T18,2022-08-20,2022-09-09,18
TRF01447,SKU00771,DEP-CENTRAL,T26,2024-02-25,2024-03-08,56
TRF01448,SKU00473,T26,DEP-CENTRAL,2024-02-06,2024-02-21,52
TRF01449,SKU00109,DEP-CENTRAL,T13,2023-11-11,2023-11-24,41
TRF01450,SKU00150,T12,DEP-CENTRAL,2025-06-08,2025-06-24,11
TRF01451,SKU00535,DEP-CENTRAL,T24,2023-02-18,2023-02-25,10
TRF01452,SKU00391,DEP-CENTRAL,T22,2025-06-08,2025-06-19,40
TRF01453,SKU00335,DEP-CENTRAL,T25,2026-03-07,2026-03-23,20
TRF01454,SKU00240,DEP-CENTRAL,T19,2023-12-24,2024-01-13,16
TRF01455,SKU00035,T11,T28,2026-01-17,2026-02-02,23
TRF01456,SKU00609,DEP-CENTRAL,T10,2024-11-22,2024-11-30,37
TRF01457,SKU00063,T15,T01,2026-05-06,2026-05-14,39
TRF01458,SKU00501,DEP-CENTRAL,T13,2023-02-21,2023-03-02,34
TRF01459,SKU00535,DEP-CENTRAL,T19,2024-10-21,2024-10-24,9
TRF01460,SKU00639,T22,T18,2025-02-11,2025-02-22,16
TRF01461,SKU00378,T05,T25,2024-03-03,2024-03-23,25
TRF01462,SKU00220,DEP-CENTRAL,T10,2025-02-19,2025-02-27,26
TRF01463,SKU00279,DEP-CENTRAL,T23,2026-01-10,2026-01-19,56
TRF01464,SKU00521,T07,DEP-CENTRAL,2025-12-03,2025-12-20,46
TRF01465,SKU00072,DEP-CENTRAL,T24,2025-07-26,2025-08-16,35
TRF01466,SKU00441,DEP-CENTRAL,T12,2025-02-07,2025-02-17,59
TRF01467,SKU00770,T26,T13,2025-12-06,2025-12-14,5
TRF01468,SKU00330,DEP-CENTRAL,T16,2025-08-14,2025-08-21,32
TRF01469,SKU00064,DEP-CENTRAL,T17,2025-11-18,2025-11-24,5
TRF01470,SKU00633,T25,DEP-CENTRAL,2023-08-13,2023-08-28,42
TRF01471,SKU00246,DEP-CENTRAL,T13,2024-06-22,2024-07-05,57
TRF01472,SKU00003,DEP-CENTRAL,T17,2025-07-11,2025-07-18,57
TRF01473,SKU00284,DEP-CENTRAL,T16,2025-02-16,2025-02-27,46
TRF01474,SKU00730,DEP-CENTRAL,T04,2025-09-13,2025-09-23,24
TRF01475,SKU00718,T10,T28,2026-03-10,2026-03-16,29
TRF01476,SKU00240,T11,T04,2025-10-20,2025-11-04,26
TRF01477,SKU00711,DEP-CENTRAL,T26,2024-08-07,2024-08-17,55
TRF01478,SKU00059,DEP-CENTRAL,T08,2023-01-23,2023-02-04,44
TRF01479,SKU00289,T23,T13,2022-10-09,2022-10-17,4
TRF01480,SKU00206,DEP-CENTRAL,T22,2026-01-12,2026-01-21,29
TRF01481,SKU00337,T19,T12,2025-11-15,2025-11-30,10
TRF01482,SKU00656,T25,T21,2026-08-12,2026-08-20,32
TRF01483,SKU00494,T09,T26,2025-02-08,2025-02-14,50
