id_liquidacion,id_producto,tienda,fecha_inicio,fecha_fin,descuento_pct,motivo
LIQ0350,SKU00669,T17,2025-01-28,2025-03-14,20,Fin de temporada
LIQ0351,SKU00354,T14,2022-06-29,2022-08-13,40,Fin de temporada
LIQ0352,SKU00263,T05,2025-03-09,2025-04-08,20,Baja rotacion
LIQ0353,SKU00271,T05,2025-01-22,2025-03-08,20,Fin de temporada
LIQ0354,SKU00399,T19,2025-10-27,2025-12-26,15,Baja rotacion
LIQ0355,SKU00164,T22,2025-12-03,2025-12-18,15,Baja rotacion
LIQ0356,SKU00286,T22,2024-07-03,2024-08-17,30,Discontinuacion
LIQ0357,SKU00577,T11,2025-05-02,2025-06-16,10,Fin de temporada
LIQ0358,SKU00462,T09,2025-12-10,2026-01-09,30,Fin de temporada
LIQ0359,SKU00592,T01,2024-12-15,2025-01-14,10,Discontinuacion
LIQ0360,SKU00566,T02,2024-12-19,2025-01-03,50,Sobrestock
LIQ0361,SKU00340,T07,2024-12-01,2024-12-31,40,Discontinuacion
LIQ0362,SKU00319,T03,2025-11-24,2026-01-23,25,Baja rotacion
LIQ0363,SKU00549,T19,2025-07-11,2025-08-10,40,Discontinuacion
LIQ0364,SKU00100,T27,2023-09-21,2023-11-20,15,Baja rotacion
LIQ0365,SKU00785,T21,2024-09-08,2024-09-23,15,Baja rotacion
LIQ0366,SKU00292,T07,2024-11-27,2025-01-26,15,Sobrestock
LIQ0367,SKU00768,T19,2024-09-16,2024-10-16,15,Baja rotacion
LIQ0368,SKU00608,T06,2024-09-05,2024-09-20,30,Discontinuacion
LIQ0369,SKU00772,T02,2024-12-25,2025-01-24,20,Sobrestock
LIQ0370,SKU00316,T17,2024-11-12,2024-11-27,15,Baja rotacion
LIQ0371,SKU00395,T02,2025-01-21,2025-03-07,10,Baja rotacion
LIQ0372,SKU00072,T06,2024-06-10,2024-06-25,25,Sobrestock
LIQ0373,SKU00167,T03,2024-10-28,2024-11-12,20,Discontinuacion
LIQ0374,SKU00162,T03,2024-06-10,2024-07-25,50,Discontinuacion
LIQ0375,SKU00131,T02,2025-02-23,2025-04-24,40,Fin de temporada
LIQ0376,SKU00331,T05,2025-01-08,2025-03-09,25,Baja rotacion
LIQ0377,SKU00137,T09,2025-04-09,2025-04-24,25,Sobrestock
LIQ0378,SKU00321,T27,2024-11-21,2024-12-06,25,Baja rotacion
LIQ0379,SKU00017,T26,2022-07-24,2022-09-07,20,Baja rotacion
LIQ0380,SKU00114,T08,2022-10-15,2022-10-30,30,Fin de temporada
LIQ0381,SKU00008,T26,2024-10-24,2024-11-23,15,Sobrestock
LIQ0382,SKU00196,T01,2024-08-07,2024-09-06,10,Baja rotacion
LIQ0383,SKU00511,T11,2024-01-09,2024-03-09,40,Fin de temporada
LIQ0384,SKU00174,T13,2024-08-14,2024-08-29,50,Sobrestock
LIQ0385,SKU00295,T24,2025-07-11,2025-08-25,40,Baja rotacion
LIQ0386,SKU00759,T10,2024-10-19,2024-12-18,50,Baja rotacion
LIQ0387,SKU00640,T28,2025-08-04,2025-08-19,10,Sobrestock
LIQ0388,SKU00537,T24,2022-05-09,2022-07-08,40,Sobrestock
LIQ0389,SKU00068,T09,2024-05-27,2024-07-11,10,Sobrestock
LIQ0390,SKU00357,T24,2024-07-28,2024-08-12,30,Fin de temporada
LIQ0391,SKU00785,T23,2022-08-28,2022-09-12,40,Baja rotacion
LIQ0392,SKU00205,T21,2023-08-12,2023-09-26,40,Baja rotacion
LIQ0393,SKU00391,T06,2023-11-19,2023-12-04,10,Fin de temporada
LIQ0394,SKU00498,T12,2025-09-07,2025-09-22,40,Fin de temporada
LIQ0395,SKU00480,T28,2024-10-10,2024-12-09,25,Fin de temporada
LIQ0396,SKU00449,T03,2023-12-02,2024-01-31,25,Fin de temporada
LIQ0397,SKU00195,T01,2025-08-13,2025-10-12,50,Baja rotacion
LIQ0398,SKU00305,T16,2025-05-12,2025-07-11,25,Sobrestock
LIQ0399,SKU00634,T28,2022-11-01,2022-12-16,25,Discontinuacion
LIQ0400,SKU00729,T24,2023-12-22,2024-02-20,25,Sobrestock
LIQ0401,SKU00348,T11,2025-08-12,2025-09-26,15,Baja rotacion
LIQ0402,SKU00200,T09,2025-02-16,2025-04-17,15,Fin de temporada
LIQ0403,SKU00155,T08,2023-04-06,2023-05-21,15,Fin de temporada
LIQ0404,SKU00411,T10,2025-10-07,2025-10-22,10,Baja rotacion
LIQ0405,SKU00004,T26,2024-03-10,2024-04-09,40,Discontinuacion
LIQ0406,SKU00627,T27,2023-12-29,2024-02-27,30,Discontinuacion
LIQ0407,SKU00397,T06,2025-02-17,2025-04-18,30,Baja rotacion
LIQ0408,SKU00448,T23,2025-11-15,2026-01-14,25,Fin de temporada
LIQ0409,SKU00359,T18,2023-11-15,2023-11-30,40,Sobrestock
LIQ0410,SKU00277,T07,2024-10-06,2024-12-05,30,Discontinuacion
LIQ0411,SKU00267,T28,2025-12-16,2025-12-31,10,Fin de temporada
LIQ0412,SKU00238,T20,2025-11-02,2026-01-01,25,Sobrestock
LIQ0413,SKU00230,T13,2025-06-13,2025-08-12,10,Baja rotacion
LIQ0414,SKU00358,T12,2025-05-22,2025-06-21,30,Sobrestock
LIQ0415,SKU00671,T21,2024-12-12,2025-01-26,50,Fin de temporada
LIQ0416,SKU00664,T08,2025-02-12,2025-03-29,15,Baja rotacion
LIQ0417,SKU00589,T12,2023-09-22,2023-10-22,10,Baja rotacion
LIQ0418,SKU00374,T09,2025-07-06,2025-07-21,20,Baja rotacion
LIQ0419,SKU00649,T23,2025-09-20,2025-10-20,40,Fin de temporada
LIQ0420,SKU00550,T10,2025-01-21,2025-03-07,50,Baja rotacion
LIQ0421,SKU00491,T04,2025-11-01,2025-11-16,40,Fin de temporada
LIQ0422,SKU00117,T06,2024-05-11,2024-06-25,50,Sobrestock
LIQ0423,SKU00223,T06,2024-05-25,2024-06-09,25,Fin de temporada
LIQ0424,SKU00106,T20,2025-01-31,2025-04-01,15,Fin de temporada
LIQ0425,SKU00659,T16,2023-10-23,2023-11-22,20,Baja rotacion
LIQ0426,SKU00201,T15,2024-02-18,2024-03-04,25,Discontinuacion
LIQ0427,SKU00797,T25,2025-12-23,2026-02-21,50,Discontinuacion
LIQ0428,SKU00706,T03,2025-06-21,2025-08-05,20,Fin de temporada
LIQ0429,SKU00343,T11,2023-06-12,2023-07-12,30,Baja rotacion
LIQ0430,SKU00721,T21,2023-10-28,2023-12-27,50,Baja rotacion
LIQ0431,SKU00438,T28,2025-07-26,2025-09-09,40,Sobrestock
LIQ0432,SKU00628,T07,2024-03-01,2024-03-31,40,Fin de temporada
LIQ0433,SKU00683,T25,2025-05-04,2025-05-19,15,Fin de temporada
LIQ0434,SKU00433,T20,2025-01-29,2025-03-15,30,Baja rotacion
LIQ0435,SKU00392,T26,2025-08-27,2025-09-26,15,Baja rotacion
LIQ0436,SKU00553,T24,2025-06-15,2025-07-30,50,Baja rotacion
LIQ0437,SKU00372,T27,2024-10-15,2024-11-14,20,Fin de temporada
LIQ0438,SKU00630,T19,2025-09-17,2025-11-16,20,Baja rotacion
LIQ0439,SKU00288,T26,2025-02-23,2025-03-10,30,Fin de temporada
LIQ0440,SKU00035,T28,2025-08-10,2025-08-25,30,Discontinuacion
LIQ0441,SKU00541,T04,2024-09-15,2024-09-30,40,Baja rotacion
LIQ0442,SKU00475,T25,2025-08-04,2025-09-03,25,Fin de temporada
LIQ0443,SKU00278,T10,2025-11-30,2025-12-30,40,Fin de temporada
LIQ0444,SKU00015,T21,2024-11-08,2024-12-23,25,Baja rotacion
LIQ0445,SKU00602,T24,2024-10-27,2024-12-11,50,Fin de temporada
LIQ0446,SKU00320,T07,2025-08-23,2025-10-07,10,Discontinuacion
LIQ0447,SKU00441,T17,2024-05-20,2024-06-19,40,Sobrestock
LIQ0448,SKU00595,T27,2025-07-12,2025-08-26,25,Sobrestock
LIQ0449,SKU00524,T09,2025-02-15,2025-04-16,15,Discontinuacion
LIQ0450,SKU00099,T17,2025-05-02,2025-06-01,25,Fin de temporada
LIQ0451,SKU00730,T04,2025-11-12,2026-01-11,40,Baja rotacion
LIQ0452,SKU00349,T18,2024-11-13,2025-01-12,15,Fin de temporada
LIQ0453,SKU00540,T24,2022-11-17,2023-01-16,20,Baja rotacion
LIQ0454,SKU00095,T21,2025-10-04,2025-10-19,25,Fin de temporada
LIQ0455,SKU00032,T25,2024-06-22,2024-07-22,15,Fin de temporada
LIQ0456,SKU00712,T21,2024-06-29,2024-07-29,20,Sobrestock
LIQ0457,SKU00334,T24,2025-02-09,2025-02-24,40,Baja rotacion
LIQ0458,SKU00565,T22,2024-02-09,2024-03-10,10,Baja rotacion
LIQ0459,SKU00485,T06,2025-11-13,2025-12-28,50,Baja rotacion
LIQ0460,SKU00176,T22,2025-06-12,2025-07-27,50,Baja rotacion
LIQ0461,SKU00698,T16,2023-02-25,2023-04-26,25,Fin de temporada
LIQ0462,SKU00767,T19,2023-12-03,2024-01-02,25,Baja rotacion
LIQ0463,SKU00282,T24,2025-04-21,2025-05-21,40,Sobrestock
LIQ0464,SKU00551,T13,2024-05-06,2024-06-20,10,Baja rotacion
LIQ0465,SKU00107,T11,2024-07-12,2024-09-10,30,Baja rotacion
LIQ0466,SKU00268,T04,2024-01-03,2024-02-02,25,Fin de temporada
LIQ0467,SKU00473,T26,2022-08-18,2022-10-02,50,Baja rotacion
LIQ0468,SKU00437,T24,2024-03-20,2024-05-04,10,Discontinuacion
LIQ0469,SKU00252,T07,2022-09-01,2022-10-16,30,Baja rotacion
LIQ0470,SKU00378,T19,2024-10-30,2024-12-14,40,Fin de temporada
LIQ0471,SKU00763,T21,2024-05-06,2024-05-21,15,Baja rotacion
LIQ0472,SKU00379,T16,2025-01-14,2025-02-28,25,Baja rotacion
LIQ0473,SKU00390,T08,2024-08-11,2024-09-10,30,Discontinuacion
LIQ0474,SKU00685,T26,2025-06-23,2025-08-07,30,Fin de temporada
LIQ0475,SKU00009,T12,2024-12-19,2025-01-18,10,Fin de temporada
LIQ0476,SKU00328,T24,2025-10-04,2025-11-18,15,Sobrestock
LIQ0477,SKU00236,T27,2025-09-26,2025-11-25,120,Discontinuacion
LIQ0478,SKU00013,T23,2022-05-09,2022-05-24,30,Sobrestock
LIQ0479,SKU00795,T17,2025-03-01,2025-03-16,25,Fin de temporada
LIQ0480,SKU00682,T19,2024-11-01,2024-12-16,30,Discontinuacion
LIQ0481,SKU00653,Todas,2025-10-02,2025-11-01,15,Baja rotacion
LIQ0482,SKU00522,T10,2024-05-08,2024-07-07,15,Baja rotacion
LIQ0483,SKU00529,T06,2025-03-25,2025-05-09,25,Sobrestock
LIQ0484,SKU00468,T21,2025-05-28,2025-07-27,20,Fin de temporada
LIQ0485,SKU00210,T11,2025-06-26,2025-08-25,10,Fin de temporada
LIQ0486,SKU00648,T28,2025-07-23,2025-08-07,25,Discontinuacion
LIQ0487,SKU00702,T26,2024-12-06,2025-01-05,50,Baja rotacion
LIQ0488,SKU00214,T27,2025-09-07,2025-09-22,10,Discontinuacion
LIQ0489,SKU00330,T21,2025-11-02,2025-12-17,50,Discontinuacion
LIQ0490,SKU00446,T03,2025-08-17,2025-09-01,10,Baja rotacion
LIQ0491,SKU00538,T02,2024-08-04,2024-09-03,20,Baja rotacion
LIQ0492,SKU00102,T18,2024-07-23,2024-09-21,10,Baja rotacion
LIQ0493,SKU00311,T28,2024-11-06,2024-12-06,50,Sobrestock
LIQ0494,SKU00423,T10,2023-09-02,2023-09-17,15,Baja rotacion
LIQ0495,SKU00598,T12,2025-09-30,2025-10-15,15,Fin de temporada
LIQ0496,SKU00056,T05,2024-02-18,2024-03-19,20,Sobrestock
LIQ0497,SKU00422,T21,2024-10-03,2024-11-17,20,Discontinuacion
LIQ0498,SKU00069,T13,2025-03-25,2025-04-24,20,Discontinuacion
LIQ0499,SKU00042,T21,2025-03-21,2025-04-05,30,Fin de temporada
LIQ0500,SKU00086,T19,2025-05-13,2025-05-28,25,Baja rotacion
LIQ9000,SKU00675,T23,2023-10-20,2023-12-24,10,Fin de temporada
LIQ9001,SKU00088,T28,2022-12-01,2023-02-04,40,Sobrestock
LIQ9002,SKU00124,T18,2024-06-30,2024-09-03,10,Baja rotacion
LIQ9003,SKU00188,T22,2024-01-05,2024-02-24,25,Baja rotacion
LIQ9004,SKU00564,T07,2025-12-18,2026-01-22,15,Sobrestock
LIQ9005,SKU00471,T26,2025-12-05,2026-02-23,15,Baja rotacion
LIQ9006,SKU00290,T12,2025-08-04,2025-10-08,40,Fin de temporada
LIQ9007,SKU00376,T21,2024-06-23,2024-07-28,50,Sobrestock
LIQ9008,SKU00358,T04,2026-08-19,2026-10-02,10,Discontinuacion
LIQ9009,SKU00426,T17,2026-05-25,2026-07-02,10,Sobrestock
LIQ9010,SKU00739,T15,2026-01-10,2026-01-24,25,Baja rotacion
LIQ9011,SKU00676,T02,2026-02-10,2026-03-25,15,Baja rotacion
LIQ9012,SKU00628,T08,2026-07-18,2026-08-31,10,Sobrestock
LIQ9013,SKU00622,T28,2026-02-08,2026-03-19,15,Baja rotacion
LIQ9014,SKU00311,T09,2026-05-28,2026-06-26,40,Baja rotacion
LIQ9015,SKU00542,T03,2026-08-26,2026-10-01,25,Sobrestock
LIQ9016,SKU00465,T02,2026-04-07,2026-05-19,20,Discontinuacion
LIQ9017,SKU00105,T12,2026-02-22,2026-03-24,15,Fin de temporada
LIQ9018,SKU00220,T11,2026-02-21,2026-03-11,25,Fin de temporada
LIQ9019,SKU00345,T16,2026-03-11,2026-04-14,10,Baja rotacion
LIQ9020,SKU00696,T23,2026-03-21,2026-04-07,15,Fin de temporada
LIQ9021,SKU00628,T13,2026-07-13,2026-08-03,15,Fin de temporada
LIQ9022,SKU00432,T27,2026-07-25,2026-09-01,25,Baja rotacion
LIQ9023,SKU00039,T22,2026-03-09,2026-04-10,30,Fin de temporada
LIQ9024,SKU00282,T09,2026-07-04,2026-08-08,10,Sobrestock
LIQ9025,SKU00661,T01,2026-01-25,2026-02-21,40,Baja rotacion
LIQ9026,SKU00541,T19,2026-02-26,2026-03-08,15,Fin de temporada
LIQ9027,SKU00200,T20,2026-01-11,2026-01-21,15,Discontinuacion
LIQ9028,SKU00391,T21,2026-05-09,2026-06-11,50,Fin de temporada
LIQ9029,SKU00625,T02,2026-06-20,2026-07-10,20,Fin de temporada
LIQ9030,SKU00295,T22,2026-07-20,2026-08-11,50,Discontinuacion
LIQ9031,SKU00259,T09,2026-07-17,2026-08-17,30,Sobrestock
LIQ9032,SKU00022,T02,2026-01-03,2026-02-08,50,Fin de temporada
LIQ9033,SKU00072,T22,2026-04-20,2026-05-08,10,Fin de temporada
LIQ9034,SKU00059,T27,2026-06-04,2026-07-14,40,Baja rotacion
LIQ9035,SKU00210,T04,2026-02-27,2026-03-18,10,Sobrestock
LIQ9036,SKU00649,T23,2026-06-16,2026-07-22,15,Discontinuacion
LIQ9037,SKU00073,T11,2026-04-12,2026-05-22,40,Sobrestock
LIQ9038,SKU00766,T06,2026-08-03,2026-08-29,20,Baja rotacion
LIQ9039,SKU00551,T18,2026-01-20,2026-02-06,10,Fin de temporada
LIQ9040,SKU00665,T01,2026-08-25,2026-10-01,25,Baja rotacion
LIQ9041,SKU00244,T20,2026-07-06,2026-08-15,30,Fin de temporada
LIQ9042,SKU00607,T15,2026-02-28,2026-03-28,10,Baja rotacion
LIQ9043,SKU00060,T12,2026-05-11,2026-05-29,20,Fin de temporada
LIQ9044,SKU00311,T07,2026-03-26,2026-04-20,40,Baja rotacion
LIQ9045,SKU00777,T24,2026-04-23,2026-05-12,25,Baja rotacion
LIQ9046,SKU00740,T05,2026-05-12,2026-06-22,20,Fin de temporada
LIQ9047,SKU00016,T20,2026-05-02,2026-06-07,20,Fin de temporada
LIQ9048,SKU00618,T25,2026-06-06,2026-06-27,30,Discontinuacion
LIQ9049,SKU00413,T20,2026-01-25,2026-02-15,20,Baja rotacion
LIQ9050,SKU00452,T18,2026-04-12,2026-05-26,20,Fin de temporada
LIQ9051,SKU00278,T24,2026-01-02,2026-01-23,20,Baja rotacion
LIQ9052,SKU00084,T01,2026-03-13,2026-04-07,25,Fin de temporada
LIQ9053,SKU00295,T24,2026-07-25,2026-08-13,25,Baja rotacion
LIQ9054,SKU00109,T01,2026-03-22,2026-04-05,20,Baja rotacion
LIQ9055,SKU00247,T21,2026-02-27,2026-04-06,50,Baja rotacion
LIQ9056,SKU00754,T09,2026-01-26,2026-02-06,30,Sobrestock
LIQ9057,SKU00794,T23,2026-06-25,2026-07-11,10,Fin de temporada
LIQ9058,SKU00362,T09,2026-04-03,2026-04-15,15,Discontinuacion
LIQ9059,SKU00671,T10,2026-03-13,2026-04-21,20,Discontinuacion
LIQ9060,SKU00456,T01,2026-01-05,2026-02-16,15,Baja rotacion
LIQ9061,SKU00226,T06,2026-03-19,2026-04-29,40,Baja rotacion
LIQ9062,SKU00690,T15,2026-07-06,2026-07-20,15,Baja rotacion
LIQ9063,SKU00564,T21,2026-07-05,2026-07-27,10,Fin de temporada
LIQ9064,SKU00187,T03,2026-03-10,2026-04-17,40,Baja rotacion
LIQ9065,SKU00054,T18,2026-01-13,2026-02-21,20,Fin de temporada
LIQ9066,SKU00593,T28,2026-05-17,2026-06-02,25,Discontinuacion
LIQ9067,SKU00509,T10,2026-04-20,2026-05-10,15,Baja rotacion
LIQ9068,SKU00065,T24,2026-05-05,2026-05-24,40,Discontinuacion
LIQ9069,SKU00078,T27,2026-05-12,2026-05-27,20,Fin de temporada
LIQ9070,SKU00025,T27,2026-06-14,2026-07-27,30,Baja rotacion
LIQ9071,SKU00718,T23,2026-01-11,2026-02-18,25,Baja rotacion
LIQ9072,SKU00373,T21,2026-07-08,2026-08-10,20,Baja rotacion
LIQ9073,SKU00355,T28,2026-08-21,2026-09-17,15,Baja rotacion
LIQ9074,SKU00038,T09,2026-05-10,2026-06-22,25,Discontinuacion
LIQ9075,SKU00195,T12,2026-04-18,2026-05-19,20,Discontinuacion
LIQ9076,SKU00036,T26,2026-08-20,2026-09-11,30,Fin de temporada
LIQ9077,SKU00191,T15,2026-03-20,2026-04-12,20,Discontinuacion
LIQ9078,SKU00566,T01,2026-05-07,2026-05-31,25,Fin de temporada
LIQ9079,SKU00323,T13,2026-08-02,2026-08-20,20,Discontinuacion
LIQ9080,SKU00357,T05,2026-02-03,2026-03-15,20,Fin de temporada
LIQ9081,SKU00250,T03,2026-03-21,2026-04-09,10,Baja rotacion
LIQ9082,SKU00463,T28,2026-07-17,2026-07-29,30,Discontinuacion
LIQ9083,SKU00534,T16,2026-04-06,2026-05-05,10,Fin de temporada
LIQ9084,SKU00691,T06,2026-06-10,2026-07-20,30,Baja rotacion
LIQ9085,SKU00163,T17,2026-06-15,2026-07-22,10,Fin de temporada
LIQ9086,SKU00666,T01,2026-07-16,2026-08-15,50,Baja rotacion
LIQ9087,SKU00693,T09,2026-03-15,2026-03-25,10,Fin de temporada
LIQ9088,SKU00152,T14,2026-05-25,2026-06-30,20,Fin de temporada
LIQ9089,SKU00565,T12,2026-01-14,2026-02-22,10,Fin de temporada
LIQ9090,SKU00767,T10,2026-04-17,2026-05-25,25,Fin de temporada
LIQ9091,SKU00079,T06,2026-05-28,2026-06-07,15,Fin de temporada
LIQ9092,SKU00395,T23,2026-02-16,2026-04-01,20,Baja rotacion
